Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Ssp-CGub_059-Ex1-cssl.clmp.fp2_r1_screen	1181.0	526.0	82.0	55.0	45.0	10.0	7.0	7.0	0.0	0.0	2003.0	53831.0
Ssp-CGub_059-Ex1-cssl.clmp.fp2_r2_screen	1197.0	514.0	93.0	44.0	44.0	6.0	7.0	8.0	0.0	0.0	2026.0	53808.0
Ssp-CGub_061-Ex1-cssl.clmp.fp2_r1_screen	4112.0	21781.0	3054.0	2205.0	1588.0	426.0	305.0	66.0	5.0	0.0	75932.0	2214802.0
Ssp-CGub_061-Ex1-cssl.clmp.fp2_r2_screen	4162.0	22001.0	2995.0	2230.0	1567.0	373.0	315.0	61.0	4.0	0.0	76928.0	2213640.0
Ssp-CGub_065-Ex1-cssl.clmp.fp2_r1_screen	26234.0	31943.0	4509.0	3206.0	2654.0	604.0	474.0	233.0	21.0	0.0	121655.0	3016722.0
Ssp-CGub_065-Ex1-cssl.clmp.fp2_r2_screen	26300.0	32078.0	4387.0	3251.0	2632.0	595.0	404.0	221.0	13.0	0.0	122936.0	3015438.0
Ssp-CGub_066-Ex1-cssl.clmp.fp2_r1_screen	16351.0	33000.0	4490.0	4438.0	2193.0	617.0	454.0	428.0	4.0	0.0	122346.0	2486994.0
Ssp-CGub_066-Ex1-cssl.clmp.fp2_r2_screen	16257.0	32875.0	4449.0	4350.0	2338.0	640.0	400.0	432.0	9.0	0.0	126044.0	2483521.0
Ssp-CGub_067-Ex1-cssl.clmp.fp2_r1_screen	136212.0	136061.0	19946.0	15595.0	11473.0	2709.0	1854.0	844.0	34.0	0.0	492883.0	13134795.0
Ssp-CGub_067-Ex1-cssl.clmp.fp2_r2_screen	136397.0	137716.0	19639.0	15732.0	11532.0	2528.0	1849.0	802.0	36.0	0.0	501147.0	13125028.0
Ssp-CGub_070-Ex1-cssl.clmp.fp2_r1_screen	202513.0	18460.0	2235.0	3098.0	1088.0	347.0	185.0	467.0	9.0	0.0	80270.0	1294816.0
Ssp-CGub_070-Ex1-cssl.clmp.fp2_r2_screen	202197.0	18871.0	2106.0	3125.0	1013.0	318.0	200.0	419.0	4.0	0.0	81060.0	1294175.0
Ssp-CGub_073-Ex1-cssl.clmp.fp2_r1_screen	99729.0	17950.0	1968.0	1403.0	1210.0	217.0	167.0	551.0	10.0	0.0	70359.0	1358667.0
Ssp-CGub_073-Ex1-cssl.clmp.fp2_r2_screen	99666.0	18101.0	1904.0	1485.0	1180.0	239.0	160.0	551.0	0.0	0.0	70588.0	1358357.0
Ssp-CGub_076-Ex1-cssl.clmp.fp2_r1_screen	714.0	478.0	66.0	44.0	43.0	5.0	6.0	3.0	1.0	0.0	2107.0	36421.0
Ssp-CGub_076-Ex1-cssl.clmp.fp2_r2_screen	692.0	423.0	66.0	51.0	30.0	5.0	5.0	5.0	1.0	0.0	2149.0	36461.0
Ssp-CGub_077-Ex1-cssl.clmp.fp2_r1_screen	79661.0	86526.0	13014.0	9197.0	7638.0	1686.0	1132.0	980.0	31.0	0.0	303690.0	8719056.0
Ssp-CGub_077-Ex1-cssl.clmp.fp2_r2_screen	79559.0	87300.0	12989.0	9326.0	7531.0	1598.0	1057.0	966.0	19.0	0.0	309666.0	8712600.0
Ssp-CGub_078-Ex1-cssl.clmp.fp2_r1_screen	113893.0	14781.0	488.0	318.0	228.0	68.0	46.0	1413.0	2.0	0.0	52680.0	426087.0
Ssp-CGub_078-Ex1-cssl.clmp.fp2_r2_screen	113735.0	15099.0	481.0	309.0	223.0	47.0	50.0	1440.0	1.0	0.0	53081.0	425538.0
Ssp-CGub_080-Ex1-cssl.clmp.fp2_r1_screen	21740.0	76044.0	11255.0	8527.0	6098.0	1732.0	1092.0	576.0	35.0	0.0	295175.0	6603910.0
Ssp-CGub_080-Ex1-cssl.clmp.fp2_r2_screen	21561.0	77846.0	11313.0	8484.0	6218.0	1730.0	1129.0	579.0	25.0	0.0	302523.0	6594776.0
Ssp-CGub_082-Ex1-cssl.clmp.fp2_r1_screen	3602.0	11119.0	1627.0	1211.0	949.0	205.0	126.0	48.0	0.0	0.0	40769.0	1193602.0
Ssp-CGub_082-Ex1-cssl.clmp.fp2_r2_screen	3585.0	11395.0	1702.0	1196.0	942.0	210.0	155.0	48.0	3.0	0.0	40670.0	1193352.0
Ssp-CGub_085-Ex1-cssl.clmp.fp2_r1_screen	20354.0	36565.0	5625.0	3991.0	3032.0	670.0	437.0	213.0	5.0	0.0	123956.0	3773526.0
Ssp-CGub_085-Ex1-cssl.clmp.fp2_r2_screen	20374.0	35850.0	5539.0	4091.0	3047.0	616.0	486.0	189.0	9.0	0.0	125440.0	3772733.0
Ssp-CGub_089-Ex1-cssl.clmp.fp2_r1_screen	149507.0	18603.0	2262.0	1783.0	1364.0	321.0	208.0	323.0	9.0	0.0	74023.0	1659450.0
Ssp-CGub_089-Ex1-cssl.clmp.fp2_r2_screen	149534.0	18974.0	2253.0	1805.0	1366.0	326.0	179.0	304.0	4.0	0.0	74421.0	1658687.0
Ssp-CGub_090-Ex1-cssl.clmp.fp2_r1_screen	81611.0	75720.0	11335.0	8381.0	6033.0	1699.0	1027.0	442.0	27.0	0.0	298295.0	5950618.0
Ssp-CGub_090-Ex1-cssl.clmp.fp2_r2_screen	81401.0	77477.0	11053.0	8106.0	6035.0	1628.0	1083.0	402.0	21.0	0.0	307017.0	5940965.0
Ssp-CGub_091-Ex1-cssl.clmp.fp2_r1_screen	452.0	815.0	84.0	53.0	100.0	18.0	11.0	7.0	1.0	0.0	6862.0	61970.0
Ssp-CGub_091-Ex1-cssl.clmp.fp2_r2_screen	479.0	778.0	95.0	55.0	88.0	22.0	16.0	4.0	0.0	0.0	6929.0	61907.0
Ssp-CGub_092-Ex1-cssl.clmp.fp2_r1_screen	164884.0	69212.0	9422.0	7207.0	6409.0	1279.0	934.0	365.0	27.0	0.0	298362.0	5588381.0
Ssp-CGub_092-Ex1-cssl.clmp.fp2_r2_screen	164364.0	70376.0	9482.0	7367.0	6369.0	1264.0	923.0	417.0	14.0	0.0	305515.0	5580391.0
Ssp-CGub_094-Ex1-cssl.clmp.fp2_r1_screen	3626.0	17785.0	2713.0	1924.0	1553.0	388.0	226.0	99.0	5.0	0.0	67145.0	1829202.0
Ssp-CGub_094-Ex1-cssl.clmp.fp2_r2_screen	3617.0	17655.0	2601.0	1798.0	1562.0	344.0	206.0	84.0	3.0	0.0	67786.0	1829010.0
Ssp-CGub_095-Ex1-cssl.clmp.fp2_r1_screen	30319.0	36421.0	5576.0	4046.0	3244.0	730.0	496.0	203.0	12.0	0.0	128382.0	3857145.0
Ssp-CGub_095-Ex1-cssl.clmp.fp2_r2_screen	30379.0	36619.0	5509.0	4122.0	3135.0	694.0	457.0	184.0	8.0	0.0	129949.0	3855518.0
Ssp-CGub_096-Ex1-cssl.clmp.fp2_r1_screen	66079.0	36832.0	5447.0	3971.0	3117.0	765.0	509.0	181.0	17.0	0.0	143739.0	3441856.0
Ssp-CGub_096-Ex1-cssl.clmp.fp2_r2_screen	66028.0	37190.0	5585.0	3980.0	3069.0	735.0	503.0	217.0	19.0	0.0	146664.0	3438523.0
