pos	3pG>A
1	0.0191858150895603
2	0.0287455116924861
3	0.017519259066909
4	0.0208541984518472
5	0.0196868976910671
6	0.0307356835055293
7	0.0324929373731882
8	0.0273764608447594
9	0.0296162037246817
10	0.0306893906945703
11	0.0235854465270121
12	0.0236260736169733
13	0.02530907610305
14	0.025933006400133
15	0.0263170053317809
16	0.027027027027027
17	0.0253804738310519
18	0.0266908066036415
19	0.0271485566768364
20	0.0264949023058991
21	0.0273319842964648
22	0.0278503618761162
23	0.0278978241015357
24	0.0276607402648932
25	0.0279336999867702
