"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0506006372740878,0.0312569832233627,0.00799093651147879,0.0393328451541691,0.525196017978551,-9540.73187295413
"Std.",0.000224920471781991,0.00380422196282253,0.00380027533679376,0.019407228746981,0.00295272632798647,1.51981570239833
"Acceptance ratio",0.26054,0.17332,0.11986,0.24338,0.2688,0.6992
"0%",0.0496663950678658,0.0231596767206292,4.15149091764603e-06,0.00942643986497426,0.512584985970852,-9551.6596156326
"2.5%",0.0501596540899551,0.0248539558181152,0.00093520382617452,0.0168354920184649,0.519486652443294,-9544.51214974207
"5%",0.0502345856396426,0.0254905224707995,0.00160827958240371,0.018087529743462,0.520373087402931,-9543.66083386165
"7.5%",0.0502791484856054,0.0259873792410066,0.00213903450904716,0.0194084287628915,0.52093009585751,-9543.13242779328
"10%",0.0503134831743191,0.0263343423239632,0.00258140557840951,0.0204715539038406,0.521371530293802,-9542.76374667683
"12.5%",0.0503419805932974,0.0266568668322719,0.00296535924868869,0.0214708296006828,0.521769626412172,-9542.45352240344
"15%",0.0503680495966617,0.0269621876460084,0.00345796314541658,0.0223765334752369,0.522088255969266,-9542.20283100305
"17.5%",0.0503910383181341,0.0272264198402462,0.0038956376256061,0.0232977857572067,0.522413071522095,-9541.99442731231
"20%",0.0504121304717869,0.0275965893805883,0.00423185815372277,0.0240959091021506,0.522673519313544,-9541.81844169661
"22.5%",0.0504323131420851,0.0279899722640647,0.00463071421346824,0.0250230869585228,0.522908417865208,-9541.66594992459
"25%",0.0504502678991954,0.0283412202275615,0.00496918970608055,0.0258128729162426,0.523194545503309,-9541.51113854751
"27.5%",0.0504686965925696,0.0286223628681934,0.00529069364889158,0.0266142650762114,0.523415622377026,-9541.37444047683
"30%",0.0504815924634421,0.0289037159748741,0.00557246535161927,0.0273418967845973,0.523656185276216,-9541.24655964843
"32.5%",0.0504971759231947,0.0291560849401336,0.00596990167008788,0.0280997217372841,0.523853779442288,-9541.12467171984
"35%",0.0505122428994073,0.0293865887357267,0.00633165379078944,0.0288138375965927,0.524037338529883,-9541.0023170055
"37.5%",0.0505276189544044,0.0296033310653417,0.00676001572684746,0.0296364002547349,0.524234384525365,-9540.89308684097
"40%",0.0505435827412903,0.0298442329926188,0.00713760749121118,0.0304852474396233,0.524449874812525,-9540.79095736653
"42.5%",0.0505562833677357,0.0301100574278576,0.00744320325249644,0.031285488236081,0.524665945198377,-9540.69457680361
"45%",0.0505708608144466,0.0303480798955876,0.00778996506755258,0.0321192822960294,0.524842483567422,-9540.60319821908
"47.5%",0.0505837720868007,0.0306076211316992,0.00806711327085525,0.0330264453842453,0.525026896914649,-9540.50585505481
"50%",0.0506011043865943,0.0308710689866359,0.00831493550560302,0.0340539645497788,0.525224778036873,-9540.41054568519
"52.5%",0.0506154503530744,0.0311650699628635,0.00860283870009366,0.0350301387126652,0.525406004608471,-9540.32737701177
"55%",0.0506303614216171,0.0314653762711236,0.00883229866786719,0.0360186670139981,0.525588304082564,-9540.24019402017
"57.5%",0.0506438954421012,0.031745659195101,0.00912625700506853,0.0372710205057402,0.52575484468477,-9540.15844594532
"60%",0.0506592590902313,0.0320439273368753,0.0093661306784611,0.0383115435082109,0.52593788063787,-9540.07934896188
"62.5%",0.0506746662565503,0.0324290276229433,0.00958868818682114,0.0396377105834135,0.526110105226086,-9540.00548042089
"65%",0.0506875630569578,0.0327856122386271,0.00983787727756296,0.0409905839803505,0.526320394138823,-9539.93115807793
"67.5%",0.0506999093579594,0.0331359842019693,0.0100794123386881,0.0426764507144522,0.526514181885239,-9539.86090920468
"70%",0.0507144271233042,0.0335832125574055,0.0103271817589669,0.0442567363101892,0.526740044816049,-9539.7807569719
"72.5%",0.0507336122743805,0.0339615372511447,0.0106192195605493,0.0458991497888181,0.526954650305639,-9539.69665808119
"75%",0.050752317687922,0.034285736855487,0.0108652410310902,0.0476455496960118,0.527176106216448,-9539.61992138603
"77.5%",0.0507709765618751,0.0346353958164579,0.0111970668140669,0.0498988681104751,0.527415017288711,-9539.54215717711
"80%",0.0507894993144866,0.0349909686281476,0.0115746302172969,0.0523576120509119,0.527696496383559,-9539.46350922263
"82.5%",0.0508093527283595,0.0353627505530828,0.0119837323338094,0.0550718056083201,0.527964493042765,-9539.38030159195
"85%",0.0508346899940304,0.0357419553890268,0.0123081759465682,0.0579190353923216,0.528245635066154,-9539.2888693571
"87.5%",0.0508594877562894,0.0361048439072304,0.0126073642812577,0.0612274250098876,0.528574302391413,-9539.2101725112
"90%",0.0508895775704825,0.0365311549319202,0.0129762227430692,0.0651834340961206,0.528961891340632,-9539.1141151255
"92.5%",0.0509253250886623,0.037148455987502,0.013370670602542,0.0700419965520653,0.529427409273863,-9539.00198140086
"95%",0.0509693058418838,0.0378336168553849,0.0138494552456254,0.0770886297360256,0.530026637807707,-9538.87659589864
"97.5%",0.0510406360776697,0.0386179332294791,0.01446214771414,0.0903224525725271,0.530967630696034,-9538.72478087065
"100%",0.0515395935087096,0.0407959371872229,0.0171578992875513,0.176651672982968,0.536263952249856,-9538.29578324671
