"","Position","C.T","G.A"
"1",1,0.385256208287343,0.362768950154851
"2",2,0.406630181428422,0.390419024133758
"3",3,0.41920490871073,0.416650926356807
"4",4,0.437372950783833,0.429714731238956
"5",5,0.462559682102911,0.429333026263697
"6",6,0.482521863417909,0.42878537097091
"7",7,0.494441473715404,0.433233515864013
"8",8,0.499567094624178,0.442627162631489
"9",9,0.502629208499413,0.451854797163078
"10",10,0.504292684676045,0.460550854897957
"11",11,0.504996791679042,0.468548652481913
"12",12,0.505701596525503,0.475075652208786
"13",-12,0.497686563019776,0.483538954407434
"14",-11,0.488134891220281,0.486124973687057
"15",-10,0.48041495284323,0.485437364458904
"16",-9,0.472733962520429,0.483091538743177
"17",-8,0.462231248999312,0.481408281533376
"18",-7,0.446792248299018,0.481639174696698
"19",-6,0.432309046288047,0.478067194304612
"20",-5,0.428209236641119,0.462491502190371
"21",-4,0.430323207761638,0.436549654723786
"22",-3,0.419971049196362,0.415901528368955
"23",-2,0.393337761724957,0.403405881016181
"24",-1,0.361941909587422,0.385285402518666
