pos	3pG>A
1	0.00703407128277595
2	0.00729802544078027
3	0.00466458246438425
4	0.00595554800431017
5	0.00706525459363785
6	0.00935344151771715
7	0.00892656950672646
8	0.00848554388867393
9	0.00869331059399053
10	0.0088819734837434
11	0.00899294791291595
12	0.00846561778748745
13	0.00873226750731817
14	0.00874221252331843
15	0.00888640963105184
16	0.00850876168981932
17	0.00872568543081683
18	0.00887542657601651
19	0.00876802622476989
20	0.0082511589447665
21	0.0102307347769593
22	0.00914340064515261
23	0.0113358266505597
24	0.00882526410741235
25	0.00862722289783042
