pos	5pC>T
1	0.0057778373308321
2	0.00772606465170901
3	0.00571903411868218
4	0.00703040802554314
5	0.00738258587172757
6	0.0107476839974066
7	0.0113499526935979
8	0.00999853452525279
9	0.0105411804063356
10	0.0115541614902333
11	0.00958187878117744
12	0.00971108964823309
13	0.0101353687489504
14	0.0101207913896601
15	0.0102888337845702
16	0.0102344859200214
17	0.0105985987413961
18	0.0105967505917092
19	0.0110826385004618
20	0.0104815717842538
21	0.0120832848968626
22	0.010980209362557
23	0.0119027666867127
24	0.0113357166070848
25	0.0105577487268886
