file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
./raw_fq_capture/Sde-ABul_001-Ex1-cssl.1.fq.gz	42861348	41610082	17349904	17196110	12765073	12574802	97.0807	41.6964	99.1136	74.2323	98.5094	29.3383
./raw_fq_capture/Sde-ABul_001-Ex1-cssl.2.fq.gz	42861348	41610082	17349904	17196110	12780124	12574802	97.0807	41.6964	99.1136	74.3199	98.3934	29.3383
./raw_fq_capture/Sde-ABul_002-Ex1-cssl.1.fq.gz	38706815	37101296	16371632	16244509	12564160	12392698	95.8521	44.1268	99.2235	77.344	98.6353	32.0168
./raw_fq_capture/Sde-ABul_002-Ex1-cssl.2.fq.gz	38706815	37101296	16371632	16244509	12576047	12392698	95.8521	44.1268	99.2235	77.4172	98.5421	32.0168
./raw_fq_capture/Sde-ABul_003-Ex1-cssl.1.fq.gz	46704268	45347832	18428421	18252533	12496393	12282676	97.0957	40.6379	99.0456	68.4639	98.2898	26.2988
./raw_fq_capture/Sde-ABul_003-Ex1-cssl.2.fq.gz	46704268	45347832	18428421	18252533	12526190	12282676	97.0957	40.6379	99.0456	68.6271	98.056	26.2988
./raw_fq_capture/Sde-ABul_004-Ex1-cssl.1.fq.gz	44146866	43036080	19266200	19132893	15757766	15561981	97.4839	44.7676	99.3081	82.3596	98.7575	35.2505
./raw_fq_capture/Sde-ABul_004-Ex1-cssl.2.fq.gz	44146866	43036080	19266200	19132893	15763958	15561981	97.4839	44.7676	99.3081	82.3919	98.7187	35.2505
./raw_fq_capture/Sde-ABul_006-Ex1-cssl.1.fq.gz	23965134	22587758	10679651	10586426	6209819	6102904	94.2526	47.2807	99.1271	58.6583	98.2783	25.4658
./raw_fq_capture/Sde-ABul_006-Ex1-cssl.2.fq.gz	23965134	22587758	10679651	10586426	6216125	6102904	94.2526	47.2807	99.1271	58.7179	98.1786	25.4658
./raw_fq_capture/Sde-ABul_007-Ex1-cssl.1.fq.gz	43245102	42134190	17418584	17280058	13562993	13406856	97.4311	41.3407	99.2047	78.4893	98.8488	31.002
./raw_fq_capture/Sde-ABul_007-Ex1-cssl.2.fq.gz	43245102	42134190	17418584	17280058	13570508	13406856	97.4311	41.3407	99.2047	78.5328	98.7941	31.002
./raw_fq_capture/Sde-ABul_008-Ex1-cssl.1.fq.gz	11649556	11207720	5549441	5506230	3747808	3694895	96.2073	49.5145	99.2213	68.0649	98.5882	31.717
