"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0158210850022704,0.00301514036740587,2.03542334592922e-05,0.273604218743227,0.575960593153245,-17020.0339096149
"Std.",5.12241033854907e-05,5.56855969461668e-05,1.99972720319981e-05,0.0222245264477297,0.00228661531636017,1.75134056928947
"Acceptance ratio",0.11304,0.17272,0.1134,0.28442,0.20568,0.62924
"0%",0.0156267532582545,0.00280875711750178,9.35355378828257e-09,0.194013849307377,0.568654438865737,-17031.827950464
"2.5%",0.0157191415778398,0.00290984601580147,5.30416575425207e-07,0.231190009970345,0.571440825337186,-17024.2714377161
"5%",0.0157368420033443,0.00292483350529539,1.11297139195511e-06,0.237776276914132,0.572181931843456,-17023.3092673013
"7.5%",0.0157472540278905,0.00293620104340579,1.71471896128328e-06,0.242264144454294,0.572677857304777,-17022.788350695
"10%",0.0157569254371294,0.00294393706803777,2.23266035888652e-06,0.24538809607545,0.573058639153815,-17022.3873700641
"12.5%",0.015763553231209,0.00295046560924218,2.90022576428945e-06,0.248106144277551,0.573342420610557,-17022.0611882843
"15%",0.0157686946696078,0.00295709316453245,3.61821706054354e-06,0.250391115260163,0.573652372085695,-17021.775378146
"17.5%",0.0157739585298315,0.00296217113626981,4.19396159409355e-06,0.25274379027845,0.573859520425528,-17021.5411958872
"20%",0.0157794713234548,0.00296779728905081,4.83131479943135e-06,0.254771784295954,0.57405640871643,-17021.3519162302
"22.5%",0.0157833446884335,0.00297247716607058,5.39756408737404e-06,0.25684140600122,0.574206004893818,-17021.1811770924
"25%",0.0157872017171513,0.00297754640247328,6.0448520911614e-06,0.258453711744296,0.574395576814762,-17021.0125582611
"27.5%",0.0157910253328778,0.0029819132142627,6.6125839855195e-06,0.260095500965344,0.574585824739137,-17020.8605135207
"30%",0.0157944211042778,0.00298591784467373,7.25660023988501e-06,0.261615934859048,0.574762305700147,-17020.7063286494
"32.5%",0.0157980334087155,0.00298917696744494,7.94973103201571e-06,0.263110107645999,0.574920039274429,-17020.5556026247
"35%",0.015800993730801,0.00299340453344464,8.77162838805396e-06,0.264542198340953,0.57508789018403,-17020.415064299
"37.5%",0.0158039334238134,0.00299663528444815,9.59420601662127e-06,0.266077008888559,0.575251692984943,-17020.2813298454
"40%",0.0158076923858171,0.00299986674122604,1.04625044475415e-05,0.267534885417184,0.575375562617211,-17020.1530290936
"42.5%",0.0158107039875757,0.00300365694035435,1.12384435149117e-05,0.268932424038996,0.575524170103465,-17020.0275621885
"45%",0.0158144725261627,0.0030075897549914,1.197139475038e-05,0.270382347396507,0.575670982936973,-17019.9134162082
"47.5%",0.0158178434080706,0.00301137860831058,1.28942142598792e-05,0.27174013991791,0.575790214308761,-17019.7981792007
"50%",0.0158209821024815,0.00301450171853238,1.38184114073798e-05,0.273235227743128,0.575929801688886,-17019.6928564172
"52.5%",0.0158246618438509,0.00301811656915278,1.51092729347334e-05,0.274722974322082,0.576082854214064,-17019.592050012
"55%",0.0158273683564151,0.00302148767282924,1.63427261239871e-05,0.276059005705004,0.576252652171367,-17019.4961335116
"57.5%",0.0158307887544244,0.00302514137927992,1.77711121509497e-05,0.277632612959213,0.576405600239746,-17019.4042224703
"60%",0.0158336854496021,0.00302862886854187,1.89177445906709e-05,0.279055148451204,0.57654963883634,-17019.3057751698
"62.5%",0.0158368062141855,0.00303219308053983,2.03309379413634e-05,0.280378585994938,0.576707379137448,-17019.2105670004
"65%",0.0158398864850277,0.00303613038500889,2.17947159929443e-05,0.281829726981061,0.57685163988948,-17019.115398041
"67.5%",0.0158441045652323,0.00304026046597259,2.35329286898754e-05,0.283420172186004,0.576998455809729,-17019.02249717
"70%",0.0158472291818614,0.00304373476022919,2.51388864875294e-05,0.285018549699892,0.577139469975455,-17018.9234598585
"72.5%",0.0158504914006611,0.00304803622712505,2.64547551711266e-05,0.286539837906292,0.57729798648457,-17018.8286594224
"75%",0.0158552627213248,0.00305216064836727,2.87855060929582e-05,0.288279716829597,0.577443572108081,-17018.7260522371
"77.5%",0.0158593743696244,0.00305627247939299,3.07602123656659e-05,0.290443836354953,0.577613423034723,-17018.6292987373
"80%",0.0158640106555163,0.00306089856707019,3.33297945072451e-05,0.292468358651564,0.577825511072357,-17018.536567757
"82.5%",0.0158686410471159,0.0030661480279542,3.57843339540404e-05,0.294573188931088,0.578047311095477,-17018.4366094539
"85%",0.0158732618167998,0.00307243102580865,3.8938852955592e-05,0.296728291003078,0.578275894066838,-17018.3295502025
"87.5%",0.015880711056853,0.00307958041148893,4.22741438842208e-05,0.299324911862275,0.57855192193299,-17018.2127361929
"90%",0.0158871614255991,0.00308678314651267,4.67478342998413e-05,0.302139455149743,0.578879653952183,-17018.1007572889
"92.5%",0.0158947972566489,0.00309683564808281,5.17415874903653e-05,0.305707735297602,0.579266589620256,-17017.9629410826
"95%",0.0159066722341592,0.00310897929171848,5.87185405638562e-05,0.310513599547097,0.579803108699149,-17017.8203352153
"97.5%",0.0159226628118096,0.00312730699633945,7.26920985860306e-05,0.318451876891494,0.58053351050001,-17017.6293319293
"100%",0.0159962507839527,0.00321330547341096,0.000201161324961791,0.379199601792043,0.585301458966566,-17017.1122884715
