"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0502346034286992,0.0153036625537706,0.00032827287339286,0.116264525670445,0.484474601630713,-11479.3748798702
"Std.",0.000183901924391132,0.0005721351976228,0.00030288444259081,0.0186966081223708,0.00226130711907431,1.72673501603516
"Acceptance ratio",0.2181,0.19716,0.11288,0.2116,0.21364,0.65352
"0%",0.0495772996813583,0.0135780947661514,2.75166688693549e-08,0.0586621521776137,0.475127450495951,-11492.427330567
"2.5%",0.0498817993136535,0.0142302225634086,6.76140035064617e-06,0.084450046114916,0.480032344755232,-11483.5941014416
"5%",0.0499347286398722,0.0143852561590712,1.5529550780746e-05,0.0883784245451244,0.480776723637952,-11482.6385028051
"7.5%",0.0499678271737517,0.0145041413492587,2.49608678405754e-05,0.0915451335801068,0.481206175569094,-11482.112245115
"10%",0.0499963799576388,0.0145908580063565,3.50699014633202e-05,0.0934321382977398,0.481599785076302,-11481.7076953849
"12.5%",0.0500226739332823,0.0146625111526234,4.5703271207082e-05,0.0955131221247286,0.481878176434837,-11481.3788060185
"15%",0.0500448533466799,0.0147235556047861,5.74107952520168e-05,0.0973863166294457,0.482141635199532,-11481.1076575726
"17.5%",0.0500629068531747,0.014784295804573,6.82928118914083e-05,0.0988465313446338,0.48236274302189,-11480.8404073034
"20%",0.0500805407948886,0.0148283734093831,7.84229088442462e-05,0.100627234878854,0.482588431302647,-11480.6219670312
"22.5%",0.0500959768775944,0.0148709657916273,8.97795201386679e-05,0.101980372875811,0.482780219178424,-11480.4379566757
"25%",0.0501117919821992,0.01491788231312,0.000101586125554814,0.103329442540926,0.48296065762921,-11480.2680005151
"27.5%",0.0501254586548609,0.014960601011035,0.000110834280492109,0.104535607954052,0.483099863384842,-11480.0993395127
"30%",0.0501389514230433,0.0149969877626681,0.000122768672649093,0.105689347062732,0.483273883684059,-11479.9669437835
"32.5%",0.0501511775438783,0.0150336503216207,0.000135899550626762,0.107023173703398,0.48343475459441,-11479.8279156623
"35%",0.0501627038886879,0.0150758578835071,0.000149982543082429,0.108239093711745,0.483601035062643,-11479.6918482098
"37.5%",0.0501753131762411,0.0151132716711692,0.000163540538019406,0.109242775189138,0.483748318041358,-11479.5736113392
"40%",0.0501880328973475,0.0151483741855214,0.000176371991254786,0.110320013501555,0.483898227466848,-11479.4542241556
"42.5%",0.0502013358857157,0.0151789899179667,0.000189418232451107,0.11142820978233,0.484039007972714,-11479.3429827159
"45%",0.0502121837000226,0.0152151934745116,0.000205921003757428,0.112578831826797,0.484188062657963,-11479.2329926333
"47.5%",0.0502236068353349,0.0152554979953216,0.000221374427498473,0.113823744141022,0.484319126910139,-11479.1288745544
"50%",0.0502342807404365,0.0152890483541573,0.000238758088513492,0.114890054489339,0.484468001730954,-11479.0286780066
"52.5%",0.0502456264177569,0.0153195889288995,0.000257469226555418,0.116065944586692,0.484630189760435,-11478.9265427332
"55%",0.0502568711538243,0.0153574630826447,0.000275715006792937,0.117060022744303,0.484755127736706,-11478.8380623913
"57.5%",0.0502680298327916,0.0153907078733196,0.00029684313307047,0.118319768269851,0.484904756938113,-11478.7452971359
"60%",0.0502810619711135,0.0154310341488553,0.000315666581544488,0.11956042854544,0.485050244541046,-11478.6583076907
"62.5%",0.050293211586289,0.0154696763376734,0.000337622598299342,0.120757818910979,0.485197122920983,-11478.5676636383
"65%",0.0503052575154115,0.0154990348969167,0.000360232838928796,0.122028394643412,0.485363691307889,-11478.4821871963
"67.5%",0.0503177641322996,0.0155427171858012,0.000380921324204636,0.12318595256869,0.485511602067104,-11478.391970988
"70%",0.0503311236755681,0.0155806181092656,0.000409966297751594,0.124734066961029,0.485662367002963,-11478.2967982598
"72.5%",0.0503439996570072,0.0156234276248184,0.000438162481716859,0.126019992916353,0.485822187489548,-11478.2090710492
"75%",0.0503558888441712,0.0156682475402158,0.000472300060801874,0.127615245194485,0.485995694430218,-11478.1185825396
"77.5%",0.0503705332631989,0.0157183214651265,0.000503833480595333,0.129427023359851,0.486194438477138,-11478.0169718936
"80%",0.0503860450236662,0.0157693201501793,0.000540371581437649,0.131126884241171,0.486379529386053,-11477.9186668364
"82.5%",0.0504054330836191,0.015831291447612,0.000586873128668298,0.133163164617378,0.48657726319785,-11477.8190753659
"85%",0.0504257168704247,0.0158944330611583,0.00063420621779705,0.135263969166847,0.486805421018475,-11477.7216495905
"87.5%",0.0504464165897663,0.0159560253364837,0.000684767372353141,0.137562341107901,0.487069333571363,-11477.6158905967
"90%",0.0504699585740332,0.0160279149034148,0.000739384796430555,0.140487421796437,0.487378731621718,-11477.4957481497
"92.5%",0.0504949300701618,0.0161255172359148,0.000828384642229977,0.143961895163752,0.487788366355112,-11477.3894054782
"95%",0.0505378392410545,0.0162651411394115,0.000935603421332728,0.148930843798491,0.488239499909671,-11477.2453697905
"97.5%",0.0505995838715774,0.0164377247766437,0.0011264143556486,0.157775523059377,0.48884240839308,-11477.0656866625
"100%",0.0508994626582225,0.0181457502676507,0.00229644441619523,0.209235715038357,0.493332947960298,-11476.5317274411
