pos	3pG>A
1	0.0205272804173128
2	0.0316628081165736
3	0.0191842638125542
4	0.0210413918723698
5	0.0197435830071198
6	0.0290325687631575
7	0.03312946629756
8	0.0281596534196502
9	0.0299042205077985
10	0.0300372318577505
11	0.0248244382022472
12	0.0259441859391056
13	0.0278377847604085
14	0.0278068158059795
15	0.0276074372056515
16	0.0286842137827771
17	0.0275507677067855
18	0.0277171404692704
19	0.0286032039587134
20	0.0283524809958425
21	0.0281960949710968
22	0.0282201977418829
23	0.0285255525728192
24	0.0291381184739464
25	0.0304576864285805
