"","Position","C.T","G.A"
"1",1,0.518693197176881,0.408918740488092
"2",2,0.539458372855496,0.448093791824984
"3",3,0.547406633863216,0.486997353512799
"4",4,0.552887933237574,0.516276575268209
"5",5,0.562829703066826,0.532141728330651
"6",6,0.574701847648592,0.540092309530524
"7",7,0.585711220878467,0.54454254147119
"8",8,0.593167715899298,0.549630172082184
"9",9,0.597181168277232,0.55607784551128
"10",10,0.598367197700434,0.563671403189588
"11",11,0.598971470567641,0.570176706219564
"12",12,0.600535316590476,0.574252370042174
"13",-12,0.582232741779235,0.592648962601403
"14",-11,0.578624926983545,0.590666192142414
"15",-10,0.57206276057765,0.590143151357546
"16",-9,0.563905857147564,0.589466898611976
"17",-8,0.556965384809512,0.585863887205396
"18",-7,0.551724932074853,0.578520501306477
"19",-6,0.547298623697553,0.567476138327005
"20",-5,0.539298206196476,0.555635347917175
"21",-4,0.523553914787513,0.545554322025213
"22",-3,0.495416369199847,0.539063843467121
"23",-2,0.458527101201903,0.529588797760239
"24",-1,0.421626242670363,0.507163268390635
