pos	5pC>T
1	0.0204701228207369
2	0.0300074530206441
3	0.0180629885702778
4	0.0207691694987256
5	0.0201565639651708
6	0.0294219939764831
7	0.0318526873758728
8	0.0279757919472779
9	0.0286222073939098
10	0.0310875331564987
11	0.0240451997196917
12	0.0250270429737437
13	0.0263649547301446
14	0.0265226191414978
15	0.0269383201333619
16	0.0274187205034085
17	0.026261946248482
18	0.0261934827018558
19	0.0261782532375054
20	0.0273847588158439
21	0.0284741198368381
22	0.027355623100304
23	0.028458408226812
24	0.0278700070429621
25	0.0283817884083649
