Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Leq-ABas_001_Ex1_L3_fastp	18604296.0	368758.0	1366.0	17684.0	101060.0	0.0
Leq-ABas_002_Ex1_L3_fastp	16539254.0	334470.0	1258.0	19194.0	90882.0	0.0
Leq-ABas_003_Ex1_L3_fastp	28352646.0	966064.0	1990.0	45340.0	195478.0	0.0
Leq-ABas_004_Ex1_L3_fastp	25310456.0	368660.0	1740.0	24670.0	88598.0	0.0
Leq-ABas_005_Ex1_L3_fastp	19645626.0	469752.0	1420.0	28364.0	82456.0	0.0
Leq-ABas_006_Ex1_L3_fastp	42404786.0	1088450.0	3128.0	54598.0	272026.0	0.0
Leq-ABas_007_Ex1_L3_fastp	687528.0	15336.0	50.0	840.0	3474.0	0.0
Leq-ABas_008_Ex1_L3_fastp	18580664.0	427052.0	1414.0	31062.0	105314.0	0.0
Leq-ABas_009_Ex1_L3_fastp	62230780.0	1192852.0	4562.0	74952.0	409750.0	0.0
Leq-ABas_010_Ex1_L3_fastp	18428126.0	408236.0	1336.0	30960.0	122652.0	0.0
Leq-ABas_011_Ex1_L3_fastp	37234592.0	839384.0	2704.0	45140.0	162320.0	0.0
Leq-ABas_012_Ex1_L3_fastp	88902872.0	1496520.0	6648.0	70662.0	264406.0	0.0
Leq-ABas_013_Ex1-1_L3_fastp	3723314.0	107048.0	280.0	6236.0	38536.0	0.0
Leq-ABas_013_Ex1-2_L3_fastp	54198708.0	1375636.0	3974.0	50972.0	413986.0	0.0
Leq-ABas_014_Ex1_L3_fastp	38664062.0	858216.0	2846.0	44746.0	152440.0	0.0
Leq-ABas_015_Ex1_L3_fastp	24693344.0	631860.0	1938.0	30068.0	197672.0	0.0
Leq-ABas_016_Ex1_L3_fastp	36210094.0	526126.0	2674.0	43264.0	132712.0	0.0
Leq-ABas_017_Ex1_L3_fastp	25993854.0	470340.0	2014.0	25444.0	71176.0	0.0
Leq-ABas_018_Ex1_L3_fastp	49642086.0	1351754.0	3690.0	75548.0	408128.0	0.0
Leq-ABas_019_Ex1_L3_fastp	30723624.0	629362.0	2348.0	36994.0	135120.0	0.0
Leq-ABas_020_Ex1_L3_fastp	11861852.0	211130.0	882.0	15192.0	37198.0	0.0
Leq-ABas_021_Ex1_L3_fastp	46756420.0	992852.0	3496.0	55586.0	211248.0	0.0
Leq-ABas_022_Ex1_L3_fastp	35254306.0	819336.0	2592.0	42104.0	167190.0	0.0
Leq-ABas_023_Ex1_L3_fastp	67564424.0	1807240.0	5260.0	73966.0	295506.0	0.0
Leq-ABas_025_Ex1_L3_fastp	51609330.0	1154392.0	3908.0	54442.0	266852.0	0.0
Leq-ABas_026_Ex1_L3_fastp	42946978.0	1076360.0	3272.0	53650.0	238714.0	0.0
Leq-ABas_027_Ex1_L3_fastp	22753700.0	430812.0	1748.0	23180.0	97226.0	0.0
Leq-ABas_028_Ex1_L3_fastp	21746956.0	549938.0	1670.0	35432.0	120164.0	0.0
Leq-ABas_029_Ex1_L3_fastp	44180724.0	814396.0	3236.0	54802.0	202204.0	0.0
Leq-ABas_030_Ex1_L3_fastp	31612292.0	714094.0	2394.0	47790.0	201188.0	0.0
Leq-ABas_031_Ex1_L3_fastp	46896820.0	856538.0	3540.0	38712.0	227380.0	0.0
Leq-ABas_032_Ex1_L3_fastp	49519514.0	841334.0	3656.0	46612.0	114268.0	0.0
Leq-ABas_033_Ex1_L3_fastp	49080594.0	861054.0	3618.0	53394.0	150816.0	0.0
Leq-ABas_034_Ex1_L3_fastp	70011476.0	1409602.0	5186.0	60250.0	249060.0	0.0
Leq-ABas_035_Ex1_L3_fastp	54316754.0	1604870.0	4116.0	75714.0	356772.0	0.0
Leq-ABas_036_Ex1_L3_fastp	36753116.0	832670.0	2722.0	58012.0	143556.0	0.0
Leq-ABas_039_Ex1_L3_fastp	27535680.0	523544.0	2128.0	34126.0	150992.0	0.0
Leq-ABas_040_Ex1_L3_fastp	36573412.0	845226.0	2698.0	61558.0	185662.0	0.0
Leq-ABas_041_Ex1_L3_fastp	1728470.0	38874.0	154.0	1848.0	8678.0	0.0
Leq-ABas_042_Ex1_L3_fastp	47252532.0	980784.0	3400.0	69374.0	131852.0	0.0
Leq-ABas_043_Ex1_L3_fastp	24856090.0	586858.0	1868.0	31298.0	113804.0	0.0
Leq-ABas_044_Ex1_L3_fastp	54384334.0	1052604.0	4184.0	92160.0	237422.0	0.0
Leq-ABas_045_Ex1_L3_fastp	1326720.0	31348.0	100.0	1778.0	8458.0	0.0
Leq-ABas_046_Ex1_L3_fastp	45537792.0	1194190.0	3298.0	62892.0	233566.0	0.0
Leq-ABas_047_Ex1_L3_fastp	1062232.0	26728.0	52.0	1364.0	5972.0	0.0
Leq-ABas_048_Ex1_L3_fastp	37762964.0	769928.0	2786.0	51056.0	86308.0	0.0
Leq-ABas_052_Ex1_L3_fastp	26390426.0	584590.0	1890.0	54952.0	190814.0	0.0
Leq-ABas_053_Ex1_L3_fastp	65773230.0	1224118.0	4854.0	43860.0	212944.0	0.0
Leq-ABas_054_Ex1_L3_fastp	913700.0	21832.0	60.0	992.0	4546.0	0.0
Leq-ABas_055_Ex1_L3_fastp	721042.0	16836.0	62.0	890.0	3514.0	0.0
