Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Sde-ATum_035-Ex1-cssl.clmp.fp2_r1_screen	48774.0	33007.0	6374.0	1954.0	3809.0	1054.0	781.0	232.0	9.0	1.0	0.0	1204700.0	4904908.0
Sde-ATum_035-Ex1-cssl.clmp.fp2_r2_screen	48936.0	32357.0	6178.0	1860.0	3744.0	1031.0	760.0	234.0	8.0	0.0	0.0	1201243.0	4909252.0
Sde-ATum_037-Ex1-cssl.clmp.fp2_r1_screen	59276.0	49302.0	7284.0	3408.0	4367.0	1437.0	884.0	390.0	48.0	0.0	0.0	2344295.0	5950202.0
Sde-ATum_037-Ex1-cssl.clmp.fp2_r2_screen	60499.0	48685.0	7142.0	3362.0	4319.0	1394.0	826.0	372.0	16.0	0.0	0.0	2336497.0	5957781.0
Sde-ATum_038-Ex1-cssl.clmp.fp2_r1_screen	86524.0	21686.0	10092.0	14132.0	6428.0	2570.0	1549.0	512.0	64.0	0.0	0.0	3028695.0	9391120.0
Sde-ATum_038-Ex1-cssl.clmp.fp2_r2_screen	87916.0	21296.0	10024.0	13707.0	6443.0	2479.0	1506.0	486.0	18.0	0.0	0.0	3019583.0	9399914.0
Sde-ATum_039-Ex1-cssl.clmp.fp2_r1_screen	81961.0	37393.0	7801.0	3073.0	5478.0	1808.0	1183.0	455.0	17.0	0.0	0.0	2269308.0	7318811.0
Sde-ATum_039-Ex1-cssl.clmp.fp2_r2_screen	84140.0	36583.0	7854.0	2962.0	5583.0	1819.0	1181.0	434.0	14.0	0.0	0.0	2260125.0	7326593.0
Sde-ATum_040-Ex1-cssl.clmp.fp2_r1_screen	78614.0	25956.0	8979.0	12574.0	5887.0	2099.0	1324.0	511.0	27.0	0.0	0.0	3247199.0	8319251.0
Sde-ATum_040-Ex1-cssl.clmp.fp2_r2_screen	81285.0	25536.0	8889.0	12104.0	5867.0	2068.0	1269.0	458.0	30.0	0.0	0.0	3236302.0	8328613.0
Sde-ATum_041-Ex1-cssl.clmp.fp2_r1_screen	68644.0	36164.0	8451.0	2571.0	4609.0	1554.0	982.0	440.0	11.0	0.0	0.0	1442075.0	7059846.0
Sde-ATum_041-Ex1-cssl.clmp.fp2_r2_screen	70009.0	35909.0	8092.0	2436.0	4515.0	1602.0	999.0	393.0	13.0	0.0	0.0	1438945.0	7062434.0
Sde-ATum_042-Ex1-cssl.clmp.fp2_r1_screen	66664.0	56561.0	10372.0	4933.0	5356.0	1527.0	981.0	362.0	14.0	0.0	0.0	1918557.0	6619814.0
Sde-ATum_042-Ex1-cssl.clmp.fp2_r2_screen	67499.0	56242.0	10334.0	4691.0	5297.0	1525.0	1002.0	369.0	8.0	0.0	0.0	1919229.0	6618945.0
Sde-ATum_043-Ex1-cssl.clmp.fp2_r1_screen	67624.0	25878.0	8313.0	8197.0	4874.0	2118.0	1294.0	475.0	63.0	0.0	0.0	2063662.0	7613273.0
Sde-ATum_043-Ex1-cssl.clmp.fp2_r2_screen	69488.0	25591.0	8487.0	8148.0	4871.0	2081.0	1261.0	497.0	19.0	0.0	0.0	2056178.0	7619150.0
Sde-ATum_044-Ex1-cssl.clmp.fp2_r1_screen	83154.0	17369.0	8043.0	4137.0	5453.0	1937.0	1367.0	435.0	65.0	0.0	0.0	2069912.0	8443119.0
Sde-ATum_044-Ex1-cssl.clmp.fp2_r2_screen	84566.0	17012.0	7975.0	4096.0	5567.0	1939.0	1285.0	413.0	28.0	0.0	0.0	2061547.0	8450563.0
Sde-ATum_045-Ex1-cssl.clmp.fp2_r1_screen	73474.0	38921.0	9319.0	6713.0	5639.0	2076.0	1191.0	463.0	108.0	0.0	0.0	2471305.0	9007926.0
Sde-ATum_045-Ex1-cssl.clmp.fp2_r2_screen	74835.0	38233.0	9234.0	6538.0	5486.0	2097.0	1227.0	389.0	30.0	0.0	0.0	2466493.0	9012573.0
Sde-ATum_047-Ex1-cssl.clmp.fp2_r1_screen	53965.0	38904.0	5675.0	3900.0	4132.0	1274.0	818.0	270.0	14.0	0.0	0.0	1769128.0	5800087.0
Sde-ATum_047-Ex1-cssl.clmp.fp2_r2_screen	55597.0	37969.0	5745.0	3798.0	4024.0	1278.0	791.0	273.0	15.0	0.0	0.0	1765519.0	5803158.0
Sde-ATum_048-Ex1-cssl.clmp.fp2_r1_screen	52386.0	19122.0	6181.0	4965.0	3995.0	1542.0	916.0	354.0	20.0	0.0	0.0	1719330.0	6671313.0
Sde-ATum_048-Ex1-cssl.clmp.fp2_r2_screen	54046.0	18822.0	6165.0	4685.0	3924.0	1533.0	894.0	323.0	20.0	0.0	0.0	1715007.0	6674705.0
Sde-CHam_014-Ex1-cssl2.clmp.fp2_r1_screen	1227.0	206.0	128.0	166.0	72.0	35.0	13.0	7.0	0.0	0.0	0.0	10604.0	83813.0
Sde-CHam_014-Ex1-cssl2.clmp.fp2_r2_screen	1204.0	195.0	131.0	165.0	58.0	37.0	8.0	7.0	0.0	0.0	0.0	10460.0	84006.0
Sde-CHam_077-Ex1-cssl2.clmp.fp2_r1_screen	779.0	52.0	98.0	165.0	52.0	27.0	12.0	5.0	0.0	0.0	0.0	8058.0	74141.0
Sde-CHam_077-Ex1-cssl2.clmp.fp2_r2_screen	764.0	55.0	79.0	133.0	48.0	24.0	13.0	2.0	0.0	0.0	0.0	7997.0	74274.0
Sde-CJol_006-Ex1-cssl.clmp.fp2_r1_screen	52701.0	926.0	5615.0	4649.0	3167.0	1501.0	667.0	330.0	11.0	0.0	0.0	436414.0	3567936.0
Sde-CJol_006-Ex1-cssl.clmp.fp2_r2_screen	52040.0	953.0	5555.0	4444.0	2991.0	1430.0	652.0	338.0	13.0	0.0	0.0	431047.0	3574454.0
Sde-CJol_012-Ex1-cssl.clmp.fp2_r1_screen	139481.0	6996.0	15208.0	11457.0	8294.0	3983.0	1790.0	735.0	50.0	0.0	0.0	1474471.0	9906528.0
Sde-CJol_012-Ex1-cssl.clmp.fp2_r2_screen	139773.0	6951.0	15100.0	10943.0	8077.0	3990.0	1781.0	721.0	39.0	0.0	0.0	1461207.0	9920411.0
Sde-CJol_014-Ex1-cssl.clmp.fp2_r1_screen	97943.0	3517.0	10316.0	7913.0	6036.0	2716.0	1185.0	511.0	39.0	0.0	0.0	1006077.0	6504987.0
Sde-CJol_014-Ex1-cssl.clmp.fp2_r2_screen	98285.0	3568.0	10220.0	7591.0	5737.0	2593.0	1147.0	462.0	16.0	0.0	0.0	995936.0	6515685.0
Sde-CJol_015-Ex1-cssl.clmp.fp2_r1_screen	93019.0	4591.0	10113.0	8791.0	5661.0	2472.0	1243.0	524.0	23.0	0.0	0.0	1046761.0	6550285.0
Sde-CJol_015-Ex1-cssl.clmp.fp2_r2_screen	93568.0	4692.0	9773.0	8361.0	5709.0	2403.0	1153.0	512.0	23.0	0.0	0.0	1038508.0	6558781.0
Sde-CJol_020-Ex1-cssl.clmp.fp2_r1_screen	86732.0	3181.0	9432.0	6215.0	5465.0	2570.0	1146.0	459.0	30.0	0.0	0.0	844792.0	6407754.0
Sde-CJol_020-Ex1-cssl.clmp.fp2_r2_screen	86942.0	3126.0	9230.0	5880.0	4993.0	2545.0	1145.0	454.0	20.0	0.0	0.0	832425.0	6421016.0
Sde-CJol_022-Ex1-cssl.clmp.fp2_r1_screen	73668.0	1381.0	7901.0	6078.0	4544.0	2131.0	1009.0	423.0	17.0	0.0	0.0	621541.0	5133848.0
Sde-CJol_022-Ex1-cssl.clmp.fp2_r2_screen	73549.0	1409.0	7577.0	6069.0	4550.0	2047.0	910.0	406.0	23.0	0.0	0.0	612788.0	5143213.0
Sde-CJol_024-Ex1-cssl.clmp.fp2_r1_screen	85425.0	4779.0	9260.0	7562.0	5424.0	2476.0	1171.0	498.0	23.0	0.0	0.0	913392.0	6152763.0
Sde-CJol_024-Ex1-cssl.clmp.fp2_r2_screen	85883.0	4752.0	9005.0	7227.0	5244.0	2347.0	1030.0	534.0	19.0	0.0	0.0	903913.0	6162819.0
Sde-CJol_026-Ex1-cssl.clmp.fp2_r1_screen	63929.0	1212.0	6962.0	5891.0	3917.0	1794.0	867.0	387.0	8.0	0.0	0.0	537924.0	4845861.0
Sde-CJol_026-Ex1-cssl.clmp.fp2_r2_screen	64267.0	1143.0	6808.0	5805.0	3874.0	1847.0	859.0	398.0	17.0	0.0	0.0	526936.0	4856798.0
Sde-CJol_027-Ex1-cssl.clmp.fp2_r1_screen	46914.0	1073.0	4979.0	4626.0	2976.0	1305.0	660.0	307.0	15.0	0.0	0.0	440180.0	3273500.0
Sde-CJol_027-Ex1-cssl.clmp.fp2_r2_screen	46996.0	1048.0	4826.0	4601.0	2960.0	1254.0	662.0	270.0	11.0	0.0	0.0	433987.0	3279920.0
Sde-CJol_028-Ex1-cssl.clmp.fp2_r1_screen	64975.0	3322.0	7291.0	7404.0	4193.0	1934.0	955.0	416.0	15.0	0.0	0.0	695102.0	5112340.0
Sde-CJol_028-Ex1-cssl.clmp.fp2_r2_screen	64873.0	3430.0	6970.0	7163.0	4144.0	1752.0	920.0	461.0	20.0	0.0	0.0	685258.0	5122956.0
Sde-CJol_029-Ex1-cssl.clmp.fp2_r1_screen	86313.0	3470.0	9498.0	6911.0	5613.0	2536.0	1173.0	547.0	18.0	0.0	0.0	902277.0	6073253.0
Sde-CJol_029-Ex1-cssl.clmp.fp2_r2_screen	87899.0	3461.0	9220.0	6691.0	5413.0	2399.0	1092.0	480.0	16.0	0.0	0.0	889629.0	6085309.0
Sde-CJol_030-Ex1-cssl.clmp.fp2_r1_screen	55320.0	960.0	6022.0	4700.0	3559.0	1657.0	760.0	282.0	14.0	0.0	0.0	413938.0	4100468.0
Sde-CJol_030-Ex1-cssl.clmp.fp2_r2_screen	55056.0	1025.0	5742.0	4436.0	3294.0	1556.0	749.0	285.0	14.0	0.0	0.0	403586.0	4111937.0
Sde-CJol_031-Ex1-cssl.clmp.fp2_r1_screen	53694.0	2296.0	5865.0	5338.0	3323.0	1562.0	751.0	288.0	6.0	0.0	0.0	540049.0	3976438.0
Sde-CJol_031-Ex1-cssl.clmp.fp2_r2_screen	53607.0	2303.0	5827.0	5162.0	3235.0	1463.0	672.0	286.0	16.0	0.0	0.0	533717.0	3983322.0
Sde-CJol_032-Ex1-cssl.clmp.fp2_r1_screen	93362.0	1786.0	9958.0	8145.0	5929.0	2759.0	1190.0	531.0	37.0	0.0	0.0	838144.0	6248361.0
Sde-CJol_032-Ex1-cssl.clmp.fp2_r2_screen	93291.0	1748.0	9725.0	7594.0	5487.0	2663.0	1176.0	549.0	23.0	0.0	0.0	826607.0	6261339.0
Sde-CJol_033-Ex1-cssl.clmp.fp2_r1_screen	77339.0	1721.0	8230.0	7792.0	4871.0	2308.0	1073.0	502.0	31.0	0.0	0.0	769864.0	5249115.0
Sde-CJol_033-Ex1-cssl.clmp.fp2_r2_screen	77457.0	1733.0	8163.0	7492.0	4782.0	2167.0	916.0	452.0	21.0	0.0	0.0	760139.0	5259524.0
Sde-CJol_034-Ex1-cssl.clmp.fp2_r1_screen	50305.0	1082.0	5627.0	4945.0	3262.0	1495.0	697.0	291.0	16.0	1.0	0.0	376967.0	4006639.0
Sde-CJol_034-Ex1-cssl.clmp.fp2_r2_screen	49678.0	1142.0	5460.0	4840.0	3087.0	1552.0	678.0	289.0	12.0	0.0	0.0	370383.0	4014206.0
Sde-CJol_035-Ex1-cssl.clmp.fp2_r1_screen	159289.0	7255.0	17759.0	15058.0	9977.0	4572.0	2005.0	875.0	52.0	0.0	0.0	1736858.0	11044969.0
Sde-CJol_035-Ex1-cssl.clmp.fp2_r2_screen	159804.0	7318.0	17518.0	14904.0	9706.0	4361.0	1939.0	886.0	40.0	0.0	0.0	1722926.0	11059267.0
Sde-CJol_038-Ex1-cssl.clmp.fp2_r1_screen	66455.0	1385.0	7217.0	6021.0	3982.0	1882.0	930.0	361.0	22.0	0.0	0.0	610627.0	4919138.0
Sde-CJol_038-Ex1-cssl.clmp.fp2_r2_screen	66827.0	1382.0	7036.0	5897.0	3840.0	1860.0	853.0	330.0	13.0	0.0	0.0	599608.0	4930374.0
Sde-CJol_039-Ex1-cssl.clmp.fp2_r1_screen	72165.0	2507.0	7673.0	5792.0	4422.0	2047.0	935.0	426.0	16.0	0.0	0.0	703150.0	4884600.0
Sde-CJol_039-Ex1-cssl.clmp.fp2_r2_screen	72319.0	2396.0	7351.0	5614.0	4248.0	1953.0	909.0	416.0	20.0	0.0	0.0	693108.0	4895399.0
Sde-CJol_040-Ex1-cssl.clmp.fp2_r1_screen	62801.0	3436.0	7179.0	5801.0	3828.0	1850.0	828.0	335.0	16.0	0.0	0.0	694034.0	4626041.0
Sde-CJol_040-Ex1-cssl.clmp.fp2_r2_screen	62608.0	3467.0	6835.0	5527.0	3736.0	1704.0	826.0	334.0	15.0	0.0	0.0	682622.0	4638475.0
Sde-CJol_041-Ex1-cssl.clmp.fp2_r1_screen	99737.0	5130.0	11099.0	9935.0	6353.0	2919.0	1405.0	634.0	36.0	0.0	0.0	1055773.0	6989560.0
Sde-CJol_041-Ex1-cssl.clmp.fp2_r2_screen	99663.0	4987.0	10700.0	9300.0	6073.0	2680.0	1271.0	589.0	14.0	0.0	0.0	1034014.0	7013290.0
Sde-CJol_042-Ex1-cssl.clmp.fp2_r1_screen	122558.0	5088.0	13107.0	9648.0	7582.0	3545.0	1647.0	711.0	25.0	0.0	0.0	1205838.0	8890536.0
Sde-CJol_042-Ex1-cssl.clmp.fp2_r2_screen	122200.0	5001.0	12862.0	9306.0	7209.0	3304.0	1537.0	715.0	33.0	0.0	0.0	1186035.0	8912083.0
Sde-CJol_043-Ex1-cssl.clmp.fp2_r1_screen	25466.0	467.0	2819.0	2160.0	1576.0	786.0	371.0	135.0	11.0	0.0	0.0	206768.0	1845810.0
Sde-CJol_043-Ex1-cssl.clmp.fp2_r2_screen	25472.0	462.0	2740.0	2073.0	1401.0	753.0	356.0	118.0	7.0	0.0	0.0	202587.0	1850400.0
Sde-CJol_044-Ex1-cssl.clmp.fp2_r1_screen	136688.0	3672.0	14497.0	12385.0	8532.0	4093.0	1852.0	882.0	67.0	0.0	0.0	1316316.0	9027587.0
Sde-CJol_044-Ex1-cssl.clmp.fp2_r2_screen	137771.0	3450.0	13875.0	12142.0	8310.0	3976.0	1745.0	788.0	28.0	0.0	0.0	1300057.0	9044429.0
Sde-CJol_045-Ex1-cssl.clmp.fp2_r1_screen	66180.0	2917.0	7123.0	7097.0	4282.0	1871.0	955.0	555.0	28.0	0.0	0.0	718247.0	4445645.0
Sde-CJol_045-Ex1-cssl.clmp.fp2_r2_screen	66306.0	2926.0	6941.0	6819.0	4155.0	1701.0	879.0	518.0	27.0	0.0	0.0	705846.0	4458782.0
Sde-CJol_046-Ex1-cssl.clmp.fp2_r1_screen	29603.0	596.0	3417.0	5773.0	1994.0	831.0	450.0	241.0	7.0	0.0	0.0	341619.0	2414093.0
Sde-CJol_046-Ex1-cssl.clmp.fp2_r2_screen	30080.0	618.0	3274.0	5366.0	1996.0	814.0	454.0	278.0	14.0	0.0	0.0	335480.0	2420250.0
Sde-CJol_047-Ex1-cssl.clmp.fp2_r1_screen	54139.0	1296.0	6191.0	6450.0	3434.0	1532.0	700.0	341.0	15.0	0.0	0.0	529075.0	3668587.0
Sde-CJol_047-Ex1-cssl.clmp.fp2_r2_screen	54630.0	1233.0	5915.0	6179.0	3219.0	1452.0	713.0	302.0	11.0	0.0	0.0	519267.0	3678839.0
Sde-CJol_048-Ex1-cssl.clmp.fp2_r1_screen	55188.0	2020.0	5808.0	4018.0	3394.0	1621.0	638.0	309.0	14.0	0.0	0.0	548506.0	3334659.0
Sde-CJol_048-Ex1-cssl.clmp.fp2_r2_screen	54736.0	1955.0	5561.0	3867.0	3175.0	1514.0	608.0	288.0	7.0	0.0	0.0	541101.0	3343363.0
Sde-CJol_050-Ex1-cssl.clmp.fp2_r1_screen	55283.0	1093.0	5684.0	4815.0	3431.0	1597.0	669.0	350.0	16.0	0.0	0.0	517508.0	3882627.0
Sde-CJol_050-Ex1-cssl.clmp.fp2_r2_screen	55341.0	1114.0	5649.0	4664.0	3337.0	1516.0	637.0	332.0	11.0	0.0	0.0	510241.0	3890231.0
Sde-CJol_051-Ex1-cssl.clmp.fp2_r1_screen	81376.0	3525.0	8686.0	5894.0	4875.0	2194.0	904.0	473.0	17.0	0.0	0.0	771515.0	5357832.0
Sde-CJol_051-Ex1-cssl.clmp.fp2_r2_screen	81109.0	3608.0	8522.0	5668.0	4799.0	2041.0	856.0	414.0	14.0	0.0	0.0	761824.0	5368436.0
Sde-CJol_053-Ex1-cssl.clmp.fp2_r1_screen	106729.0	6666.0	12151.0	11649.0	6699.0	2990.0	1399.0	634.0	40.0	0.0	0.0	1362020.0	7319979.0
Sde-CJol_053-Ex1-cssl.clmp.fp2_r2_screen	106572.0	6686.0	11916.0	11332.0	6404.0	2807.0	1348.0	639.0	26.0	0.0	0.0	1348234.0	7334992.0
Sde-CJol_054-Ex1-cssl.clmp.fp2_r1_screen	57904.0	1765.0	6061.0	4563.0	3508.0	1715.0	724.0	322.0	14.0	0.0	0.0	535975.0	4121222.0
Sde-CJol_054-Ex1-cssl.clmp.fp2_r2_screen	57708.0	1712.0	5924.0	4301.0	3424.0	1698.0	749.0	282.0	12.0	0.0	0.0	529167.0	4128796.0
Sde-CJol_055-Ex1-cssl.clmp.fp2_r1_screen	25058.0	472.0	2681.0	2004.0	1555.0	765.0	302.0	149.0	8.0	0.0	0.0	193394.0	1685668.0
Sde-CJol_055-Ex1-cssl.clmp.fp2_r2_screen	24960.0	459.0	2652.0	1877.0	1504.0	710.0	301.0	154.0	3.0	0.0	0.0	190326.0	1689110.0
Sde-CJol_056-Ex1-cssl.clmp.fp2_r1_screen	51674.0	2849.0	5648.0	4817.0	3271.0	1599.0	680.0	294.0	12.0	0.0	0.0	535742.0	3837263.0
Sde-CJol_056-Ex1-cssl.clmp.fp2_r2_screen	51297.0	2866.0	5593.0	4439.0	3228.0	1468.0	717.0	337.0	9.0	0.0	0.0	527744.0	3846151.0
Sde-CJol_057-Ex1-cssl.clmp.fp2_r1_screen	67339.0	3348.0	7267.0	7149.0	4354.0	1927.0	1032.0	441.0	27.0	0.0	0.0	743895.0	5123179.0
Sde-CJol_057-Ex1-cssl.clmp.fp2_r2_screen	67809.0	3358.0	7351.0	6785.0	4186.0	1938.0	915.0	432.0	13.0	0.0	0.0	733264.0	5133907.0
Sde-CJol_058-Ex1-cssl.clmp.fp2_r1_screen	138955.0	7749.0	14771.0	12877.0	8490.0	3955.0	1750.0	883.0	31.0	0.0	0.0	1483357.0	9840037.0
Sde-CJol_058-Ex1-cssl.clmp.fp2_r2_screen	139043.0	7738.0	14658.0	12195.0	8373.0	3816.0	1742.0	804.0	34.0	0.0	0.0	1468297.0	9856155.0
Sde-CJol_059-Ex1-cssl.clmp.fp2_r1_screen	154153.0	6874.0	16757.0	16001.0	9718.0	4256.0	1910.0	917.0	33.0	0.0	0.0	1669322.0	10512550.0
Sde-CJol_059-Ex1-cssl.clmp.fp2_r2_screen	154784.0	6815.0	16267.0	15376.0	9398.0	3948.0	1782.0	802.0	38.0	0.0	0.0	1653382.0	10529899.0
Sde-CJol_060-Ex1-cssl.clmp.fp2_r1_screen	94430.0	5246.0	10182.0	7742.0	5742.0	2548.0	1114.0	515.0	26.0	0.0	0.0	1042059.0	6294359.0
Sde-CJol_060-Ex1-cssl.clmp.fp2_r2_screen	94575.0	5242.0	9954.0	7644.0	5595.0	2558.0	1060.0	516.0	15.0	0.0	0.0	1035727.0	6301077.0
Sde-CJol_062-Ex1-cssl.clmp.fp2_r1_screen	119215.0	4744.0	12629.0	10189.0	7484.0	3367.0	1465.0	703.0	22.0	0.0	0.0	1183829.0	7967831.0
Sde-CJol_062-Ex1-cssl.clmp.fp2_r2_screen	119458.0	4850.0	12299.0	9663.0	7093.0	3193.0	1388.0	763.0	21.0	0.0	0.0	1162571.0	7990179.0
Sde-CJol_064-Ex1-cssl.clmp.fp2_r1_screen	96719.0	4644.0	10187.0	8744.0	5984.0	2853.0	1183.0	629.0	25.0	0.0	0.0	1172145.0	5936403.0
Sde-CJol_064-Ex1-cssl.clmp.fp2_r2_screen	97081.0	4618.0	9664.0	8468.0	5901.0	2612.0	1186.0	646.0	23.0	0.0	0.0	1160607.0	5948710.0
Sde-CJol_065-Ex1-cssl.clmp.fp2_r1_screen	92857.0	6184.0	9712.0	8509.0	5724.0	2598.0	1205.0	635.0	30.0	0.0	0.0	1070432.0	6441690.0
Sde-CJol_065-Ex1-cssl.clmp.fp2_r2_screen	93045.0	6018.0	9652.0	8179.0	5491.0	2561.0	1112.0	619.0	16.0	0.0	0.0	1058970.0	6453913.0
Sde-CJol_067-Ex1-cssl.clmp.fp2_r1_screen	105184.0	4431.0	11609.0	9732.0	6448.0	3116.0	1499.0	621.0	31.0	0.0	0.0	1045834.0	7537663.0
Sde-CJol_067-Ex1-cssl.clmp.fp2_r2_screen	105374.0	4430.0	11220.0	9193.0	6250.0	3030.0	1447.0	610.0	20.0	0.0	0.0	1028606.0	7555988.0
Sde-CJol_068-Ex1-cssl.clmp.fp2_r1_screen	41987.0	1927.0	4424.0	3428.0	2604.0	1272.0	528.0	221.0	5.0	0.0	0.0	429362.0	2986421.0
Sde-CJol_068-Ex1-cssl.clmp.fp2_r2_screen	41815.0	1927.0	4302.0	3275.0	2539.0	1187.0	538.0	245.0	9.0	0.0	0.0	422283.0	2994059.0
Sde-CJol_069-Ex1-cssl.clmp.fp2_r1_screen	32168.0	749.0	3818.0	4511.0	2007.0	924.0	547.0	208.0	10.0	0.0	0.0	260573.0	2609704.0
Sde-CJol_069-Ex1-cssl.clmp.fp2_r2_screen	32103.0	745.0	3735.0	4268.0	1976.0	950.0	483.0	191.0	9.0	0.0	0.0	256100.0	2614659.0
Sde-CJol_070-Ex1-cssl.clmp.fp2_r1_screen	41294.0	706.0	4541.0	3731.0	2505.0	1215.0	551.0	247.0	8.0	0.0	0.0	359356.0	2944755.0
Sde-CJol_070-Ex1-cssl.clmp.fp2_r2_screen	41563.0	685.0	4464.0	3680.0	2419.0	1139.0	538.0	199.0	7.0	0.0	0.0	351734.0	2952481.0
Sde-CJol_071-Ex1-cssl.clmp.fp2_r1_screen	102300.0	3775.0	10673.0	7944.0	6244.0	3041.0	1247.0	571.0	20.0	0.0	0.0	996690.0	7146038.0
Sde-CJol_071-Ex1-cssl.clmp.fp2_r2_screen	102459.0	3721.0	10417.0	7793.0	6015.0	2853.0	1235.0	628.0	27.0	0.0	0.0	979972.0	7163423.0
Sde-CJol_072-Ex1-cssl.clmp.fp2_r1_screen	77130.0	1414.0	8234.0	7002.0	4924.0	2259.0	1009.0	385.0	14.0	0.0	0.0	587365.0	5866683.0
Sde-CJol_072-Ex1-cssl.clmp.fp2_r2_screen	76927.0	1364.0	8027.0	6716.0	4526.0	2155.0	963.0	429.0	13.0	0.0	0.0	580092.0	5875207.0
Sde-CJol_074-Ex1-cssl.clmp.fp2_r1_screen	80216.0	1418.0	8645.0	6757.0	4989.0	2267.0	1022.0	475.0	24.0	0.0	0.0	649060.0	5669570.0
Sde-CJol_074-Ex1-cssl.clmp.fp2_r2_screen	79760.0	1333.0	8316.0	6508.0	4723.0	2219.0	1006.0	472.0	15.0	0.0	0.0	633175.0	5686916.0
Sde-CJol_075-Ex1-cssl.clmp.fp2_r1_screen	103233.0	4809.0	11870.0	12982.0	7232.0	2899.0	1490.0	884.0	26.0	0.0	0.0	1123429.0	7451788.0
Sde-CJol_075-Ex1-cssl.clmp.fp2_r2_screen	102870.0	4986.0	11213.0	12495.0	7014.0	2650.0	1416.0	933.0	21.0	0.0	0.0	1099094.0	7477950.0
Sde-CJol_076-Ex1-cssl.clmp.fp2_r1_screen	28043.0	514.0	3039.0	2543.0	1684.0	824.0	388.0	187.0	6.0	0.0	0.0	226334.0	2016378.0
Sde-CJol_076-Ex1-cssl.clmp.fp2_r2_screen	28124.0	520.0	2805.0	2528.0	1650.0	772.0	374.0	129.0	9.0	0.0	0.0	221863.0	2021166.0
Sde-CJol_077-Ex1-cssl.clmp.fp2_r1_screen	67683.0	1551.0	6999.0	6489.0	4050.0	1923.0	843.0	433.0	10.0	0.0	0.0	590081.0	4136240.0
Sde-CJol_077-Ex1-cssl.clmp.fp2_r2_screen	67439.0	1477.0	6837.0	6353.0	4041.0	1765.0	861.0	429.0	18.0	0.0	0.0	582173.0	4144909.0
Sde-CJol_078-Ex1-cssl.clmp.fp2_r1_screen	77116.0	2880.0	7800.0	6961.0	4725.0	2095.0	894.0	473.0	18.0	0.0	0.0	754530.0	5105590.0
Sde-CJol_078-Ex1-cssl.clmp.fp2_r2_screen	76556.0	2847.0	7815.0	6731.0	4611.0	2170.0	873.0	449.0	16.0	0.0	0.0	748268.0	5112746.0
Sde-CJol_079-Ex1-cssl.clmp.fp2_r1_screen	141940.0	5568.0	15446.0	13613.0	8897.0	3936.0	1779.0	873.0	48.0	0.0	0.0	1608735.0	9173172.0
Sde-CJol_079-Ex1-cssl.clmp.fp2_r2_screen	142566.0	5558.0	14975.0	13327.0	8721.0	3787.0	1682.0	806.0	34.0	0.0	0.0	1590723.0	9191828.0
Sde-CJol_080-Ex1-cssl.clmp.fp2_r1_screen	86233.0	4478.0	9733.0	8607.0	5405.0	2507.0	1181.0	607.0	29.0	0.0	0.0	889712.0	6347392.0
Sde-CJol_080-Ex1-cssl.clmp.fp2_r2_screen	85598.0	4356.0	9380.0	8138.0	5189.0	2391.0	1078.0	509.0	15.0	0.0	0.0	874184.0	6365046.0
Sde-CJol_083-Ex1-cssl.clmp.fp2_r1_screen	92317.0	4481.0	10011.0	8172.0	5537.0	2616.0	1169.0	474.0	23.0	0.0	0.0	939205.0	6407938.0
Sde-CJol_083-Ex1-cssl.clmp.fp2_r2_screen	91807.0	4499.0	9762.0	7796.0	5478.0	2467.0	1066.0	442.0	27.0	0.0	0.0	927959.0	6420640.0
Sde-CJol_084-Ex1-cssl.clmp.fp2_r1_screen	103577.0	4470.0	11284.0	9412.0	6398.0	3027.0	1249.0	532.0	32.0	0.0	0.0	1094504.0	7249942.0
Sde-CJol_084-Ex1-cssl.clmp.fp2_r2_screen	103979.0	4374.0	11041.0	9001.0	6186.0	2912.0	1290.0	512.0	21.0	0.0	0.0	1084987.0	7260124.0
Sde-CJol_086-Ex1-cssl.clmp.fp2_r1_screen	110855.0	6063.0	12521.0	10427.0	6913.0	3233.0	1402.0	769.0	51.0	0.0	0.0	1283891.0	7653268.0
Sde-CJol_086-Ex1-cssl.clmp.fp2_r2_screen	111104.0	6040.0	12190.0	9894.0	6771.0	3039.0	1423.0	748.0	28.0	0.0	0.0	1274889.0	7663267.0
Sde-CJol_088-Ex1-cssl.clmp.fp2_r1_screen	79162.0	6517.0	9118.0	7189.0	4965.0	2313.0	936.0	469.0	21.0	0.0	0.0	883636.0	5538695.0
Sde-CJol_088-Ex1-cssl.clmp.fp2_r2_screen	78962.0	6460.0	9009.0	6993.0	4854.0	2035.0	985.0	484.0	19.0	0.0	0.0	876686.0	5546534.0
Sde-CJol_089-Ex1-cssl.clmp.fp2_r1_screen	62522.0	1355.0	6927.0	5850.0	3906.0	1817.0	805.0	387.0	17.0	0.0	0.0	532579.0	4301345.0
Sde-CJol_089-Ex1-cssl.clmp.fp2_r2_screen	62411.0	1294.0	6801.0	5579.0	3853.0	1772.0	792.0	368.0	15.0	0.0	0.0	523936.0	4310689.0
Sde-CJol_090-Ex1-cssl.clmp.fp2_r1_screen	56612.0	1119.0	6231.0	4527.0	3565.0	1725.0	721.0	326.0	14.0	0.0	0.0	483490.0	3973566.0
