pos	3pG>A
1	0.0183676851862814
2	0.0271289351085561
3	0.016967737010486
4	0.0196741882716741
5	0.0198577986346779
6	0.0284723900309138
7	0.0307668280493519
8	0.0267962461515635
9	0.0282458382963888
10	0.0291684666954671
11	0.0242386265727693
12	0.0228705366739943
13	0.0244160567621149
14	0.0267502565704342
15	0.0256299379956318
16	0.0264851777489075
17	0.0248834172728968
18	0.0251317630944228
19	0.025646425294445
20	0.0262036658363386
21	0.0275850207878443
22	0.026867716582854
23	0.0265572223512054
24	0.0261921106827903
25	0.028124388518446
