"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0524840728005923,0.0307994992471062,4.09751312217269e-05,0.169524659344622,0.550063368975574,-15968.7189507703
"Std.",0.000153420664360887,0.000313336057180769,4.14430828384623e-05,0.0073646369977694,0.00200609957613908,1.72212514534492
"Acceptance ratio",0.17906,0.18548,0.11476,0.27068,0.18284,0.6448
"0%",0.0518781964199257,0.0296853399287168,4.59242935134618e-09,0.142993559868821,0.543353996018821,-15980.813957215
"2.5%",0.052183855191254,0.0302033300942707,1.1746225775362e-06,0.15516959251628,0.546170551645779,-15972.9460978417
"5%",0.0522296254808844,0.0302971035140558,2.42993831540713e-06,0.157560928096167,0.546831556415595,-15971.9399113814
"7.5%",0.0522602443277727,0.0303589866613489,3.44148305797323e-06,0.158943891529267,0.547184542508331,-15971.3720645961
"10%",0.0522829711625772,0.0304021884536036,4.47048836180425e-06,0.160081904147119,0.547491937073974,-15970.9807720464
"12.5%",0.0523074823754094,0.030436270186319,5.7591887818219e-06,0.161133543208548,0.54774185855913,-15970.676155797
"15%",0.0523244946900373,0.0304724709528738,6.80041261504728e-06,0.161937540814133,0.54796466555015,-15970.4250525694
"17.5%",0.052341208227719,0.0305006604964678,7.84595437998368e-06,0.162674967554963,0.548183188337674,-15970.1935691767
"20%",0.0523551226551296,0.0305272861095894,9.24592757828931e-06,0.163360569727827,0.548360797176404,-15969.9915509803
"22.5%",0.0523692198245224,0.0305570251991831,1.08511670356024e-05,0.163951434423003,0.548552896576845,-15969.8102506774
"25%",0.0523816633731368,0.0305834278235772,1.20159749359869e-05,0.164480679894264,0.548710820818313,-15969.6314355501
"27.5%",0.0523909659604313,0.0306064028468852,1.32665683012779e-05,0.165062462105577,0.548867671182124,-15969.475794175
"30%",0.0524017713979096,0.0306308648549517,1.44752788489636e-05,0.165570405678257,0.549035103846331,-15969.3314834649
"32.5%",0.0524128399525736,0.0306524005816597,1.55774853218433e-05,0.16605344753657,0.549170587182174,-15969.1929762629
"35%",0.0524233272787819,0.0306719323730887,1.67282652213045e-05,0.166564587579826,0.549303365447896,-15969.0636402275
"37.5%",0.0524346028183965,0.0306950465661312,1.80707751335982e-05,0.167040865940947,0.549426737361217,-15968.9458519276
"40%",0.0524462217160324,0.0307139619926754,1.98480014412644e-05,0.167487417980337,0.549566223605822,-15968.8359862908
"42.5%",0.0524574731066923,0.030733624483571,2.1764131137192e-05,0.16798895847301,0.549692682076989,-15968.7172046403
"45%",0.0524683584793536,0.0307561551686097,2.36914589866162e-05,0.16852565665398,0.549806555282885,-15968.6150655012
"47.5%",0.052477805831565,0.0307740286617756,2.57679794994009e-05,0.168981510424109,0.549912978258079,-15968.5092404088
"50%",0.0524867444715991,0.0307928817026764,2.77372476185436e-05,0.169441045285962,0.550046333226291,-15968.4072961684
"52.5%",0.0524960686856644,0.0308129999725018,3.00766921276795e-05,0.169960969067509,0.550155411780172,-15968.3076348226
"55%",0.0525069802117209,0.0308310736451351,3.19505635672617e-05,0.170422654977654,0.55026850940978,-15968.2123695873
"57.5%",0.0525168794531302,0.0308512877893371,3.48162011764841e-05,0.170846035270912,0.550403702247277,-15968.1156977757
"60%",0.0525248071801357,0.0308708380054407,3.72941701799475e-05,0.171280242456752,0.550508614752385,-15968.0145731366
"62.5%",0.0525366659637274,0.0308932126690771,4.03057686628554e-05,0.171735636307281,0.550639323314304,-15967.9153200585
"65%",0.0525449122674054,0.030918907509876,4.3054684101063e-05,0.172178991652375,0.550774960568964,-15967.8207851981
"67.5%",0.0525544888104423,0.0309351398600147,4.59093519418638e-05,0.172710393511882,0.550906995922043,-15967.7407069224
"70%",0.0525660739452105,0.0309565077664313,4.94391707610102e-05,0.17326951212193,0.551073684524082,-15967.6519085168
"72.5%",0.0525760620972244,0.0309789799443913,5.32759397919471e-05,0.17385378752443,0.551226960235492,-15967.5653458243
"75%",0.0525879050336741,0.0310042313293915,5.73978833618698e-05,0.174495619173762,0.551406907379061,-15967.4660003241
"77.5%",0.0525998709147338,0.0310326035489737,6.19588088560572e-05,0.17507944620442,0.551563681441685,-15967.372920298
"80%",0.0526131849236364,0.0310609362245807,6.64739979964462e-05,0.175783105041353,0.551730878114192,-15967.2713953688
"82.5%",0.0526270495602525,0.0310956691057361,7.15689212569779e-05,0.176543286919505,0.551950901711093,-15967.1718351932
"85%",0.0526427447816043,0.0311287695751484,7.76409108754273e-05,0.177270875684856,0.552160621227136,-15967.0652864335
"87.5%",0.0526613025648379,0.0311675733537891,8.47962756913453e-05,0.178153733520515,0.552384896836894,-15966.9476949933
"90%",0.0526793045479058,0.0312055960459706,9.49554691031401e-05,0.17910378256637,0.552675782606241,-15966.8289086102
"92.5%",0.0527036135778756,0.0312577400952525,0.00010602813719182,0.180282526924889,0.55298110183651,-15966.6892857898
"95%",0.0527350193260168,0.0313288473916414,0.000121603241489456,0.181731628933747,0.553383987787715,-15966.5235988254
"97.5%",0.0527812436228552,0.0314288607820861,0.000152417166815492,0.184140079401869,0.554133716499642,-15966.3267836708
"100%",0.053040104262609,0.0320220331168518,0.000382870626786361,0.201289569308862,0.558708205769737,-15965.7988198737
