"","Position","C.T","G.A"
"1",1,0.490529282902217,0.392937446565582
"2",2,0.513230281611002,0.427971475196136
"3",3,0.522728673537733,0.464065384126173
"4",4,0.528933107400467,0.492337815249222
"5",5,0.539593943119057,0.507568393008172
"6",6,0.552712571162339,0.514378017499106
"7",7,0.565053442553633,0.51753571691959
"8",8,0.572480233143401,0.522951591930477
"9",9,0.575126150558356,0.531346863525968
"10",10,0.573117245247007,0.54283399886965
"11",11,0.569238476498665,0.554255146452588
"12",12,0.564972033913924,0.564284168426954
"13",-12,0.571342815777303,0.557919316251447
"14",-11,0.560603453465384,0.562853227752951
"15",-10,0.549255404072667,0.566599457534285
"16",-9,0.538700443115155,0.567760112965834
"17",-8,0.531285076701723,0.564281796625569
"18",-7,0.525771473021654,0.556912698907934
"19",-6,0.521557360206786,0.54545960492908
"20",-5,0.515050328025264,0.532067394065799
"21",-4,0.502250753015149,0.519202781003561
"22",-3,0.47768522000049,0.509963336623519
"23",-2,0.444663699536813,0.498368514455922
"24",-1,0.411611617679595,0.474211888104755
