Sample	Unique Reads	Duplicate Reads
Leq-ABas_001_Ex1-1A-cssl-1-2.clmp.r1	1357951.0	77447.0
Leq-ABas_001_Ex1-1A-cssl-1-2.clmp.r2	1358750.0	76648.0
Leq-ABas_002_Ex1-1D-cssl-1-2.clmp.r1	3620166.0	251424.0
Leq-ABas_002_Ex1-1D-cssl-1-2.clmp.r2	3613760.0	257830.0
Leq-ABas_003_Ex1-1G-cssl-1-2.clmp.r1	540558.0	28196.0
Leq-ABas_003_Ex1-1G-cssl-1-2.clmp.r2	540891.0	27863.0
Leq-ABas_004_Ex1-2C-cssl-1-2.clmp.r1	893987.0	48690.0
Leq-ABas_004_Ex1-2C-cssl-1-2.clmp.r2	894554.0	48123.0
Leq-ABas_005_Ex1-2H-cssl-1-2.clmp.r1	1566580.0	91010.0
Leq-ABas_005_Ex1-2H-cssl-1-2.clmp.r2	1561216.0	96374.0
Leq-ABas_006_Ex1-3E3E-cssl-1and2-2.clmp.r1	2513209.0	153155.0
Leq-ABas_006_Ex1-3E3E-cssl-1and2-2.clmp.r2	2520192.0	146172.0
Leq-ABas_008_Ex1-4G-cssl-1-2.clmp.r1	1579666.0	78639.0
Leq-ABas_008_Ex1-4G-cssl-1-2.clmp.r2	1579178.0	79127.0
Leq-ABas_009_Ex1-5D5D-cssl-1and2-2.clmp.r1	2118137.0	118052.0
Leq-ABas_009_Ex1-5D5D-cssl-1and2-2.clmp.r2	2122058.0	114131.0
Leq-ABas_010_Ex1-5H-cssl-1-2.clmp.r1	597439.0	27782.0
Leq-ABas_010_Ex1-5H-cssl-1-2.clmp.r2	598261.0	26960.0
Leq-ABas_011_Ex1-6E6E-cssl-1and2-2.clmp.r1	2058019.0	93577.0
Leq-ABas_011_Ex1-6E6E-cssl-1and2-2.clmp.r2	2059293.0	92303.0
Leq-ABas_012_Ex1-7A-cssl-2-2.clmp.r1	1687387.0	88157.0
Leq-ABas_012_Ex1-7A-cssl-2-2.clmp.r2	1687893.0	87651.0
Leq-ABas_013_Ex1-1B-cssl-2-2.clmp.r1	517739.0	26670.0
Leq-ABas_013_Ex1-1B-cssl-2-2.clmp.r2	517537.0	26872.0
Leq-ABas_013_Ex1-1B1B-cssl-1and2-2.clmp.r1	226859.0	15153.0
Leq-ABas_013_Ex1-1B1B-cssl-1and2-2.clmp.r2	227960.0	14052.0
Leq-ABas_014_Ex1-1E1E-cssl-1and2-2.clmp.r1	4000612.0	205830.0
Leq-ABas_014_Ex1-1E1E-cssl-1and2-2.clmp.r2	3990224.0	216218.0
Leq-ABas_015_Ex1-1H1H-cssl-1and2-2.clmp.r1	366946.0	14365.0
Leq-ABas_015_Ex1-1H1H-cssl-1and2-2.clmp.r2	367655.0	13656.0
Leq-ABas_016_Ex1-2D-cssl-1-2.clmp.r1	3282001.0	191336.0
Leq-ABas_016_Ex1-2D-cssl-1-2.clmp.r2	3283847.0	189490.0
Leq-ABas_017_Ex1-3A3A-cssl-1and2-2.clmp.r1	1445908.0	93027.0
Leq-ABas_017_Ex1-3A3A-cssl-1and2-2.clmp.r2	1446911.0	92024.0
Leq-ABas_018_Ex1-3F3F-cssl-1and2-2.clmp.r1	1068265.0	53950.0
Leq-ABas_018_Ex1-3F3F-cssl-1and2-2.clmp.r2	1070218.0	51997.0
Leq-ABas_019_Ex1-4C4C-cssl-1and2-2.clmp.r1	1451349.0	74618.0
Leq-ABas_019_Ex1-4C4C-cssl-1and2-2.clmp.r2	1452549.0	73418.0
Leq-ABas_020_Ex1-4H-cssl-1-2.clmp.r1	208285.0	8941.0
Leq-ABas_020_Ex1-4H-cssl-1-2.clmp.r2	208896.0	8330.0
Leq-ABas_021_Ex1-5E5E-cssl-1and2-2.clmp.r1	1066954.0	46917.0
Leq-ABas_021_Ex1-5E5E-cssl-1and2-2.clmp.r2	1067505.0	46366.0
Leq-ABas_022_Ex1-6A-cssl-2-2.clmp.r1	1914326.0	92959.0
Leq-ABas_022_Ex1-6A-cssl-2-2.clmp.r2	1915855.0	91430.0
Leq-ABas_023_Ex1-6F6F-cssl-1and2-2.clmp.r1	2176182.0	124520.0
Leq-ABas_023_Ex1-6F6F-cssl-1and2-2.clmp.r2	2164293.0	136409.0
Leq-ABas_025_Ex1-1C1C-cssl-1and2-2.clmp.r1	1275167.0	72216.0
Leq-ABas_025_Ex1-1C1C-cssl-1and2-2.clmp.r2	1275652.0	71731.0
Leq-ABas_026_Ex1-1F-cssl-1-2.clmp.r1	3101163.0	175630.0
Leq-ABas_026_Ex1-1F-cssl-1-2.clmp.r2	3102463.0	174330.0
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.clmp.r1	2363719.0	127437.0
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.clmp.r2	2365064.0	126092.0
Leq-ABas_028_Ex1-2E-cssl-1-2.clmp.r1	4075784.0	237330.0
Leq-ABas_028_Ex1-2E-cssl-1-2.clmp.r2	4070697.0	242417.0
Leq-ABas_029_Ex1-3B-cssl-1-2.clmp.r1	1862190.0	112733.0
Leq-ABas_029_Ex1-3B-cssl-1-2.clmp.r2	1868803.0	106120.0
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.clmp.r1	612481.0	26194.0
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.clmp.r2	612776.0	25899.0
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.clmp.r1	939528.0	50658.0
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.clmp.r2	938997.0	51189.0
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.clmp.r1	858610.0	41118.0
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.clmp.r2	859759.0	39969.0
Leq-ABas_033_Ex1-5F-cssl-1-2.clmp.r1	2192451.0	112759.0
Leq-ABas_033_Ex1-5F-cssl-1-2.clmp.r2	2195499.0	109711.0
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.clmp.r1	1329255.0	75201.0
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.clmp.r2	1327406.0	77050.0
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.clmp.r1	1531714.0	64591.0
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.clmp.r2	1528393.0	67912.0
