Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R1	0.6337821683920879	10.413424453616614
Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R2	0.8367728984820805	9.421025328732215
Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R1	0.1914264797592256	1.6740326997641062
Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R2	0.1990184647921694	2.306336596079282
Hte-ATic_003-Ex1-cssl.clmp.fp2_repr.R1	0.1291273220140713	0.11630457400918964
Hte-ATic_003-Ex1-cssl.clmp.fp2_repr.R2	0.2966104077971306	0.36533583789346996
Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R2	0.10822786190451958	0.10041291973509162
Hte-ATic_005-Ex1-cssl.clmp.fp2_repr.R1	0.1566105458453477	0.36432171580455297
Hte-ATic_005-Ex1-cssl.clmp.fp2_repr.R2	0.2003585621730387	0.47179233294568756
Hte-ATic_006-Ex1-cssl.clmp.fp2_repr.R1	0.14620337039893713	0.24775680219153987
Hte-ATic_006-Ex1-cssl.clmp.fp2_repr.R2	0.10700878143435409	0.0
Hte-ATic_007-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_007-Ex1-cssl.clmp.fp2_repr.R2	0.0	0.0
Hte-ATic_008-Ex1-cssl.clmp.fp2_repr.R1	0.4134256524962616	5.623342841704471
Hte-ATic_008-Ex1-cssl.clmp.fp2_repr.R2	0.6433858178665226	6.715339473981828
Hte-ATic_010-Ex1-cssl.clmp.fp2_repr.R1	0.25578149168144265	2.929414871543366
Hte-ATic_010-Ex1-cssl.clmp.fp2_repr.R2	0.25314067982042476	3.3308182744180783
Hte-ATic_011-Ex1-cssl.clmp.fp2_repr.R1	0.14033481030558512	0.7768245545514539
Hte-ATic_011-Ex1-cssl.clmp.fp2_repr.R2	0.17131082409664516	0.9791113924391592
Hte-ATic_012-Ex1-cssl.clmp.fp2_repr.R1	0.3389308655524573	1.325679041160857
Hte-ATic_012-Ex1-cssl.clmp.fp2_repr.R2	0.35209081857390806	1.3001040381191697
Hte-ATic_013-Ex1-cssl.clmp.fp2_repr.R1	0.2935404896930174	0.1016257419488929
Hte-ATic_013-Ex1-cssl.clmp.fp2_repr.R2	0.30676668187228895	0.10216558652763869
Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.R1	0.2788355358951891	3.2733858647321905
Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.R2	0.30554641667019555	3.8991371082539876
Hte-ATic_015-Ex1-cssl.clmp.fp2_repr.R1	0.14452868794320323	0.5125260977754931
Hte-ATic_015-Ex1-cssl.clmp.fp2_repr.R2	0.13067663124656828	0.2356518560921512
Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R1	0.15632415611865957	0.3366229089503531
Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R2	0.15705807234456878	0.6262751794425173
Hte-ATic_019-Ex1-cssl.clmp.fp2_repr.R1	0.17425747667457578	1.564137682697069
Hte-ATic_019-Ex1-cssl.clmp.fp2_repr.R2	0.22987840557623923	2.213905875241935
Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.R1	0.1024117239787676	0.0
Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.R2	0.10529656127394416	0.0
Hte-ATic_021-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_021-Ex1-cssl.clmp.fp2_repr.R2	0.0	0.0
Hte-ATic_022-Ex1-cssl.clmp.fp2_repr.R1	0.16933702338033488	0.8374873736336836
Hte-ATic_022-Ex1-cssl.clmp.fp2_repr.R2	0.1611247526053429	0.8494772889651719
Hte-ATic_023-Ex1-cssl.clmp.fp2_repr.R1	0.20528663229620123	0.4343116210957091
Hte-ATic_023-Ex1-cssl.clmp.fp2_repr.R2	0.11233926457902867	0.3249814439607615
Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R1	0.2686467978008667	1.1662570195758677
Hte-ATic_024-Ex1-cssl.clmp.fp2_repr.R2	0.2384829468197168	1.2230498952513145
Hte-ATic_025-Ex1-cssl.clmp.fp2_repr.R1	0.21101961451958315	0.47490613883388144
Hte-ATic_025-Ex1-cssl.clmp.fp2_repr.R2	0.20989955287139006	0.6077454503095849
Hte-ATic_026-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_026-Ex1-cssl.clmp.fp2_repr.R2	0.0	0.0
Hte-ATic_027-Ex1-cssl.clmp.fp2_repr.R1	0.20092383054414736	0.425129680850073
Hte-ATic_027-Ex1-cssl.clmp.fp2_repr.R2	0.1978971679751162	0.5175592993043332
Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R1	0.16210356476579438	0.8426612211969949
Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R2	0.23849140321686077	0.6852216003630314
Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2	0.0	0.0
Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R1	0.18104871326093075	0.5799137356130933
Hte-ATic_031-Ex1-cssl.clmp.fp2_repr.R2	0.15607210505896763	0.3536028440369299
Hte-ATic_032-Ex1-cssl.clmp.fp2_repr.R1	0.18297513260315493	0.21583890151776078
Hte-ATic_032-Ex1-cssl.clmp.fp2_repr.R2	0.17996142453675001	0.11193772818075359
Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R1	0.18213200665422255	0.21946438194612575
Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R2	0.11543357883144979	0.0
Hte-ATic_034-Ex1-cssl.clmp.fp2_repr.R1	0.2670747809386628	1.9944334413635818
Hte-ATic_034-Ex1-cssl.clmp.fp2_repr.R2	0.717200816228544	2.340280278477974
Hte-ATic_035-Ex1-cssl.clmp.fp2_repr.R1	0.16872779244496497	0.7333794101565109
Hte-ATic_035-Ex1-cssl.clmp.fp2_repr.R2	0.19345047433262294	0.5094316129113754
Hte-ATic_036-Ex1-cssl.clmp.fp2_repr.R1	0.10762085497403116	0.0
Hte-ATic_036-Ex1-cssl.clmp.fp2_repr.R2	0.10799540551338395	0.0
Hte-ATic_037-Ex1-cssl.clmp.fp2_repr.R1	0.1638238171945296	0.7073304933885389
Hte-ATic_037-Ex1-cssl.clmp.fp2_repr.R2	0.14091835947128228	0.9777144834694796
Hte-ATic_038-Ex1-cssl.clmp.fp2_repr.R1	0.1337450103544524	0.0
Hte-ATic_038-Ex1-cssl.clmp.fp2_repr.R2	0.12999339716077912	0.1181758156007083
Hte-ATic_039-Ex1-cssl.clmp.fp2_repr.R1	0.19029495718363465	0.12839418412285108
Hte-ATic_039-Ex1-cssl.clmp.fp2_repr.R2	0.1270962646877056	0.0
Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2	0.0	0.0
Hte-ATic_044-Ex1-cssl.clmp.fp2_repr.R1	0.1250493732475818	0.32484497243068705
Hte-ATic_044-Ex1-cssl.clmp.fp2_repr.R2	0.13833365510816065	0.44351789038519107
Hte-ATic_045-Ex1-cssl.clmp.fp2_repr.R1	0.1457764859413928	0.0
Hte-ATic_045-Ex1-cssl.clmp.fp2_repr.R2	0.14221734488076876	0.10084233005101434
Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.R1	0.16584301678464897	0.3299369701132757
Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.R2	0.1273636207521609	0.21259071279106007
Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.R1	0.15999808385528316	0.2673021879977485
Hte-ATic_047-Ex1-cssl.clmp.fp2_repr.R2	0.1645489275577538	0.6847822181770278
Hte-ATic_048-Ex1-cssl.clmp.fp2_repr.R1	0.15205448911445169	0.44965042497601443
Hte-ATic_048-Ex1-cssl.clmp.fp2_repr.R2	0.1505514793373731	0.11548125120553912
Hte-ATic_049-Ex1-cssl.clmp.fp2_repr.R1	0.12895238221685243	0.11434773661185499
Hte-ATic_049-Ex1-cssl.clmp.fp2_repr.R2	0.12264583070560355	0.12082025000497885
Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.R1	0.0	0.0
