Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Tzo-AMvi_001_Ex1_L4_clmp.r1r2_fastp	48.5958	0.887338	866792662.0	0.364528	98.53277516730742	1.723981204613413
Tzo-AMvi_002_Ex1_L4_clmp.r1r2_fastp	42.8508	0.894512	363340578.0	0.378885	98.49449117082344	1.8413450948064372
Tzo-AMvi_003_Ex1_L4_clmp.r1r2_fastp	47.7096	0.888936	689783975.0	0.349341	98.52617497840312	2.0631540631025476
Tzo-AMvi_004_Ex1_L4_clmp.r1r2_fastp	48.8243	0.889613	608629564.0	0.362606	98.53651210395158	1.853221263585534
Tzo-AMvi_005_Ex1_L4_clmp.r1r2_fastp	49.7967	0.886742	886212118.0	0.366501	98.49224296371041	1.6271081840787054
Tzo-AMvi_006_Ex1_L4_clmp.r1r2_fastp	52.1898	0.883368	420549897.0	0.404811	98.39442796770372	1.6419466133831768
Tzo-AMvi_007_Ex1_L4_clmp.r1r2_fastp	50.848099999999995	0.887834	446253773.0	0.358729	98.5584621398902	1.5705809272607256
Tzo-AMvi_008_Ex1_L4_clmp.r1r2_fastp	49.8342	0.888196	387750427.0	0.377741	98.5032858469482	1.607962083520798
Tzo-AMvi_009_Ex1_L4_clmp.r1r2_fastp	48.0829	0.889599	526877158.0	0.356773	98.57136016571634	1.5666739435262909
Tzo-AMvi_010_Ex1_L4_clmp.r1r2_fastp	47.6066	0.89115	437995987.0	0.377684	98.51720077424963	1.5838762009208112
Tzo-AMvi_011_Ex1_L4_clmp.r1r2_fastp	48.47	0.889408	573569614.0	0.357765	98.53271340978081	1.6195800146015051
Tzo-AMvi_012_Ex1_L4_clmp.r1r2_fastp	49.0452	0.889941	1085668342.0	0.369458	98.47858452592554	1.606176724342629
Tzo-AMvi_013_Ex1_L4_clmp.r1r2_fastp	49.41	0.887409	799595710.0	0.37695	98.4276641370006	1.7394751101491457
Tzo-AMvi_014_Ex1_L4_clmp.r1r2_fastp	54.457100000000004	0.88147	178005128.0	0.436	98.23348192821146	1.6165777273887467
Tzo-AMvi_015_Ex1_L4_clmp.r1r2_fastp	51.047	0.886238	641765270.0	0.372803	98.43355553099944	2.1759181128829157
Tzo-AMvi_016_Ex1_L4_clmp.r1r2_fastp	53.0262	0.884878	584145686.0	0.389963	98.41295926505703	1.808161394304919
Tzo-AMvi_017_Ex1_L4_clmp.r1r2_fastp	50.7738	0.885184	493118556.0	0.370276	98.42275037167676	1.6547941356814935
Tzo-AMvi_018_Ex1_L4_clmp.r1r2_fastp	52.775099999999995	0.884605	482963544.0	0.397504	98.37975626554382	1.5890779897761358
Tzo-AMvi_019_Ex1_L4_clmp.r1r2_fastp	51.149	0.885865	374761036.0	0.402307	98.37225846723075	1.5888320362581316
Tzo-AMvi_020_Ex1_L4_clmp.r1r2_fastp	52.127199999999995	0.886021	459870830.0	0.380367	98.40311817954131	1.6162027263945042
Tzo-AMvi_021_Ex1_L4_clmp.r1r2_fastp	50.0097	0.88833	383036028.0	0.391313	98.39195831065712	1.7042999407112638
Tzo-AMvi_022_Ex1_L4_clmp.r1r2_fastp	54.093500000000006	0.884846	464655101.0	0.387312	98.39578607523481	1.4298861459889898
Tzo-AMvi_023_Ex1_L4_clmp.r1r2_fastp	51.233700000000006	0.887468	614352825.0	0.36964	98.43253173565483	1.5992452955098393
Tzo-AMvi_024_Ex1_L4_clmp.r1r2_fastp	53.619499999999995	0.885599	710629762.0	0.374207	98.41267636647942	1.6224804633641239
Tzo-AMvi_025_Ex1_L4_clmp.r1r2_fastp	47.0337	0.890063	765968820.0	0.362455	98.48753957912179	1.7582873212413395
Tzo-AMvi_026_Ex1_L4_clmp.r1r2_fastp	43.6487	0.892653	548769954.0	0.385128	98.46362093416342	1.8658847375554481
Tzo-AMvi_027_Ex1_L4_clmp.r1r2_fastp	48.7808	0.889152	735737053.0	0.375127	98.47262766261908	1.8359703994439673
Tzo-AMvi_028_Ex1_L4_clmp.r1r2_fastp	47.9872	0.889357	840048434.0	0.366693	98.50430468066799	1.8668892661232621
Tzo-AMvi_029_Ex1_L4_clmp.r1r2_fastp	43.8889	0.894219	523374395.0	0.368752	98.50544437249549	1.8768905453638587
Tzo-AMvi_030_Ex1_L4_clmp.r1r2_fastp	51.573800000000006	0.885857	764235363.0	0.362591	98.48185021110996	1.63126127572755
Tzo-AMvi_031_Ex1_L4_clmp.r1r2_fastp	46.4113	0.89197	620151772.0	0.36323	98.54104143931126	1.630832929145952
Tzo-AMvi_032_Ex1_L4_clmp.r1r2_fastp	42.1338	0.896246	379604825.0	0.38746	98.51247359047983	1.7272986777213784
Tzo-AMvi_033_Ex1_L4_clmp.r1r2_fastp	50.821000000000005	0.887861	422201852.0	0.3872	98.43562749687598	1.4292199358160704
Tzo-AMvi_034_Ex1_L4_clmp.r1r2_fastp	46.512100000000004	0.891445	698001780.0	0.365311	98.53590803027909	1.6533714653061304
Tzo-AMvi_035_Ex1_L4_clmp.r1r2_fastp	49.7934	0.888886	454564673.0	0.376367	98.40956024958174	1.5792447678943828
Tzo-AMvi_036_Ex1_L4_clmp.r1r2_fastp	47.5611	0.890093	372727893.0	0.402932	98.37374255689897	1.6508985172594421
Tzo-AMvi_037_Ex1_L4_clmp.r1r2_fastp	47.9835	0.88845	819387993.0	0.363943	98.48081072596526	1.7079774498223108
Tzo-AMvi_038_Ex1_L4_clmp.r1r2_fastp	50.299400000000006	0.8876	587719280.0	0.368213	98.4829220849442	1.704056036807501
Tzo-AMvi_039_Ex1_L4_clmp.r1r2_fastp	49.2083	0.888534	679370656.0	0.374113	98.48448597337759	1.832648168795627
Tzo-AMvi_040_Ex1_L4_clmp.r1r2_fastp	47.7214	0.890567	805294708.0	0.365667	98.53622627758234	1.8504985835942802
Tzo-AMvi_041_Ex1_L4_clmp.r1r2_fastp	50.6423	0.886067	733622644.0	0.381689	98.37645204494743	1.670307022585904
Tzo-AMvi_042_Ex1_L4_clmp.r1r2_fastp	48.1574	0.888521	594715996.0	0.402593	98.45297203050922	1.6184443183670632
Tzo-AMvi_043_Ex1_L4_clmp.r1r2_fastp	48.4297	0.889596	744213844.0	0.364382	98.54413965461278	1.6003965707662426
Tzo-AMvi_044_Ex1_L4_clmp.r1r2_fastp	50.0505	0.889398	641445763.0	0.362442	98.53450731041329	1.5899588459695004
Tzo-AMvi_045_Ex1_L4_clmp.r1r2_fastp	48.19	0.88937	555313877.0	0.36278	98.52206918880869	1.5698508111627647
Tzo-AMvi_046_Ex1_L4_clmp.r1r2_fastp	46.324	0.89273	467557116.0	0.382865	98.52283582529215	1.6070714679482054
Tzo-AMvi_047_Ex1_L4_clmp.r1r2_fastp	49.754799999999996	0.88902	786529900.0	0.369391	98.46053360536263	1.577388314324673
Tzo-AMvi_048_Ex1_L4_clmp.r1r2_fastp	49.0984	0.888887	450061593.0	0.394864	98.40144547417145	1.7079811286315563
Tzo-CMvi_006-Ex1_L4_clmp.r1r2_fastp	38.9046	0.908483	594850770.0	0.408664	98.83791561236745	0.4621869613263359
Tzo-CMvi_007-Ex1_L4_clmp.r1r2_fastp	40.069300000000005	0.909409	563391227.0	0.412335	98.95624555594445	0.50325136041616
Tzo-CMvi_011-Ex1_L4_clmp.r1r2_fastp	39.5708	0.912569	468499599.0	0.40855	98.98703610640274	0.4373291142475064
Tzo-CMvi_012-Ex1_L4_clmp.r1r2_fastp	33.5002	0.915967	669439981.0	0.401909	99.01258825648614	0.487130494170016
Tzo-CMvi_013-Ex1_L4_clmp.r1r2_fastp	39.6702	0.907668	818409769.0	0.404019	98.95076748848385	0.3665886169903433
Tzo-CMvi_015-Ex1_L4_clmp.r1r2_fastp	41.8583	0.903423	622770637.0	0.406945	98.85235480375123	0.3142160038262912
