Sample	Passed Filter	Low Quality	Too Many N	Too short
Tzo-AMvi_001_Ex1_L4_clmp.r1r2_fastp	8357424.0	0.0	0.0	421326.0
Tzo-AMvi_002_Ex1_L4_clmp.r1r2_fastp	3654704.0	0.0	0.0	185858.0
Tzo-AMvi_003_Ex1_L4_clmp.r1r2_fastp	6768452.0	0.0	0.0	297380.0
Tzo-AMvi_004_Ex1_L4_clmp.r1r2_fastp	5852902.0	0.0	0.0	259482.0
Tzo-AMvi_005_Ex1_L4_clmp.r1r2_fastp	8485194.0	0.0	0.0	394486.0
Tzo-AMvi_006_Ex1_L4_clmp.r1r2_fastp	3872918.0	0.0	0.0	173864.0
Tzo-AMvi_007_Ex1_L4_clmp.r1r2_fastp	4201184.0	0.0	0.0	167900.0
Tzo-AMvi_008_Ex1_L4_clmp.r1r2_fastp	3656954.0	0.0	0.0	161544.0
Tzo-AMvi_009_Ex1_L4_clmp.r1r2_fastp	5081128.0	0.0	0.0	223358.0
Tzo-AMvi_010_Ex1_L4_clmp.r1r2_fastp	4164112.0	0.0	0.0	189006.0
Tzo-AMvi_011_Ex1_L4_clmp.r1r2_fastp	5570942.0	0.0	0.0	258594.0
Tzo-AMvi_012_Ex1_L4_clmp.r1r2_fastp	10340114.0	0.0	0.0	483228.0
Tzo-AMvi_013_Ex1_L4_clmp.r1r2_fastp	7609790.0	0.0	0.0	377562.0
Tzo-AMvi_014_Ex1_L4_clmp.r1r2_fastp	1611192.0	0.0	0.0	73478.0
Tzo-AMvi_015_Ex1_L4_clmp.r1r2_fastp	6037218.0	0.0	0.0	279380.0
Tzo-AMvi_016_Ex1_L4_clmp.r1r2_fastp	5461494.0	0.0	0.0	258460.0
Tzo-AMvi_017_Ex1_L4_clmp.r1r2_fastp	4721138.0	0.0	0.0	233436.0
Tzo-AMvi_018_Ex1_L4_clmp.r1r2_fastp	4576184.0	0.0	0.0	223958.0
Tzo-AMvi_019_Ex1_L4_clmp.r1r2_fastp	3464914.0	0.0	0.0	158880.0
Tzo-AMvi_020_Ex1_L4_clmp.r1r2_fastp	4283700.0	0.0	0.0	188140.0
Tzo-AMvi_021_Ex1_L4_clmp.r1r2_fastp	3611856.0	0.0	0.0	169638.0
Tzo-AMvi_022_Ex1_L4_clmp.r1r2_fastp	4230522.0	0.0	0.0	187592.0
Tzo-AMvi_023_Ex1_L4_clmp.r1r2_fastp	5776770.0	0.0	0.0	265330.0
Tzo-AMvi_024_Ex1_L4_clmp.r1r2_fastp	6620022.0	0.0	0.0	291864.0
Tzo-AMvi_025_Ex1_L4_clmp.r1r2_fastp	7511136.0	0.0	0.0	361070.0
Tzo-AMvi_026_Ex1_L4_clmp.r1r2_fastp	5437916.0	0.0	0.0	294914.0
Tzo-AMvi_027_Ex1_L4_clmp.r1r2_fastp	7009456.0	0.0	0.0	328244.0
Tzo-AMvi_028_Ex1_L4_clmp.r1r2_fastp	8159868.0	0.0	0.0	393612.0
Tzo-AMvi_029_Ex1_L4_clmp.r1r2_fastp	5278048.0	0.0	0.0	247474.0
Tzo-AMvi_030_Ex1_L4_clmp.r1r2_fastp	7302548.0	0.0	0.0	320020.0
Tzo-AMvi_031_Ex1_L4_clmp.r1r2_fastp	6050618.0	0.0	0.0	283078.0
Tzo-AMvi_032_Ex1_L4_clmp.r1r2_fastp	3846376.0	0.0	0.0	203300.0
Tzo-AMvi_033_Ex1_L4_clmp.r1r2_fastp	3886250.0	0.0	0.0	175826.0
Tzo-AMvi_034_Ex1_L4_clmp.r1r2_fastp	6788244.0	0.0	0.0	311310.0
Tzo-AMvi_035_Ex1_L4_clmp.r1r2_fastp	4313180.0	0.0	0.0	206702.0
Tzo-AMvi_036_Ex1_L4_clmp.r1r2_fastp	3568518.0	0.0	0.0	173202.0
Tzo-AMvi_037_Ex1_L4_clmp.r1r2_fastp	7959116.0	0.0	0.0	393102.0
Tzo-AMvi_038_Ex1_L4_clmp.r1r2_fastp	5605250.0	0.0	0.0	257468.0
