Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
Tzo-AMvi_001_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	7.17925e-05	0.0	2.3930799999999998e-05	0.0022016400000000004	0.0	0.0	0.0	0.00114868	0.000215377	0.0	0.0	2.3930799999999998e-05	7.17925e-05	2.3930799999999998e-05	4.7861599999999996e-05	7.17925e-05	4.7861599999999996e-05	0.00016751600000000001	2.3930799999999998e-05	2.3930799999999998e-05	0.00023930799999999998	0.0	0.0	0.0	0.00038289300000000004	0.0	0.0	4.800229999999999e-05	0.00108343	0.0	0.0	0.0	4.885189999999999e-05	0.00179043	4.92602e-05	4.94795e-05	0.0	0.00014980999999999998	0.0	2.5212600000000003e-05	0.0	2.54761e-05	2.56322e-05	7.73734e-05	0.0	0.0	0.0	0.0	0.0	0.00051025	0.0	0.0	8.23696e-05	0.00877152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.92778e-05	0.00409913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42198e-05	0.0	0.0	0.000106832	0.0	0.0	0.0	0.0	3.83122e-05	0.00766607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90374e-05	0.0	0.0016334600000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.000709848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000393882	0.014892599999999999	0.0246364	0.0019693	0.0	0.0	0.0	0.000567945	0.00019437000000000002	0.000100189	0.000209843	0.0
Tzo-AMvi_002_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	5.4724e-05	5.4724e-05	0.0	0.0	0.00218896	0.0	5.4724e-05	0.0	0.000875584	0.0	0.0	0.0	5.4724e-05	5.4724e-05	0.0	0.0	0.000164172	0.000109448	0.000164172	5.4724e-05	0.0	0.000218896	0.0	0.0	0.0	0.00038306799999999997	0.0	0.0	0.0	0.000716146	0.0	0.0	0.0	0.00016801799999999998	0.0021949	0.0	5.68569e-05	0.0	0.000172486	0.0	5.82038e-05	0.0	0.0	0.0	0.000179687	0.0	0.0	0.0	0.0	6.25014e-05	0.000883164	0.0	0.0	0.000194787	0.0107575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00566988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173005	0.0	0.0	0.000273346	0.0	0.0	0.0	0.0	0.00020004	0.008667030000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156647	0.0	0.0	0.0	0.0	0.0	0.0	0.0005091599999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0220802	0.0253317	0.00209193	0.0	0.0	0.000284932	0.000881819	0.000303366	0.000314094	0.000659731	0.0
Tzo-AMvi_003_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	2.9548899999999998e-05	0.0	2.9548899999999998e-05	0.00153654	0.0	0.0	0.0	0.00076827	0.000118195	0.0	0.0	5.90977e-05	0.0	8.86466e-05	5.90977e-05	8.86466e-05	2.9548899999999998e-05	0.000118195	0.0	2.9548899999999998e-05	0.000177293	0.0	0.0	0.0	0.00047278200000000004	0.0	0.0	2.9621900000000002e-05	0.000742551	0.0	0.0	0.00011992099999999999	0.0	0.0019933	3.03203e-05	0.0	0.0	0.000184311	0.0	6.20407e-05	0.0	6.27049e-05	0.0	0.00025400900000000003	3.19642e-05	0.0	0.0	0.0	3.28892e-05	0.0005633740000000001	0.0	0.0	0.0	0.0088663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00485431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33829e-05	0.0	0.0	9.07632e-05	4.6107300000000005e-05	0.0	0.0	0.0	4.9246e-05	0.00891987	0.0	0.0	0.0	5.39489e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011543699999999998	0.0	0.0	0.000145518	0.0	0.0	0.0	0.00112134	0.0	0.0	0.0	0.0	9.08918e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000220804	0.0147889	0.0276782	0.00145215	0.0	0.0	0.000131611	0.000677574	0.000279433	0.0	0.000303997	0.0
Tzo-AMvi_004_Ex1_L4_clmp.r1r2_fastp	0.0	3.4171099999999995e-05	0.0	0.0	0.0	0.0	6.834219999999999e-05	0.0	0.0	0.00164021	0.0	0.0	0.0	0.000512566	0.000170855	0.0	0.0	0.00010251299999999999	3.4171099999999995e-05	3.4171099999999995e-05	3.4171099999999995e-05	6.834219999999999e-05	3.4171099999999995e-05	3.4171099999999995e-05	0.0	0.0	0.00010251299999999999	0.0	0.0	0.0	0.000478395	0.0	0.0	0.0	0.0008241409999999999	3.44345e-05	0.0	6.928300000000001e-05	0.0	0.00198805	7.001719999999999e-05	0.000175718	0.0	7.08739e-05	3.5595e-05	3.5757700000000005e-05	0.0	0.0	0.0	0.000146117	0.0	0.0	0.0	0.0	0.0	0.000417949	0.0	0.0	7.76841e-05	0.009669710000000001	0.0	3.97893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00440983	8.564e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86016e-05	0.0	0.0	0.000101258	0.0	0.0	0.0	0.0	5.45152e-05	0.008087740000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.125440000000001e-05	0.0021081	0.0	0.0	0.0	0.0	0.0	0.0	0.000758017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016214100000000002	0.0250501	0.00157823	0.0	0.0	0.00026129699999999996	0.000536551	0.00013778599999999998	0.0	0.0	0.0
Tzo-AMvi_005_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	4.71409e-05	0.0	4.71409e-05	0.0023334799999999998	0.0	0.0	0.0	0.00120209	0.000329987	0.0	0.0	2.35705e-05	2.35705e-05	2.35705e-05	0.000141423	7.071140000000001e-05	9.42819e-05	0.000141423	4.71409e-05	2.35705e-05	0.000141423	0.0	0.0	0.0	0.00047140899999999994	0.0	0.0	0.0	0.00106639	2.37671e-05	2.38404e-05	2.3918299999999998e-05	4.8001000000000003e-05	0.00207166	4.83641e-05	7.2839e-05	2.43827e-05	0.000318373	0.0	0.00017301	0.0	4.99196e-05	0.0	0.00010100799999999999	0.0	2.55654e-05	0.0	0.0	2.60724e-05	0.0005250070000000001	0.0	0.0	0.00010728200000000001	0.00964776	0.0	0.0	0.0	0.0	2.81344e-05	2.83765e-05	0.0	8.66664e-05	0.00498617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45201e-05	0.0	0.0	0.0	0.0	7.40911e-05	0.00891229	0.0	0.0	0.0	4.00505e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.52541e-05	0.0	0.0	0.0	0.0017075299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0008985180000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147924	0.014275900000000001	0.024938000000000002	0.00136071	0.0	0.0	8.586310000000001e-05	0.000704364	0.000270961	9.309760000000001e-05	0.000194891	0.0
Tzo-AMvi_006_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	5.16406e-05	0.0	0.0	0.0023238300000000003	0.0	0.0	0.0	0.00077461	0.00010328099999999999	0.0	0.0	0.000154922	0.0	0.000154922	5.16406e-05	0.00010328099999999999	0.000154922	0.000154922	5.16406e-05	0.0	0.000516406	0.0	0.0	0.0	0.0008778910000000001	0.0	0.0	5.17428e-05	0.0009333299999999999	0.0	5.2084100000000005e-05	0.0	5.23425e-05	0.00204681	0.0	0.0	0.0	0.00010621599999999999	0.0	0.00021382600000000002	0.0	5.3835800000000004e-05	0.00010813500000000001	5.4313199999999994e-05	0.0	0.0	0.0	0.0	0.0	0.000223779	0.0	0.0	0.000113748	0.0103533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412936	6.11867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071058599999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185326	0.0	0.0	0.0	0.0	0.0	0.0	0.0010410200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000261078	0.011072	0.0211131	0.0009734200000000001	0.0	0.0	0.0	0.000903182	0.000461282	0.000315134	0.000491905	0.0
Tzo-AMvi_007_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	4.76056e-05	4.76056e-05	4.76056e-05	4.76056e-05	0.00142817	0.0	0.0	0.0	0.000571268	9.52113e-05	0.0	0.0	9.52113e-05	0.0	0.0	9.52113e-05	4.76056e-05	0.000190423	0.000190423	0.0	0.0	0.000142817	0.0	0.0	0.0	0.0005236619999999999	0.0	0.0	0.0	0.00071696	0.0	0.0	0.0	0.0	0.0014524499999999999	0.0	4.87201e-05	0.0	9.80983e-05	0.0	9.881629999999999e-05	0.0	4.9808599999999996e-05	0.0	0.000100609	0.0	0.0	0.0	0.0	0.0	0.000312166	0.0	0.0	5.30325e-05	0.00875587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00417608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000129166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.164690000000001e-05	0.00770471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111955	0.0	0.0	0.0	0.0	0.0	0.0	0.0008543629999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139816	0.0153475	0.021207900000000002	0.0013617	0.0	0.0	0.000162333	0.0008325190000000001	0.000512537	0.0	0.000368148	0.0
Tzo-AMvi_008_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022423	0.0	0.0	0.0	0.0007109740000000001	0.0	0.0	0.0	0.0	5.46903e-05	0.0	5.46903e-05	0.0	0.000109381	5.46903e-05	5.46903e-05	0.0	0.000218761	0.0	0.0	0.0	0.00043752299999999994	0.0	0.0	0.0	0.001044	0.0	5.52382e-05	0.0	0.0	0.00189529	0.000111861	0.0	0.0	0.00011311	0.0	0.000114008	0.0	0.0	0.0	0.000116252	5.84543e-05	5.8793e-05	0.0	0.0	0.0	0.000843372	0.0	0.0	0.00018431899999999998	0.00853904	0.0	0.0	0.0	0.0	6.4249e-05	0.0	0.0	0.0	0.00398704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015577699999999998	7.88864e-05	0.0	0.0	0.0	8.32357e-05	0.007767560000000001	0.0	0.0	0.0	8.95369e-05	0.0	0.0	9.378460000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019366500000000003	0.0	0.0	0.00011369300000000001	0.0	0.0	0.0	0.0007363049999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148384	0.027086900000000004	0.00154248	0.0	0.0	0.000183585	0.00056397	0.0	0.0	0.000206823	0.0
Tzo-AMvi_009_Ex1_L4_clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00251913	0.0	3.93613e-05	0.0	0.00102339	0.000196807	0.0	0.0	0.000196807	7.872269999999999e-05	0.0	3.93613e-05	0.0	7.872269999999999e-05	3.93613e-05	3.93613e-05	0.0	0.000236168	0.0	0.0	0.0	0.000472336	0.0	0.0	0.0	0.00102893	0.0	3.98235e-05	0.0	0.0	0.00237478	0.0	8.114799999999999e-05	0.0	0.00020467100000000002	0.0	4.13299e-05	0.0	8.34979e-05	4.20007e-05	8.4517e-05	0.0	0.0	0.0	0.0	0.0	0.000704076	0.0	0.0	0.0	0.00911674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00535667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008282920000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26011e-05	0.0016853600000000001	0.0	0.0	8.958849999999999e-05	0.0	0.0	0.0	0.000682753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038992800000000005	0.0168374	0.0268006	0.0012731700000000001	0.0	0.0	0.000305152	0.000313228	0.00016079	0.000165859	0.000347915	0.0
Tzo-AMvi_010_Ex1_L4_clmp.r1r2_fastp	0.0	0.00014408799999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148891	0.0	0.0	0.0	0.000624383	0.000336206	0.0	0.0	9.60589e-05	0.0	0.0	0.0	9.60589e-05	4.8029400000000005e-05	0.0	0.0	0.0	0.00028817700000000003	0.0	0.0	0.0	0.00028817700000000003	0.0	0.0	0.0	0.00149664	4.84199e-05	4.8566199999999996e-05	0.0	0.0	0.00171712	4.92443e-05	0.000148302	4.96354e-05	9.969820000000001e-05	0.0	0.000100591	5.05368e-05	0.0	5.1082300000000004e-05	5.1387799999999996e-05	0.0	0.0	0.0	0.0	5.3059699999999996e-05	0.000374014	0.0	0.0	0.0	0.0075958300000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00380794	6.00782e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.77811e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.55091e-05	0.00858134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63785e-05	0.000981331	0.0	0.0	0.0	0.0	0.0	0.00010984599999999999	0.000895696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028873	0.012879	0.024720500000000003	0.00139782	0.0	0.0	0.000165604	0.000677658	0.000173342	0.000534408	0.000185639	0.0
