Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
Tzo-AMvi_001_Ex1_L4_clmp.r1r2_fastp	36.4094	37.2406	36.7346	37.3056	36.995400000000004	37.514399999999995	36.7992	37.1807	36.8265	36.743500000000004	36.2722	36.7184	36.5525	36.8671	36.4786	37.0911	36.7498	36.7405	36.3819	36.823	36.4275	36.8178	36.0738	36.686600000000006	36.4827	36.9242	36.271100000000004	36.918099999999995	36.5081	36.5466	36.071799999999996	36.552099999999996	36.4493	36.6041	36.0979	36.6948	36.3369	36.6965	36.059000000000005	36.6954	36.2311	36.492999999999995	35.957699999999996	36.5884	36.2357	36.4969	35.8922	36.44	36.0102	36.4384	35.7503	36.2693	35.993900000000004	36.2539	35.7736	36.2794	35.9342	36.2804	35.9107	36.3868	35.999900000000004	36.2322	35.5879	36.1649	35.747299999999996	36.1672	35.5715	36.0805	35.8984	36.0546	35.6232	36.0441	35.7607	35.938199999999995	35.5216	36.0475	35.684	35.951	35.4542	35.9424	35.753099999999996	35.7716	35.5297	35.8387	35.641099999999994	35.8309	35.3655	35.8308	35.574099999999994	35.8356	35.4592	36.019	35.517199999999995	35.6242	35.3877	35.823	35.4987	35.6342	35.303200000000004	35.533	35.7307	35.6709	35.5163	35.7588	35.3125	35.6304	35.3382	35.7432	35.5692	35.4616	35.379	35.7286	35.314499999999995	35.4856	35.0642	35.3228	35.3286	35.3632	35.2926	35.735299999999995	35.710300000000004	35.9786	35.5512	36.017700000000005	35.8198	35.862100000000005	35.6329	36.0836	35.8356	36.1108	35.917	36.3634	36.3261	36.0966	34.9005
Tzo-AMvi_002_Ex1_L4_clmp.r1r2_fastp	37.9087	38.6567	38.09	38.9559	38.4447	38.9065	38.3204	38.5899	38.0697	38.2199	37.748799999999996	38.3544	37.993700000000004	38.1956	38.2214	38.433	38.1034	38.3754	37.927699999999994	38.238499999999995	37.8419	38.047399999999996	37.697399999999995	38.2173	37.786500000000004	38.3795	37.8144	38.022	37.9458	37.958999999999996	37.5584	38.063	37.9433	38.1659	37.803399999999996	38.2686	37.8142	37.989	37.4423	37.938300000000005	37.579499999999996	38.0903	37.6166	38.0654	37.314	38.0009	37.2538	37.8365	37.372699999999995	37.6318	37.1711	37.751400000000004	37.2	37.7775	37.372499999999995	37.7757	37.3867	37.6392	37.175399999999996	37.6618	37.244699999999995	37.5969	37.013400000000004	37.5555	37.2241	37.4726	37.1463	37.4934	37.0278	37.3016	37.0319	37.1716	37.2111	37.416199999999996	36.7998	37.3126	37.0563	37.3689	37.166	37.4707	36.8112	37.3011	36.7994	37.268	36.9185	37.0029	36.6982	37.330600000000004	36.936600000000006	37.0449	36.9212	37.100300000000004	36.9755	37.0407	36.9646	36.9458	36.8515	36.943799999999996	36.916399999999996	36.8307	37.0567	37.1102	36.6639	37.2029	36.5355	36.8829	36.6965	36.668299999999995	36.6881	36.8389	36.719	37.0768	36.6331	36.9944	36.6135	36.707699999999996	36.6776	36.843900000000005	36.7115	37.0193	36.821	37.5842	37.207499999999996	37.6109	36.824200000000005	37.2477	36.8039	37.324	37.3728	37.452999999999996	37.5438	37.4604	37.7203	37.5002	36.4497
Tzo-AMvi_003_Ex1_L4_clmp.r1r2_fastp	35.017199999999995	35.4665	35.363299999999995	35.6197	35.7804	35.725699999999996	35.5914	35.3047	35.3283	35.2241	34.8943	35.025099999999995	35.1001	35.1897	35.2566	35.482	35.3257	35.212500000000006	35.1029	34.9596	35.1781	34.9417	34.7511	35.1094	35.0136	35.1032	34.9948	35.0786	34.9609	35.0694	34.7409	34.983	34.8153	34.8491	34.846	35.023900000000005	34.907199999999996	35.0034	34.7252	34.964600000000004	34.5661	34.7906	34.4983	34.8324	34.9136	34.6522	34.5342	34.678	34.652300000000004	34.657700000000006	34.29	34.579	34.4319	34.6581	34.3215	34.6645	34.6289	34.6862	34.288000000000004	34.7239	34.5233	34.436299999999996	34.3563	34.5651	34.3814	34.470099999999995	34.1843	34.4827	34.387299999999996	34.4292	34.1899	34.367	34.426	34.4121	34.2128	34.4256	34.305	34.486	34.2059	34.373799999999996	34.3602	34.4613	34.2536	34.3682	34.1635	34.1731	33.9439	34.3334	34.3048	34.3042	34.2049	34.4213	34.3315	34.2076	34.0178	34.2135	34.1458	34.1972	34.0101	34.1706	34.4095	34.0775	34.1628	34.314099999999996	34.3468	34.213	34.114	34.2759	34.4116	34.1507	34.0743	34.3642	34.200399999999995	34.307500000000005	33.8788	34.0897	34.3386	34.2179	34.0296	34.645700000000005	34.5908	34.4172	34.4784	34.736	34.7113	34.6884	34.765299999999996	35.1642	34.731	35.260000000000005	35.0627	35.3063	35.3684	34.6449	33.673500000000004
Tzo-AMvi_004_Ex1_L4_clmp.r1r2_fastp	36.0086	36.7936	36.375099999999996	36.8989	36.8689	37.0632	36.449	36.9362	36.3452	36.4632	35.9345	36.234300000000005	36.2659	36.403400000000005	36.1967	36.47	36.5155	36.3935	36.032799999999995	36.376	35.9713	36.3653	35.647800000000004	36.3686	36.0201	36.438500000000005	35.8611	36.3866	36.106500000000004	36.220200000000006	35.7513	36.1363	35.987	36.152	35.7195	36.3069	35.9817	36.2333	35.7795	36.2701	35.7637	36.1821	35.7776	36.1732	35.83	36.0376	35.8755	36.2199	35.849399999999996	36.035000000000004	35.4439	36.1183	35.6076	36.088	35.6379	36.242000000000004	35.7607	36.1583	35.633900000000004	36.1043	35.7371	35.8999	35.602000000000004	35.8127	35.7808	36.0398	35.4445	36.0085	35.6284	36.045100000000005	35.5759	35.910399999999996	35.6833	35.8466	35.6013	35.9035	35.5965	35.89	35.5146	35.755199999999995	35.813	35.856700000000004	35.4856	35.774499999999996	35.4604	35.835	35.4275	35.8814	35.7254	36.0137	35.6271	35.7794	35.7715	35.6678	35.3844	36.0865	35.4153	35.7854	35.4529	35.766799999999996	35.7324	35.648	35.5412	35.9321	35.530699999999996	35.7746	35.3061	35.6238	35.6172	35.7755	35.457300000000004	35.931400000000004	35.632999999999996	35.8516	35.5861	35.7369	35.7661	35.5871	35.5339	36.0781	35.9177	36.147	35.7998	36.2808	35.8656	35.9886	35.9672	35.977199999999996	35.9497	36.5554	36.1503	36.4809	36.6586	36.3581	35.2713
Tzo-AMvi_005_Ex1_L4_clmp.r1r2_fastp	36.5295	37.416	36.956	37.507600000000004	37.0475	37.7096	36.9607	37.128499999999995	36.6592	36.8898	36.431400000000004	36.8834	36.627700000000004	37.0524	36.7811	37.2217	36.8645	37.003	36.5222	36.9312	36.4539	36.7601	36.294399999999996	36.8006	36.5499	37.0752	36.572500000000005	36.9165	36.5387	36.6394	36.2348	36.6382	36.424299999999995	36.5396	36.3403	36.8731	36.4802	36.6454	36.4155	36.504999999999995	36.359700000000004	36.7173	36.167100000000005	36.714	36.3449	36.6754	36.099399999999996	36.6066	36.181200000000004	36.5462	36.0397	36.4006	36.0916	36.4397	36.0554	36.4351	36.159	36.365700000000004	36.107499999999995	36.4502	35.9887	36.4362	35.985299999999995	36.2979	36.1332	36.3742	35.7277	36.2583	35.9791	36.2018	36.1158	36.2869	35.9807	36.2649	35.9729	36.3776	36.103699999999996	36.1993	35.983900000000006	36.3002	35.996	36.1709	35.8068	36.201299999999996	35.843	36.1712	35.8204	36.267500000000005	35.8682	36.2693	35.7368	36.031400000000005	35.9589	36.0686	35.8257	36.2044	35.625099999999996	36.0262	35.7788	36.1336	35.8989	36.1648	35.851699999999994	36.1095	35.765	36.100100000000005	35.7787	35.9657	35.867599999999996	36.107099999999996	35.877900000000004	36.339	36.026399999999995	36.1068	35.708400000000005	35.8918	35.7059	36.043	35.6857	36.272999999999996	35.9963	36.564600000000006	36.0161	36.4673	36.3506	36.4012	36.0526	36.567499999999995	36.5462	36.7001	36.716300000000004	36.6029	36.525200000000005	36.505700000000004	35.4546
Tzo-AMvi_006_Ex1_L4_clmp.r1r2_fastp	40.041700000000006	41.2561	40.629	41.875299999999996	41.1466	42.005700000000004	40.4154	41.4377	40.223	41.072900000000004	40.2409	40.8381	40.4848	41.5834	40.7276	41.6926	41.0884	41.1078	40.4621	41.0002	40.5004	41.130100000000006	40.3362	41.4832	40.5924	41.4957	40.414	41.067	40.2958	40.9034	40.0399	41.0186	40.6449	41.319	40.3549	41.1496	40.3769	40.8389	39.875699999999995	40.848099999999995	39.9851	41.113699999999994	39.9859	41.5786	40.2679	41.2367	40.069300000000005	40.9415	39.693400000000004	40.7693	39.6087	40.7613	40.0116	40.7449	39.9435	40.7578	39.919700000000006	40.8235	39.7177	40.8041	39.9065	40.6883	39.7658	40.629	39.9641	40.636100000000006	39.5587	40.6746	39.597100000000005	40.1451	39.6214	40.6743	39.821400000000004	40.5365	39.3868	40.535399999999996	39.7201	40.1787	39.4283	40.0634	39.656000000000006	40.116099999999996	39.602399999999996	40.0178	39.399699999999996	40.1075	39.3232	39.6869	39.4635	39.9277	39.2059	40.190599999999996	39.7145	39.9997	39.4392	39.7433	39.1347	39.321400000000004	39.1115	39.819900000000004	39.2072	39.7659	39.2198	40.0125	39.0482	39.9628	38.8926	39.683600000000006	39.047399999999996	39.5872	38.976499999999994	39.5787	39.4258	39.602199999999996	38.865300000000005	39.380700000000004	38.873200000000004	39.5022	38.7625	40.0735	39.274100000000004	39.914100000000005	39.161699999999996	40.2059	39.342	40.0058	38.9033	39.5311	39.0586	40.205999999999996	39.535599999999995	40.0631	39.5529	39.9704	38.689800000000005
Tzo-AMvi_007_Ex1_L4_clmp.r1r2_fastp	35.687400000000004	36.3968	36.3382	36.5274	36.4129	36.9046	36.2503	36.4143	36.1408	36.131600000000006	35.681000000000004	35.958600000000004	35.6301	36.1738	35.9923	36.2308	36.1904	36.3324	35.7519	35.9826	35.7821	35.8296	35.5814	36.0221	35.8541	36.1473	35.8259	36.1145	35.745	36.014	35.478	35.6523	35.648	35.8344	35.4727	35.9963	35.6499	35.8576	35.499700000000004	36.0791	35.3938	35.8984	35.4957	35.8506	35.6836	35.8927	35.5143	35.7889	35.417	35.6778	35.3611	35.786699999999996	35.2402	35.6507	35.3157	35.673100000000005	35.39	35.706199999999995	35.4539	35.6759	35.3098	35.6072	35.2648	35.444900000000004	35.3997	35.5015	35.188399999999994	35.4078	35.1605	35.3823	35.1593	35.6757	35.1325	35.5065	35.1838	35.5467	35.2731	35.5634	35.2821	35.645700000000005	35.3199	35.3644	35.1506	35.5317	35.1507	35.203	35.104	35.4264	35.334900000000005	35.4895	35.1034	35.3936	35.2001	35.4125	35.1437	35.2284	35.178799999999995	35.1907	35.192800000000005	35.300599999999996	35.3548	35.3332	34.9839	35.528	35.1843	35.0819	35.1356	35.0914	35.3302	35.2572	35.1267	35.3536	35.3137	35.182	35.2804	35.1298	35.1518	35.3273	35.1568	35.4828	35.5902	35.572700000000005	35.3058	35.4516	35.8245	35.6173	35.6911	35.5546	35.9172	35.9521	36.1689	35.844300000000004	35.9285	35.9779	34.7954
Tzo-AMvi_008_Ex1_L4_clmp.r1r2_fastp	37.7265	38.4764	38.0049	38.629200000000004	38.786100000000005	38.7628	38.0493	38.367200000000004	38.151	38.0717	37.5284	38.1319	37.9347	38.042300000000004	37.953399999999995	38.4981	38.4401	38.1692	37.8848	38.084	37.8892	37.9761	37.7062	38.0549	38.037	38.3237	37.6913	37.919000000000004	38.0852	37.7742	37.274	38.2371	37.7969	38.1474	37.485099999999996	37.9392	37.8309	38.0066	37.3643	37.959900000000005	37.6573	37.6861	37.1952	37.9236	37.607	37.8944	37.5043	37.716899999999995	37.4247	37.894	37.017	37.805699999999995	37.2915	37.7182	37.0208	37.777899999999995	37.0847	37.8023	36.9695	37.5356	37.344500000000004	37.3953	37.044399999999996	37.4544	37.344300000000004	37.3973	36.9158	37.3951	36.9636	37.2521	37.0836	37.4822	37.3435	37.3058	36.8783	37.1392	37.2047	37.204	36.9478	37.1864	37.1104	37.1042	36.753099999999996	36.9465	37.1132	37.159	36.5886	37.0497	37.0488	37.036	36.689	37.1737	36.8524	36.8565	36.7467	36.9477	36.9136	36.775000000000006	36.6415	37.0104	37.133	36.9776	37.0894	37.2047	36.828	37.1461	36.5416	36.9881	37.058400000000006	37.189299999999996	36.684	37.061899999999994	37.188500000000005	36.9525	36.9357	36.879400000000004	36.8092	36.710100000000004	37.033500000000004	37.2027	37.0986	37.3557	36.848	37.6781	37.3858	37.7086	37.581199999999995	37.5599	37.4032	37.809	37.9638	37.567	37.9266	37.4611	36.7727
Tzo-AMvi_009_Ex1_L4_clmp.r1r2_fastp	35.642	36.371900000000004	36.0829	36.5191	36.3886	36.5788	36.1372	36.3793	36.0763	36.261900000000004	35.5981	36.0346	35.813	36.148799999999994	35.8212	36.1881	35.8508	36.038	35.640100000000004	35.9981	35.7187	35.796	35.587999999999994	35.9587	35.635	36.0428	35.5715	35.866	35.743	35.8603	35.435	35.740300000000005	35.5498	35.733599999999996	35.427	35.6806	35.579100000000004	35.6795	35.2912	35.8819	35.469899999999996	35.5526	35.2059	35.6492	35.4163	35.5476	35.135	35.490899999999996	35.217999999999996	35.5976	35.0991	35.314800000000005	35.1153	35.4067	35.0587	35.485299999999995	35.1355	35.3808	35.1547	35.403600000000004	34.9559	35.4919	34.907700000000006	35.3782	34.9489	35.1565	34.9316	35.3068	35.134100000000004	35.572700000000005	34.952	35.3244	35.0077	35.1792	34.7466	35.1973	35.0014	35.2666	34.8994	35.2028	34.9276	35.2655	34.9505	35.1948	34.8638	35.113	34.5749	35.0023	34.9215	35.1462	34.8458	35.1153	34.975699999999996	35.0039	34.7487	35.0485	34.5424	35.118700000000004	34.8684	34.8962	34.8879	34.9298	34.8095	35.048899999999996	34.720600000000005	34.8375	34.573100000000004	34.9484	34.8046	35.1325	35.0491	35.348400000000005	34.8492	35.0281	34.5996	35.0463	34.4567	34.9331	34.9686	35.161300000000004	35.1794	35.249	35.112300000000005	35.1701	35.3026	35.2105	35.208800000000004	35.2496	35.7767	35.7177	35.490300000000005	35.8682	35.8266	35.464600000000004	34.2724
Tzo-AMvi_010_Ex1_L4_clmp.r1r2_fastp	37.811099999999996	38.650099999999995	38.256099999999996	38.6449	38.432	38.895	38.119	38.5157	38.0048	38.352000000000004	37.614599999999996	37.9893	37.9596	38.2268	37.7997	38.4906	38.265100000000004	38.318200000000004	37.8269	38.049	37.8828	38.2162	37.4658	38.235400000000006	37.8327	38.4812	37.7284	38.3146	37.9156	38.0688	37.4399	38.100899999999996	37.8152	38.0635	37.5697	38.1087	37.689699999999995	38.0906	37.533100000000005	38.1185	37.6002	38.1513	37.4184	37.9938	37.555	38.0589	37.4836	38.0645	37.6039	37.9166	37.2331	37.810100000000006	37.3231	37.8627	37.2873	37.6179	37.4602	37.6179	37.128499999999995	37.614	37.2516	37.6993	37.162	37.4547	37.072300000000006	37.7045	36.9231	37.2934	37.2297	37.2894	37.0175	37.2902	37.2105	37.492399999999996	36.7721	37.2856	36.9507	37.297999999999995	37.0516	36.9963	37.0517	37.153999999999996	36.6528	37.0808	36.708200000000005	37.0169	36.9114	36.9579	36.9546	37.228	36.7516	37.137100000000004	37.0236	37.0435	36.579499999999996	36.9914	36.5356	36.8776	36.5237	37.0133	36.8866	36.9084	36.6384	36.9645	36.709	36.7266	36.278	36.8585	36.619800000000005	36.6923	36.6409	36.6589	36.615199999999994	36.8755	36.1312	36.6585	36.2398	36.613800000000005	36.5985	37.1577	36.5887	37.142599999999995	36.6392	36.8702	36.701699999999995	36.6402	36.7446	36.9352	37.0018	37.5105	36.9767	37.2871	37.4153	37.4961	36.0438
