Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
Tzo-AMvi_011_Ex1_L4_clmp.r1r2_fastp	36.5287	36.0663	36.0509	36.0124	35.9719	35.9939	35.9892	35.9335	35.9515	35.8941	35.8347	35.8093	35.785	35.775	35.7567	35.7139	35.7128	35.7192	35.6795	35.6602	35.5985	35.5913	35.5972	35.5565	35.5598	35.5104	35.5153	35.455	35.4696	35.4286	35.399	35.3775	35.3721	35.3291	35.3382	35.2921	35.2881	35.2525	35.2117	35.207	35.1992	35.1706	35.1593	35.1542	35.1245	35.0563	35.0548	35.0178	35.0342	35.0172	34.9745	34.9643	34.928	34.906	34.8597	34.8267	34.868	34.8018	34.7956	34.7925	34.7593	34.702	34.7387	34.6685	34.6393	34.6389	34.6239	34.5675	34.6087	34.562	34.4744	34.4511	34.4719	34.4271	34.4263	34.3418	34.3811	34.3853	34.3085	34.264	34.261	34.2789	34.1588	34.186	34.1407	34.1395	34.2212	34.1507	34.0579	34.0422	34.0691	34.101	34.0169	33.9559	33.978	33.9604	33.9257	33.9132	33.8963	33.8678	33.8585	33.8599	33.8263	33.8292	33.7464	33.7207	33.7969	33.7643	33.7888	33.8366	33.7144	33.7366	33.7383	33.7358	33.7195	33.613	33.6768	33.5724	33.6061	33.6096	33.541	33.4577	33.3896	33.4017	33.2996	33.2739	33.2986	33.3733	33.4072	33.1309	33.1255	33.3667	33.3624	33.7363	35.5852
Tzo-AMvi_012_Ex1_L4_clmp.r1r2_fastp	36.5099	36.0291	36.0021	35.9705	35.9383	35.946	35.9452	35.8939	35.9094	35.8624	35.7922	35.7686	35.7388	35.7211	35.7092	35.6745	35.6668	35.6833	35.6446	35.6129	35.5591	35.5533	35.5649	35.5198	35.5338	35.4785	35.485	35.4205	35.421	35.3831	35.357	35.3352	35.3312	35.2922	35.2938	35.2698	35.2647	35.2255	35.1863	35.172	35.1594	35.1133	35.1178	35.116	35.0925	35.0292	35.0314	34.9894	35.0034	34.9843	34.9596	34.9155	34.8895	34.873	34.8353	34.8022	34.8428	34.7906	34.7867	34.7802	34.7398	34.6842	34.7191	34.6448	34.626	34.6217	34.6131	34.5629	34.6141	34.5669	34.4779	34.4583	34.4734	34.4441	34.4288	34.3507	34.4024	34.3985	34.3352	34.2773	34.302	34.3047	34.1957	34.2077	34.1643	34.1726	34.2552	34.1812	34.0968	34.0922	34.1122	34.141	34.0413	34.0113	34.0196	33.9929	33.9656	33.9551	33.9711	33.9103	33.9231	33.9247	33.9074	33.8943	33.8413	33.8054	33.8836	33.8047	33.8421	33.8847	33.7861	33.7811	33.8378	33.8308	33.8104	33.7077	33.7695	33.6743	33.696	33.6976	33.6253	33.5131	33.4535	33.4742	33.432	33.3663	33.4021	33.5021	33.499	33.2218	33.2355	33.4367	33.4607	33.823	35.608
Tzo-AMvi_013_Ex1_L4_clmp.r1r2_fastp	36.4935	35.9958	35.9732	35.9386	35.9026	35.916	35.9191	35.8644	35.8808	35.8161	35.7584	35.7316	35.7083	35.693	35.6824	35.641	35.6402	35.6532	35.6122	35.5827	35.5186	35.5211	35.5346	35.4887	35.4925	35.4402	35.4506	35.3934	35.3918	35.3489	35.3444	35.3254	35.3372	35.2842	35.29	35.2615	35.261	35.2194	35.1853	35.1768	35.1668	35.1373	35.1218	35.118	35.0935	35.0307	35.0403	35.0007	35.0027	34.9858	34.9642	34.938	34.9018	34.8868	34.8523	34.8223	34.8615	34.797	34.7985	34.7955	34.7671	34.7143	34.7315	34.6735	34.6524	34.652	34.6538	34.6001	34.6422	34.5969	34.5261	34.5056	34.5242	34.5005	34.4876	34.4182	34.461	34.466	34.3931	34.3264	34.359	34.3909	34.2787	34.294	34.2571	34.2705	34.3323	34.265	34.1854	34.1869	34.2036	34.23	34.1472	34.1136	34.1396	34.1201	34.0843	34.0941	34.0954	34.0266	34.0504	34.0619	34.0271	34.0295	33.972	33.9361	34.0291	33.9691	34.0064	34.0467	33.9341	33.9589	34.0033	33.9885	33.9537	33.8755	33.9249	33.8393	33.8655	33.8558	33.8024	33.682	33.6463	33.6683	33.6154	33.5495	33.5897	33.6945	33.7281	33.4008	33.431	33.6497	33.6463	33.971	35.6546
Tzo-AMvi_014_Ex1_L4_clmp.r1r2_fastp	36.465	35.9344	35.912	35.8766	35.8395	35.8538	35.8652	35.7978	35.8287	35.7636	35.6948	35.6759	35.6393	35.6063	35.6153	35.5618	35.5614	35.5777	35.5391	35.5102	35.4518	35.4346	35.4675	35.405	35.4067	35.3584	35.3865	35.3157	35.3243	35.2581	35.2619	35.2311	35.2444	35.191	35.1961	35.1683	35.1737	35.1393	35.1103	35.0796	35.0761	35.0496	35.058	35.0438	35.0302	34.9764	34.9798	34.9362	34.9432	34.9122	34.9176	34.8714	34.8678	34.809	34.8245	34.7727	34.8155	34.7474	34.7443	34.7444	34.7276	34.6779	34.7482	34.66	34.6486	34.6134	34.6408	34.5978	34.6604	34.6021	34.55	34.5209	34.5365	34.5234	34.4917	34.4239	34.4735	34.489	34.4347	34.3778	34.4016	34.4294	34.3438	34.3501	34.3251	34.3383	34.3976	34.3553	34.2451	34.2634	34.28	34.323	34.2382	34.2043	34.2672	34.229	34.1758	34.1906	34.1677	34.147	34.1807	34.1685	34.1539	34.1313	34.0972	34.064	34.1693	34.0743	34.1222	34.1777	34.055	34.0808	34.1378	34.1768	34.1239	34.0662	34.1143	34.0533	34.0437	34.0579	33.9836	33.8657	33.8464	33.8471	33.7911	33.7647	33.8053	33.8995	33.9083	33.6532	33.6525	33.8858	33.8758	34.1757	35.7228
Tzo-AMvi_015_Ex1_L4_clmp.r1r2_fastp	36.4936	35.9942	35.979	35.9451	35.9045	35.9193	35.9167	35.8633	35.8793	35.8203	35.7683	35.7419	35.7151	35.6929	35.6788	35.6325	35.6346	35.6496	35.5987	35.5755	35.5128	35.5141	35.5338	35.4797	35.4823	35.4255	35.438	35.3806	35.3766	35.3439	35.3122	35.313	35.3141	35.2758	35.275	35.2447	35.239	35.2002	35.1681	35.1632	35.1495	35.1167	35.118	35.113	35.0918	35.0259	35.0191	34.9876	34.9874	34.9774	34.9578	34.9175	34.8933	34.8738	34.8404	34.8083	34.8449	34.7865	34.7764	34.7883	34.7499	34.7007	34.731	34.6556	34.6297	34.627	34.6371	34.5939	34.6297	34.5737	34.497	34.4754	34.5002	34.473	34.4571	34.3816	34.4316	34.4332	34.3687	34.3164	34.3308	34.3586	34.243	34.2485	34.2315	34.226	34.3081	34.2301	34.1532	34.1587	34.1826	34.2154	34.1076	34.0715	34.101	34.0794	34.0361	34.0596	34.0605	33.9838	34.0101	34.0086	33.9886	33.9559	33.9336	33.8751	33.9727	33.9125	33.9427	33.9872	33.8707	33.8848	33.9288	33.9333	33.9099	33.8062	33.8689	33.7828	33.8076	33.8043	33.7555	33.6335	33.6133	33.6046	33.5769	33.4972	33.5318	33.6408	33.6514	33.342	33.3838	33.5946	33.5803	33.9182	35.6258
Tzo-AMvi_016_Ex1_L4_clmp.r1r2_fastp	36.4902	35.992	35.9716	35.9349	35.8901	35.9084	35.9075	35.8553	35.8664	35.8014	35.7435	35.7123	35.686	35.6693	35.6603	35.6139	35.6194	35.6218	35.5809	35.5423	35.4809	35.4768	35.4948	35.4346	35.4564	35.3912	35.4076	35.3311	35.3315	35.286	35.2727	35.2642	35.2723	35.2091	35.215	35.1829	35.1844	35.1384	35.1107	35.0953	35.0956	35.0353	35.0495	35.0401	35.0242	34.9445	34.9482	34.9103	34.929	34.8964	34.8936	34.8511	34.8354	34.8036	34.7828	34.7265	34.7934	34.7247	34.7279	34.7204	34.6988	34.6309	34.6862	34.606	34.5889	34.5807	34.5891	34.5336	34.5866	34.5423	34.4541	34.4385	34.4659	34.4183	34.4202	34.3369	34.3898	34.4039	34.3402	34.2742	34.3004	34.3301	34.2093	34.2412	34.1983	34.2044	34.2826	34.221	34.1296	34.1335	34.1463	34.1799	34.0865	34.0666	34.0765	34.0671	34.0293	34.0477	34.0488	33.9821	33.9888	33.9958	33.9715	33.9591	33.9227	33.8848	33.977	33.904	33.9435	33.9779	33.8955	33.8941	33.9384	33.9479	33.9272	33.8343	33.8809	33.8011	33.7928	33.8259	33.7345	33.6636	33.5871	33.6265	33.5689	33.5435	33.5521	33.6566	33.6566	33.3709	33.3859	33.6306	33.6103	33.9616	35.635
Tzo-AMvi_017_Ex1_L4_clmp.r1r2_fastp	36.5078	36.0248	36.0008	35.965	35.9232	35.9439	35.9346	35.8872	35.9078	35.8443	35.7823	35.7591	35.7309	35.7103	35.7034	35.6555	35.6535	35.6683	35.6201	35.5883	35.5313	35.522	35.5266	35.4811	35.4791	35.4225	35.4364	35.3698	35.3725	35.3394	35.317	35.3084	35.2997	35.2679	35.256	35.2177	35.2139	35.1687	35.1494	35.1201	35.1215	35.0866	35.0905	35.0797	35.0451	34.9816	34.9819	34.9332	34.9485	34.9241	34.9096	34.8729	34.8437	34.8323	34.7825	34.7501	34.785	34.7318	34.7194	34.7291	34.6871	34.6446	34.6785	34.6165	34.5867	34.578	34.586	34.5285	34.5825	34.5221	34.4448	34.4146	34.4534	34.4057	34.4119	34.3203	34.387	34.3704	34.3112	34.2482	34.277	34.3051	34.1875	34.213	34.1713	34.1858	34.2668	34.1874	34.1065	34.0942	34.1181	34.1419	34.0469	34.0265	34.0423	34.0464	34.005	34.0007	33.9934	33.9198	33.9559	33.9394	33.9393	33.9098	33.8756	33.848	33.925	33.867	33.8899	33.933	33.8292	33.8436	33.8805	33.8802	33.877	33.7647	33.8136	33.7222	33.7501	33.7365	33.6916	33.5597	33.5316	33.5522	33.477	33.4288	33.4682	33.554	33.596	33.2657	33.3069	33.517	33.5101	33.8762	35.6121
Tzo-AMvi_018_Ex1_L4_clmp.r1r2_fastp	36.5002	36.0037	35.9789	35.9508	35.903	35.922	35.9271	35.8673	35.8907	35.8247	35.7716	35.7437	35.7205	35.7077	35.6817	35.6327	35.6335	35.6403	35.611	35.5769	35.5236	35.503	35.5205	35.4664	35.476	35.4069	35.4188	35.353	35.3535	35.3126	35.2938	35.2688	35.2748	35.2248	35.2409	35.174	35.1924	35.1446	35.1231	35.0898	35.092	35.0381	35.0549	35.0323	35.0189	34.9408	34.9556	34.8969	34.9321	34.887	34.8768	34.843	34.8288	34.7892	34.7721	34.7219	34.781	34.6994	34.7092	34.6905	34.6789	34.6108	34.6633	34.5936	34.5745	34.5669	34.5712	34.5202	34.581	34.5084	34.456	34.4189	34.4538	34.4108	34.416	34.3263	34.4038	34.3784	34.3331	34.2417	34.2761	34.2901	34.2146	34.2126	34.1786	34.1773	34.2581	34.179	34.1084	34.1	34.1128	34.1504	34.0721	34.0307	34.0696	34.0479	34.0143	33.9887	33.9971	33.9365	33.953	33.9744	33.9569	33.9324	33.8911	33.8446	33.9332	33.8888	33.9341	33.961	33.8344	33.8776	33.8935	33.8983	33.8847	33.8004	33.8538	33.7726	33.7744	33.7632	33.6952	33.6099	33.5517	33.5907	33.5382	33.4742	33.4934	33.5935	33.5946	33.3166	33.3314	33.5218	33.5533	33.9027	35.6307
Tzo-AMvi_019_Ex1_L4_clmp.r1r2_fastp	36.4923	35.9832	35.9692	35.9294	35.8916	35.9081	35.9119	35.8565	35.878	35.8116	35.7625	35.7234	35.7084	35.6825	35.6743	35.641	35.6452	35.6424	35.6079	35.5806	35.5271	35.5234	35.5248	35.4913	35.4993	35.44	35.4416	35.3914	35.3892	35.3569	35.3345	35.3151	35.3049	35.2755	35.2805	35.2434	35.2327	35.1986	35.1756	35.1544	35.1555	35.1123	35.115	35.1011	35.0824	35.0269	35.0367	34.9878	34.9976	34.9858	34.9696	34.9346	34.917	34.8959	34.8577	34.819	34.8789	34.8006	34.7976	34.8183	34.7836	34.7362	34.7808	34.7086	34.6847	34.6908	34.6949	34.6418	34.7028	34.6452	34.576	34.5529	34.5855	34.5465	34.539	34.4709	34.5441	34.5356	34.4687	34.3896	34.4219	34.4549	34.3419	34.3572	34.3298	34.3519	34.4298	34.3475	34.2671	34.2544	34.2951	34.319	34.242	34.2136	34.2293	34.2354	34.1915	34.1836	34.1846	34.1221	34.1458	34.1627	34.1331	34.1019	34.081	34.0407	34.1183	34.0682	34.0961	34.1497	34.0302	34.0684	34.101	34.1036	34.0846	34.0183	34.0658	33.9744	33.9708	33.9772	33.9303	33.8299	33.7844	33.7992	33.7426	33.7283	33.7202	33.8176	33.8733	33.5437	33.5667	33.7877	33.7905	34.1215	35.6948
Tzo-AMvi_020_Ex1_L4_clmp.r1r2_fastp	36.4933	35.9921	35.971	35.9353	35.9011	35.9172	35.9104	35.8533	35.8772	35.8118	35.7535	35.724	35.6973	35.6867	35.6703	35.6313	35.6205	35.6304	35.5868	35.5643	35.5025	35.4998	35.5266	35.4684	35.4782	35.4258	35.4237	35.3662	35.3696	35.3361	35.3177	35.3131	35.3076	35.2732	35.2706	35.2241	35.2276	35.2064	35.1714	35.1561	35.1466	35.119	35.1171	35.1065	35.0815	35.0343	35.025	34.988	34.9945	34.9877	34.9576	34.9357	34.9049	34.8974	34.8514	34.823	34.8588	34.804	34.8085	34.8005	34.7644	34.7157	34.7563	34.7048	34.6595	34.6793	34.6751	34.6172	34.6661	34.6413	34.5332	34.5249	34.5439	34.528	34.5121	34.4493	34.4852	34.4929	34.4132	34.3587	34.373	34.4052	34.3061	34.3284	34.2846	34.3024	34.3652	34.3068	34.221	34.2151	34.2353	34.2493	34.15	34.1222	34.1643	34.1425	34.1165	34.131	34.1109	34.0522	34.066	34.0843	34.0533	34.0661	33.9997	33.97	34.0473	33.9852	34.0471	34.0699	33.9682	33.9742	34.0001	34.0285	33.995	33.8983	33.9603	33.8886	33.8967	33.8876	33.8073	33.7253	33.6991	33.6813	33.6248	33.5681	33.5858	33.7227	33.7192	33.4613	33.4702	33.6712	33.6886	34.0233	35.6594
Tzo-AMvi_021_Ex1_L4_clmp.r1r2_fastp	36.5003	35.9982	35.9777	35.9456	35.9038	35.9169	35.9231	35.8704	35.8828	35.8236	35.766	35.7481	35.7138	35.6998	35.6843	35.6431	35.6365	35.6584	35.609	35.5788	35.5203	35.5332	35.5366	35.4882	35.4894	35.4407	35.4482	35.393	35.396	35.3609	35.338	35.3307	35.3232	35.2857	35.2799	35.2681	35.2525	35.2167	35.1949	35.1706	35.16	35.1357	35.1341	35.1328	35.0995	35.0498	35.06	34.9995	35.02	35.0023	34.9739	34.9569	34.9183	34.9053	34.8842	34.847	34.868	34.8262	34.8231	34.8392	34.803	34.7575	34.7876	34.7222	34.7018	34.6895	34.6976	34.617	34.6907	34.6263	34.5609	34.5504	34.5624	34.5389	34.5285	34.4618	34.5158	34.5158	34.4567	34.3884	34.4076	34.427	34.3184	34.3587	34.3169	34.3216	34.3988	34.334	34.2493	34.2434	34.2674	34.3047	34.1872	34.1766	34.1821	34.2063	34.1427	34.1394	34.1466	34.0908	34.0897	34.0868	34.0881	34.0914	34.0246	33.9918	34.0816	34.0206	34.0537	34.0769	33.9862	34.0066	34.0523	34.0368	34.0252	33.9252	33.98	33.8726	33.913	33.9235	33.8797	33.7624	33.7247	33.7351	33.6967	33.6089	33.6773	33.7801	33.7591	33.5352	33.5483	33.7374	33.7244	34.0494	35.6869
Tzo-AMvi_022_Ex1_L4_clmp.r1r2_fastp	36.5045	36.0195	36.001	35.9711	35.9255	35.94	35.9417	35.8949	35.9124	35.8464	35.7783	35.7577	35.7398	35.7285	35.7122	35.6578	35.6679	35.6805	35.634	35.6027	35.5443	35.5343	35.551	35.4993	35.5159	35.4611	35.4675	35.4	35.412	35.371	35.3478	35.3562	35.3435	35.301	35.3078	35.2656	35.2683	35.231	35.205	35.2013	35.1796	35.131	35.1452	35.1541	35.1204	35.0545	35.0566	35.0218	35.0217	35.0166	34.9931	34.9705	34.9456	34.9273	34.8974	34.8659	34.9131	34.8542	34.8466	34.8566	34.8222	34.7748	34.8147	34.7559	34.7279	34.7218	34.7232	34.6732	34.7362	34.6927	34.6089	34.5871	34.6221	34.5792	34.5831	34.4995	34.5722	34.5568	34.5035	34.4391	34.4587	34.485	34.3898	34.4039	34.3736	34.3848	34.4526	34.3903	34.3065	34.2966	34.3312	34.3576	34.2641	34.2496	34.2725	34.2479	34.221	34.2238	34.2191	34.1444	34.1617	34.1548	34.1437	34.1453	34.0859	34.052	34.1352	34.0915	34.1191	34.1605	34.0747	34.069	34.1048	34.109	34.0859	33.9865	34.0485	33.9822	33.9761	33.9849	33.9245	33.8211	33.7721	33.7948	33.7272	33.6693	33.7069	33.8053	33.8296	33.5502	33.5621	33.7671	33.7995	34.1134	35.6947
Tzo-AMvi_023_Ex1_L4_clmp.r1r2_fastp	36.509	36.0241	36.0076	35.9684	35.9283	35.9527	35.9428	35.8878	35.9027	35.8471	35.7836	35.7564	35.7418	35.7175	35.7117	35.6703	35.6686	35.6762	35.6353	35.6067	35.5508	35.5441	35.5526	35.5089	35.5252	35.462	35.4778	35.4126	35.4149	35.3764	35.3563	35.3442	35.3395	35.3012	35.2964	35.2581	35.2724	35.2279	35.2019	35.1907	35.1721	35.1348	35.137	35.1305	35.0994	35.0347	35.0338	34.9977	35.0138	34.9955	34.9705	34.9385	34.8978	34.8899	34.8611	34.811	34.861	34.8033	34.7921	34.8037	34.759	34.7013	34.7551	34.6747	34.6364	34.651	34.6379	34.5986	34.6413	34.601	34.522	34.491	34.5014	34.4697	34.4662	34.3776	34.429	34.4302	34.353	34.2985	34.3233	34.3457	34.2303	34.2484	34.2076	34.2119	34.2781	34.2055	34.1082	34.0933	34.1089	34.1502	34.0529	34.0224	34.0396	34.0148	33.9741	33.98	33.9751	33.9139	33.9235	33.9374	33.9016	33.8882	33.8397	33.7947	33.8699	33.8056	33.8494	33.8848	33.7844	33.7711	33.8231	33.7913	33.7804	33.68	33.7443	33.6655	33.6717	33.6804	33.5957	33.4994	33.4596	33.468	33.4063	33.3319	33.3759	33.4801	33.4852	33.1998	33.2297	33.4145	33.4303	33.7955	35.602
Tzo-AMvi_024_Ex1_L4_clmp.r1r2_fastp	36.4965	36.0018	35.9784	35.9462	35.9016	35.9168	35.9133	35.8593	35.8716	35.8123	35.75	35.7294	35.6996	35.6841	35.6706	35.6228	35.6212	35.6399	35.6	35.5623	35.5019	35.5044	35.5126	35.4686	35.4652	35.4156	35.4217	35.3546	35.3578	35.3178	35.299	35.2814	35.2738	35.2398	35.2379	35.2057	35.2065	35.1776	35.1304	35.1174	35.1157	35.073	35.0813	35.0759	35.0483	34.9881	34.9831	34.9368	34.9553	34.9419	34.9135	34.9012	34.8589	34.8518	34.8063	34.7837	34.8231	34.7588	34.7478	34.7674	34.7211	34.6665	34.7076	34.6463	34.601	34.6152	34.5976	34.558	34.6065	34.5718	34.48	34.4608	34.4819	34.4442	34.4427	34.363	34.3934	34.4076	34.3471	34.2781	34.2804	34.3028	34.2057	34.2364	34.1806	34.1956	34.2612	34.1904	34.1152	34.0972	34.1024	34.1399	34.0485	34.0071	34.0283	34.0271	33.9598	33.9715	33.9842	33.9153	33.9251	33.9252	33.9036	33.9002	33.8441	33.7987	33.881	33.8295	33.857	33.8948	33.7854	33.792	33.826	33.8237	33.8109	33.7079	33.7633	33.6745	33.7017	33.699	33.6466	33.5117	33.4667	33.5044	33.4611	33.3664	33.4061	33.5087	33.5	33.2217	33.2245	33.4381	33.4523	33.7994	35.6016
Tzo-AMvi_025_Ex1_L4_clmp.r1r2_fastp	36.5197	36.0401	36.0229	35.9861	35.9475	35.9684	35.9603	35.9082	35.926	35.8641	35.8078	35.7831	35.7608	35.7344	35.7227	35.6839	35.6789	35.6899	35.6549	35.6278	35.5713	35.5626	35.5809	35.5309	35.5335	35.4812	35.4924	35.4325	35.4296	35.3981	35.3721	35.372	35.3687	35.3276	35.3286	35.307	35.3016	35.2606	35.2166	35.2137	35.194	35.1603	35.1652	35.1531	35.1275	35.0628	35.0645	35.0247	35.0293	35.0191	34.9885	34.9635	34.9308	34.9083	34.8747	34.8438	34.8823	34.8144	34.8094	34.8046	34.771	34.7263	34.7459	34.6763	34.6499	34.6513	34.648	34.5851	34.6271	34.5826	34.499	34.4824	34.5007	34.4788	34.4711	34.3889	34.4366	34.4277	34.3648	34.2895	34.3216	34.3438	34.2459	34.2702	34.2165	34.2238	34.2961	34.2286	34.1384	34.126	34.1621	34.1901	34.0754	34.0666	34.0863	34.0903	34.044	34.0242	34.0331	33.9661	33.98	33.9728	33.9669	33.9675	33.91	33.866	33.9543	33.8942	33.921	33.949	33.843	33.8679	33.8991	33.8884	33.8648	33.8059	33.8507	33.7755	33.7734	33.7785	33.7149	33.6097	33.5667	33.5497	33.515	33.4496	33.4918	33.6044	33.6141	33.3245	33.3486	33.557	33.5466	33.8779	35.6196
Tzo-AMvi_026_Ex1_L4_clmp.r1r2_fastp	36.503	36.0006	35.982	35.9446	35.9059	35.9247	35.9284	35.8722	35.8889	35.8289	35.761	35.747	35.718	35.7053	35.6885	35.6542	35.653	35.6651	35.6221	35.5919	35.5441	35.5407	35.5488	35.5083	35.5186	35.4696	35.4744	35.4111	35.4234	35.3864	35.3616	35.3544	35.3573	35.3226	35.3197	35.2974	35.2995	35.255	35.2218	35.2097	35.203	35.1539	35.1441	35.1449	35.1201	35.0644	35.0723	35.0178	35.0402	35.0208	34.9997	34.9605	34.9266	34.9116	34.8866	34.8479	34.8891	34.8207	34.8208	34.8256	34.7917	34.7328	34.747	34.6979	34.6625	34.6693	34.6608	34.608	34.6669	34.619	34.5492	34.5092	34.5262	34.4775	34.479	34.4082	34.4622	34.4671	34.4075	34.3365	34.3602	34.3983	34.2915	34.2926	34.2694	34.2679	34.3351	34.2723	34.2054	34.1974	34.2233	34.2522	34.1621	34.1245	34.1577	34.1307	34.0879	34.0938	34.0879	34.0494	34.0662	34.062	34.0482	34.0439	33.9882	33.9374	34.0293	33.9791	33.9996	34.0588	33.9571	33.9617	33.9957	34.0069	34.0091	33.9068	33.9595	33.878	33.8908	33.9232	33.8354	33.7295	33.6726	33.7204	33.639	33.6268	33.6117	33.7571	33.7721	33.504	33.4906	33.7342	33.7151	34.0838	35.6784
Tzo-AMvi_027_Ex1_L4_clmp.r1r2_fastp	36.5112	36.0252	36.0065	35.9759	35.9327	35.9525	35.9498	35.8962	35.9119	35.854	35.793	35.7776	35.7523	35.7278	35.7093	35.6807	35.6706	35.6837	35.6441	35.6154	35.5594	35.5576	35.5603	35.516	35.519	35.4693	35.4844	35.4193	35.4228	35.3859	35.3584	35.3596	35.3538	35.3098	35.3139	35.2908	35.2749	35.2373	35.2088	35.1822	35.1759	35.1463	35.145	35.1364	35.1137	35.0565	35.0589	35.0122	35.0188	35.0066	34.9798	34.9575	34.9241	34.9072	34.8704	34.8448	34.8739	34.8115	34.808	34.8008	34.7748	34.7197	34.756	34.6986	34.6611	34.6688	34.6638	34.6042	34.6678	34.6154	34.5372	34.52	34.5403	34.5097	34.494	34.42	34.4742	34.4709	34.3952	34.3433	34.3604	34.3776	34.2731	34.2932	34.2584	34.2689	34.3422	34.2562	34.1908	34.1849	34.2068	34.248	34.1348	34.1008	34.1284	34.1106	34.0665	34.065	34.0696	34.0101	34.0327	34.0362	34.0067	34.003	33.9462	33.9207	33.9946	33.9464	33.9889	34.0402	33.9245	33.9229	33.9812	33.9637	33.9614	33.8463	33.9114	33.8241	33.8415	33.8364	33.7708	33.6682	33.6235	33.6414	33.5918	33.5507	33.5676	33.6599	33.7124	33.3995	33.4246	33.6218	33.6248	33.9691	35.6512
Tzo-AMvi_028_Ex1_L4_clmp.r1r2_fastp	36.5095	36.0272	36.0043	35.9774	35.9333	35.9507	35.9455	35.8944	35.9019	35.849	35.7869	35.7591	35.734	35.7155	35.7027	35.6636	35.6587	35.6732	35.6234	35.5983	35.5471	35.5294	35.5449	35.5008	35.5074	35.4547	35.4549	35.3961	35.3956	35.3593	35.3353	35.326	35.3241	35.2868	35.2945	35.2614	35.2601	35.2198	35.1876	35.1779	35.1613	35.1214	35.1157	35.1035	35.0836	35.0252	35.0336	34.9882	34.9951	34.9702	34.9524	34.9121	34.8828	34.858	34.8196	34.7879	34.8334	34.7724	34.7613	34.7649	34.7272	34.6628	34.6984	34.6174	34.5987	34.6006	34.6092	34.5508	34.6019	34.5494	34.4644	34.4421	34.4518	34.4153	34.4006	34.3282	34.3795	34.3891	34.3239	34.2566	34.2905	34.3111	34.197	34.2195	34.156	34.178	34.2512	34.1904	34.1184	34.0922	34.1096	34.16	34.0591	34.021	34.036	34.0071	33.9865	33.978	33.9884	33.9248	33.9523	33.9541	33.9133	33.9323	33.8666	33.8287	33.9113	33.8655	33.9007	33.9078	33.8237	33.8427	33.8839	33.893	33.8682	33.7678	33.8223	33.7137	33.7388	33.7589	33.6851	33.5599	33.5219	33.5491	33.4884	33.4364	33.4574	33.5796	33.579	33.2841	33.2829	33.4999	33.5252	33.8918	35.6141
Tzo-AMvi_029_Ex1_L4_clmp.r1r2_fastp	36.5189	36.037	36.011	35.9805	35.9331	35.9595	35.9506	35.9047	35.9159	35.8648	35.8083	35.7846	35.7588	35.7404	35.728	35.6901	35.6883	35.7007	35.6601	35.6321	35.5762	35.5761	35.584	35.5461	35.5432	35.4951	35.4922	35.4429	35.4435	35.4033	35.3955	35.396	35.3907	35.3506	35.3494	35.3217	35.3192	35.2833	35.2409	35.2378	35.2328	35.1948	35.2041	35.19	35.1603	35.0985	35.1094	35.0415	35.0682	35.0459	35.0169	34.9852	34.9617	34.9388	34.9199	34.8615	34.9142	34.8405	34.8346	34.8344	34.8029	34.7344	34.7764	34.6964	34.6866	34.6685	34.6711	34.5999	34.6629	34.6055	34.5303	34.4985	34.5352	34.492	34.4932	34.405	34.4588	34.4546	34.3849	34.328	34.3575	34.3656	34.2676	34.2839	34.2513	34.2368	34.3117	34.2587	34.1814	34.1594	34.1631	34.1993	34.1236	34.0963	34.1087	34.0973	34.0703	34.0603	34.0678	34.005	34.0294	34.0322	34.0175	34.0166	33.9539	33.9123	33.9878	33.9444	33.9542	34.033	33.9044	33.8954	33.9459	33.9827	33.9659	33.8491	33.9119	33.8238	33.8503	33.8685	33.7725	33.6832	33.6141	33.6721	33.5947	33.571	33.5888	33.7129	33.7397	33.4409	33.4428	33.6483	33.6774	33.9933	35.6835
