"","Position","C.T","G.A"
"1",1,0.88387807258049,0.549119138307252
"2",2,0.86192999685792,0.574376160834551
"3",3,0.836959949821598,0.600500156661036
"4",4,0.811465246637173,0.614584447162058
"5",5,0.789404536029604,0.612473699985991
"6",6,0.772365497420723,0.599359134456763
"7",7,0.758273064144974,0.585475729069228
"8",8,0.744526688467554,0.578523290152885
"9",9,0.731670999184974,0.575816775377574
"10",10,0.719939136346958,0.575738230981071
"11",11,0.709777949487722,0.576473105740821
"12",12,0.702217353182393,0.575410607192367
"13",-12,0.576889200636124,0.701366178512872
"14",-11,0.578872093770605,0.708517978618809
"15",-10,0.579791343508855,0.718016942972148
"16",-9,0.581679137914577,0.729138914347401
"17",-8,0.58547777422591,0.741767102359597
"18",-7,0.592466306295744,0.755695340675465
"19",-6,0.604871013991881,0.770414660174442
"20",-5,0.61669965429931,0.78800561119662
"21",-4,0.619063729247294,0.810244571301297
"22",-3,0.607545294270054,0.835626182342922
"23",-2,0.587169563102764,0.860401385279047
"24",-1,0.571074305306299,0.882209460442811
