
Analysis complete for Gmi-ABas_034-Ex1-b-cssl2.clmp.r2.fq.gz
Started analysis of Gmi-ABas_034-Ex1-b-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:10,554] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_048-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:10,554] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_005-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:10,555] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_046-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:10,555] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_093-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:10,575] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_005-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:10,583] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_005-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:10,673] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_029-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:10,694] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_017-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,701] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_017-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,809] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_084-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,816] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_084-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,908] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_058-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:10,927] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,935] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:11,029] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_057-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:11,031] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_068-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:11,050] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_073-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:11,058] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_073-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:11,155] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_046-Ex1-b-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:11,175] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_002-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,182] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_002-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,277] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_003-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:11,297] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_044-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:11,304] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_044-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:11,398] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_082-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:11,417] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_001-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:11,425] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_001-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:11,513] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_094-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:11,514] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_006-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:11,517] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_003-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:11,536] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_027-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:11,544] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_027-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:11,630] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_035-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:11,631] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_024-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:11,649] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_057-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,657] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_057-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,746] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_049-Ex1-b-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:11,747] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_080-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:11,747] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_071-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:11,767] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_058-Ex1-b-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,774] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_058-Ex1-b-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:11,886] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:11,894] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,001] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_091-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:12,009] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_091-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:12,118] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_018-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:12,126] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_018-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:12,214] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_055-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:12,233] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,241] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,331] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_029-Ex1-b-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:12,331] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_027-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:12,332] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_049-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:12,351] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_043-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,358] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_043-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,466] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_014-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:12,474] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_014-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:12,563] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_084-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:12,582] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_061-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,590] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_061-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,681] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_030-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:12,682] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_048-Ex1-b-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:12,682] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_095-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:12,701] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_005-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:12,709] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_005-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:12,816] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_028-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,823] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_028-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:12,911] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_047-Ex1-b-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:12,913] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_033-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:12,932] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_071-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:12,940] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_071-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:13,049] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_040-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:13,057] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_040-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:13,146] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_067-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:13,147] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_051-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:13,166] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_067-Ex1-cssl.clmp.r1_fastqc.html
