Sde-CVal_001	32621	140.915	3.52157	5057388	1256732	0.87509	24.8494
Sde-CVal_002	65737	140.525	4.81776	5057388	1848690	1.7611	36.5542
Sde-CVal_003	163875	142.957	7.84883	5057388	2872327	4.45772	56.7947
Sde-CVal_004	24801	136.416	3.63587	5057388	897601	0.645306	17.7483
Sde-CVal_005	152884	144.042	7.31578	5057388	2893732	4.18594	57.2179
Sde-CVal_007	6597	139.854	2.26576	5057388	392516	0.175851	7.76124
Sde-CVal_008	126881	143.785	6.55842	5057388	2672505	3.4657	52.8436
Sde-CVal_009	68981	142.536	4.75992	5057388	1988422	1.87147	39.3172
Sde-CVal_010	8664	138.761	2.42032	5057388	479117	0.229292	9.47361
Sde-CVal_011	101534	145.193	5.96453	5057388	2376545	2.80283	46.9915
Sde-CVal_012	121638	142.503	6.51111	5057388	2562894	3.29959	50.6762
Sde-CVal_013	7276	133.621	2.87189	5057388	327841	0.186168	6.48242
Sde-CVal_014	20995	138.917	3.38099	5057388	832008	0.556218	16.4513
Sde-CVal_015	6485	133.604	2.73871	5057388	306255	0.165845	6.0556
Sde-CVal_016	21881	132.777	3.78504	5057388	743832	0.556697	14.7078
Sde-CVal_020	37686	141.481	3.67609	5057388	1396598	1.01515	27.615
Sde-CVal_021	31976	140.818	3.66724	5057388	1182385	0.857377	23.3794
Sde-CVal_022	56315	139.845	4.62436	5057388	1642381	1.50176	32.4749
Sde-CVal_023	69828	142.691	5.13019	5057388	1870724	1.89765	36.9899
Sde-CVal_024	61550	142.186	4.67851	5057388	1802957	1.66789	35.65
Sde-CVal_025	18262	140.312	2.98815	5057388	827585	0.488977	16.3639
Sde-CVal_027	35030	137.94	3.90896	5057388	1192999	0.922094	23.5892
Sde-CVal_028	75420	138.844	5.37763	5057388	1879524	1.99854	37.1639
Sde-CVal_029	44718	141.947	3.9048	5057388	1563986	1.20755	30.9248
Sde-CVal_030	42249	139.798	4.07487	5057388	1398418	1.12674	27.651
Sde-CVal_032	67707	140.775	4.85069	5057388	1893635	1.81624	37.4429
Sde-CVal_033	120195	141.653	6.53012	5057388	2512270	3.24385	49.6752
Sde-CVal_034	63466	140.205	4.86288	5057388	1763521	1.6957	34.8702
Sde-CVal_035	37494	137.998	4.00284	5057388	1247070	0.987036	24.6584
Sde-CVal_038	21377	136.664	3.43921	5057388	820917	0.558254	16.232
Sde-CVal_040	49793	135.987	4.49864	5057388	1455302	1.29452	28.7758
Sde-CVal_044	34478	138.774	3.88658	5057388	1188228	0.913148	23.4949
Sde-CVal_047	18431	133.2	3.69473	5057388	643171	0.469876	12.7175
Sde-CVal_049	23488	140.994	3.15075	5057388	1013212	0.631231	20.0343
Sde-CVal_051	23092	136.559	3.45002	5057388	881938	0.601635	17.4386
Sde-CVal_053	61281	139.864	4.78906	5057388	1725889	1.63432	34.1261
Sde-CVal_056	33162	139.268	3.67042	5057388	1212896	0.880264	23.9827
Sde-CVal_057	10382	132.848	3.32208	5057388	401740	0.263894	7.94363
Sde-CVal_059	25923	139.962	3.31178	5057388	1056092	0.691571	20.8822
Sde-CVal_063	47442	138.908	4.29063	5057388	1482410	1.25766	29.3118
Sde-CVal_068	37302	140.232	3.716	5057388	1356546	0.996745	26.8231
Sde-CVal_071	32053	141.444	3.80269	5057388	1149174	0.864073	22.7227
Sde-CVal_077	33718	136.969	3.98867	5057388	1118305	0.881987	22.1123
