Sde-ATum_001	119749	130.586	39.2705	5057388	386555	3.00159	7.64337
Sde-ATum_002	272013	130.533	24.6265	5057388	1364530	6.64446	26.9809
Sde-ATum_003	218134	127.207	21.6707	5057388	1227762	5.26091	24.2766
Sde-ATum_004	204007	127.919	23.8795	5057388	1045855	4.93822	20.6797
Sde-ATum_007	219434	131.532	33.2523	5057388	823138	5.41213	16.276
Sde-ATum_008	229787	129.404	26.9281	5057388	1048441	5.58243	20.7309
Sde-ATum_009	238863	130.635	27.7952	5057388	1069074	5.87559	21.1389
Sde-ATum_010	201032	131.112	38.3135	5057388	650653	4.92918	12.8654
Sde-ATum_011	79228	126.072	15.5874	5057388	623641	1.92213	12.3313
Sde-ATum_012	189939	129.219	29.9327	5057388	783485	4.63714	15.4919
Sde-ATum_013	181590	125.957	18.4309	5057388	1198436	4.36752	23.6967
Sde-ATum_014	201334	128.62	29.4944	5057388	841703	4.90876	16.643
Sde-ATum_017	165926	125.763	24.2153	5057388	836382	4.00468	16.5378
Sde-ATum_018	287444	131.854	28.5879	5057388	1256505	7.10265	24.8449
Sde-ATum_019	156910	127.497	27.1527	5057388	715844	3.84331	14.1544
Sde-ATum_020	212963	131.733	22.9416	5057388	1161824	5.27033	22.9728
Sde-ATum_021	164060	127.283	25.1908	5057388	802673	3.99811	15.8713
Sde-ATum_022	134104	126.011	19.8325	5057388	828489	3.24891	16.3818
Sde-ATum_023	184722	128.456	18.4496	5057388	1249890	4.55966	24.7141
Sde-ATum_024	172623	130.935	20.6162	5057388	1055084	4.301	20.8622
Sde-ATum_025	144486	130.029	18.5162	5057388	984874	3.60584	19.474
Sde-ATum_026	225856	131.701	14.5487	5057388	1944951	5.59508	38.4576
Sde-ATum_027	256354	130.841	19.9522	5057388	1597916	6.30403	31.5957
Sde-ATum_029	231822	131.011	19.2984	5057388	1500352	5.72517	29.6665
Sde-ATum_030	168166	126.43	28.7807	5057388	713045	4.05781	14.0991
Sde-ATum_031	249496	131.824	25.0233	5057388	1239569	6.13323	24.5101
Sde-ATum_032	153704	127.625	23.6027	5057388	806714	3.76491	15.9512
Sde-ATum_033	267395	130.696	27.9701	5057388	1182458	6.53963	23.3808
Sde-ATum_034	275106	130.386	29.6112	5057388	1147234	6.7171	22.6843
Sde-ATum_035	119607	125.892	22.9572	5057388	637288	2.89287	12.6011
Sde-ATum_037	140079	125.419	20.1453	5057388	848516	3.37993	16.7778
Sde-ATum_038	296618	130.839	24.5609	5057388	1497507	7.27255	29.6103
Sde-ATum_039	192920	128.459	26.6053	5057388	895303	4.7099	17.7029
Sde-ATum_040	278258	130.541	26.9521	5057388	1267157	6.753	25.0556
Sde-ATum_041	144767	124.547	16.0134	5057388	1095461	3.4686	21.6606
Sde-ATum_042	138480	123.359	18.5884	5057388	894137	3.2864	17.6798
Sde-ATum_043	218595	132.607	20.281	5057388	1366380	5.47942	27.0175
Sde-ATum_044	278911	132.091	25.6286	5057388	1359851	6.89112	26.8884
Sde-ATum_045	253299	129.691	23.2239	5057388	1341719	6.16127	26.5299
Sde-ATum_047	126339	124.752	18.2212	5057388	841498	3.03182	16.639
Sde-ATum_048	181832	129.19	19.1683	5057388	1176986	4.46096	23.2726
