Sde-AGui_001	25235	110.628	5.23904	5057388	519492	0.538151	10.2719
Sde-AGui_002	10902	110.518	4.75704	5057388	246631	0.231984	4.87665
Sde-AGui_003	22423	112.752	5.8757	5057388	420014	0.487974	8.30496
Sde-AGui_004	22673	120.065	4.8735	5057388	542305	0.522587	10.723
Sde-AGui_005	5791	114.021	4.5263	5057388	141943	0.127037	2.80665
Sde-AGui_006	19990	111.914	5.13843	5057388	425302	0.432117	8.40952
Sde-AGui_007	24854	112.279	4.99621	5057388	546139	0.539532	10.7988
Sde-AGui_008	10015	109.697	4.19757	5057388	256047	0.212516	5.06283
Sde-AGui_009	16056	112.047	5.028	5057388	349552	0.347521	6.91171
Sde-AGui_010	18859	113.13	4.7417	5057388	439332	0.411908	8.68693
Sde-AGui_011	14723	111.427	4.96803	5057388	322036	0.316346	6.36763
Sde-AGui_012	3553	121.124	3.22662	5057388	129252	0.0824629	2.55571
Sde-AGui_013	3758	112.207	4.09397	5057388	100227	0.081134	1.98179
Sde-AGui_014	6579	112.922	4.97847	5057388	145558	0.143287	2.87813
Sde-AGui_015	12255	110.98	4.84774	5057388	273647	0.262303	5.41084
Sde-AGui_016	9551	110.767	4.34066	5057388	237803	0.204102	4.70209
Sde-AGui_017	11045	114.181	5.06077	5057388	242570	0.242732	4.79635
Sde-AGui_018	9832	111.33	4.81116	5057388	221791	0.210993	4.38549
Sde-AGui_019	12165	113.553	5.00426	5057388	269559	0.266727	5.33
Sde-AGui_020	7958	117.516	4.34655	5057388	208891	0.17953	4.13041
Sde-AGui_021	7564	111.99	5.07744	5057388	162671	0.163316	3.2165
Sde-AGui_022	23056	113.947	5.66991	5057388	452372	0.507161	8.94478
Sde-AGui_023	4844	110.428	3.52989	5057388	147917	0.103241	2.92477
Sde-AGui_024	26644	114.617	5.77244	5057388	514016	0.586691	10.1637
Sde-AGui_025	6406	113.783	4.41687	5057388	160822	0.140454	3.17994
Sde-AGui_026	7995	114.539	4.69163	5057388	190423	0.176651	3.76524
Sde-AGui_027	15444	115.174	6.33286	5057388	273928	0.343013	5.41639
Sde-AGui_028	2446	125.938	2.7634	5057388	107880	0.0589466	2.13312
Sde-AGui_029	2138	115.334	3.14414	5057388	76401	0.0474979	1.51068
Sde-AGui_030	7417	116.748	5.52736	5057388	153041	0.167263	3.02609
Sde-AGui_031	13194	111.326	4.69303	5057388	305643	0.283623	6.0435
Sde-AGui_032	21867	116.365	5.74522	5057388	431878	0.490616	8.53955
Sde-AGui_033	13620	114.706	4.80317	5057388	317778	0.301804	6.28344
Sde-AGui_034	4562	116.348	3.39517	5057388	152144	0.102139	3.00835
Sde-AGui_035	6734	113.078	4.79476	5057388	154815	0.146776	3.06117
