Sde-ABul_001	295211	124.434	24.1606	5057388	1433156	6.8466	28.3379
Sde-ABul_002	221688	120.479	19.1772	5057388	1345998	5.10391	26.6145
Sde-ABul_003	256725	122.61	23.2253	5057388	1282006	5.88742	25.3492
Sde-ABul_004	254145	122.423	15.6722	5057388	1909278	5.91661	37.7523
Sde-ABul_006	172659	122.02	18.9051	5057388	1039493	3.88574	20.5539
Sde-ABul_007	278050	120.79	24.7185	5057388	1285857	6.28476	25.4253
Sde-ABul_008	78857	118.22	11.9133	5057388	763501	1.79852	15.0967
Sde-ABul_009	218600	122.987	16.8113	5057388	1512865	5.02893	29.914
Sde-ABul_011	11123	118.407	5.73163	5057388	224228	0.254122	4.43367
Sde-ABul_014	199995	120.139	12.6454	5057388	1852103	4.63096	36.6217
Sde-ABul_016	236683	122.893	18.2345	5057388	1534897	5.5341	30.3496
Sde-ABul_017	264078	123.54	25.0969	5057388	1246364	6.18499	24.6444
Sde-ABul_018	137935	118.698	11.5424	5057388	1384474	3.15976	27.3753
Sde-ABul_019	232120	121.272	13.1617	5057388	2075232	5.40073	41.0337
Sde-ABul_020	116539	122.633	14.7472	5057388	943375	2.75085	18.6534
Sde-ABul_021	304985	123.825	27.9118	5057388	1281554	7.07292	25.3402
Sde-ABul_022	120169	121.196	14.8389	5057388	955953	2.80487	18.9021
Sde-ABul_024	88432	119.855	11.5822	5057388	892258	2.04341	17.6427
Sde-ABul_027	216868	121.527	15.4035	5057388	1649694	5.02454	32.6195
Sde-ABul_028	179834	121.374	13.861	5057388	1532485	4.20015	30.3019
Sde-ABul_029	243799	122.834	38.1901	5057388	751448	5.67445	14.8584
Sde-ABul_030	157338	118.631	13.2176	5057388	1377631	3.60047	27.24
Sde-ABul_031	136323	120.481	14.5935	5057388	1095102	3.16	21.6535
Sde-ABul_032	14376	117.445	5.73968	5057388	286808	0.325501	5.67107
Sde-ABul_034	115707	117.075	11.9427	5057388	1107586	2.61549	21.9004
Sde-ABul_035	214287	120.408	16.8563	5057388	1476600	4.92152	29.1969
Sde-ABul_039	302132	122.563	23.2605	5057388	1511266	6.95078	29.8823
Sde-ABul_040	342693	125.959	44.4689	5057388	910049	8.00193	17.9944
Sde-ABul_041	207589	120.657	15.4693	5057388	1557176	4.76302	30.7901
Sde-ABul_042	357578	123.22	26.4083	5057388	1572616	8.21177	31.0954
Sde-ABul_043	216185	119.046	16.0933	5057388	1544770	4.91567	30.5448
Sde-ABul_046	58266	116.111	9.97245	5057388	662555	1.30646	13.1007
Sde-ABul_047	183248	119.943	15.8249	5057388	1330411	4.16294	26.3063
Sde-ABul_049	140293	116.781	16.7561	5057388	954157	3.16131	18.8666
Sde-ABul_050	237309	121.095	23.3681	5057388	1178698	5.44628	23.3065
Sde-ABul_051	309266	120.187	22.6672	5057388	1561263	6.99758	30.8709
Sde-ABul_052	329658	123.881	38.387	5057388	998745	7.58076	19.7482
Sde-ABul_053	183304	119.674	14.6649	5057388	1458250	4.22849	28.8341
Sde-ABul_054	230316	119.521	13.7247	5057388	1926755	5.22881	38.0978
Sde-ABul_055	301641	123.742	21.2944	5057388	1653358	6.96155	32.6919
Sde-ABul_056	211258	120.034	20.4306	5057388	1190735	4.81028	23.5445
Sde-ABul_057	75240	114.961	11.2509	5057388	750984	1.67067	14.8492
Sde-ABul_058	286775	123.822	27.2818	5057388	1229914	6.6347	24.3192
Sde-ABul_059	217980	120.397	19.7303	5057388	1274257	4.97124	25.196
Sde-ABul_060	170320	118.026	16.1856	5057388	1204965	3.85635	23.8258
Sde-ABul_061	288154	120.42	21.8842	5057388	1509365	6.53129	29.8448
Sde-ABul_062	52295	112.238	7.45431	5057388	770467	1.13563	15.2345
Sde-ABul_063	373864	123.795	26.4727	5057388	1649743	8.63552	32.6205
Sde-ABul_065	153649	118.306	16.6466	5057388	1061185	3.49293	20.9829
Sde-ABul_066	553461	126.693	34.6688	5057388	1860453	12.7536	36.7868
Sde-ABul_067	387108	124.398	28.3889	5057388	1596193	8.95999	31.5616
Sde-ABul_068	172549	119.394	14.2798	5057388	1402112	3.95894	27.724
Sde-ABul_069	312369	123.558	33.3403	5057388	1092618	7.20297	21.6044
Sde-ABul_070	242501	120.743	24.9373	5057388	1128798	5.56595	22.3198
Sde-ABul_071	280336	122.79	21.9426	5057388	1484708	6.44174	29.3572
Sde-ABul_072	253747	122.151	19.8766	5057388	1492030	5.86399	29.502
Sde-ABul_073	244198	121.153	19.4362	5057388	1463246	5.62344	28.9328
Sde-ABul_074	279272	121.721	25.8766	5057388	1257041	6.43177	24.8555
Sde-ABul_075	263357	122.04	19.1372	5057388	1617079	6.11904	31.9746
Sde-ABul_076	224537	121.323	19.4272	5057388	1358233	5.21745	26.8564
Sde-ABul_077	276548	121.296	24.0933	5057388	1340727	6.3872	26.5103
Sde-ABul_078	364511	121.404	24.2614	5057388	1728401	8.29152	34.1758
Sde-ABul_079	208245	119.762	18.5994	5057388	1295582	4.76472	25.6176
Sde-ABul_080	275482	122.279	23.5801	5057388	1359236	6.33745	26.8762
Sde-ABul_081	214165	122.814	24.839	5057388	1019022	5.00485	20.1492
Sde-ABul_082	89153	119.057	13.6649	5057388	757530	2.04682	14.9787
Sde-ABul_083	66806	118.769	12.3853	5057388	624734	1.52994	12.3529
Sde-ABul_085	103639	119.719	11.0675	5057388	1093537	2.39308	21.6226
Sde-ABul_086	140535	121.093	11.5542	5057388	1436643	3.28218	28.4068
Sde-ABul_087	216305	121.632	17.596	5057388	1428426	4.96987	28.2443
Sde-ABul_089	214408	120.637	17.8771	5057388	1398550	4.94366	27.6536
Sde-ABul_090	308081	124.224	24.0602	5057388	1505261	7.16118	29.7636
Sde-ABul_091	257177	123.049	32.8963	5057388	924149	6.01122	18.2732
Sde-ABul_092	387182	128.287	35.3652	5057388	1314883	9.19469	25.9993
Sde-ABul_093	286977	124.211	23.9062	5057388	1412233	6.6756	27.9242
Sde-ABul_094	202133	122.835	22.3521	5057388	1067531	4.71816	21.1083
Sde-ABul_095	146355	123.196	18.9103	5057388	922294	3.44859	18.2366
Sde-ABul_096	165246	120.498	16.2661	5057388	1192888	3.83669	23.587
