Sde-CTum_001	109751	142.267	6.20972	5057388	2418439	2.96948	47.8199
Sde-CTum_002	168090	142.228	7.87465	5057388	2918893	4.54489	57.7154
Sde-CTum_003	151732	143.652	7.46826	5057388	2804086	4.1408	55.4453
Sde-CTum_004	147416	142.446	8.02086	5057388	2515924	3.99018	49.7475
Sde-CTum_005	117007	142.043	6.63254	5057388	2411383	3.16242	47.6804
Sde-CTum_006	162070	143.479	7.84796	5057388	2846895	4.41776	56.2918
Sde-CTum_007	133595	143.69	6.89339	5057388	2676223	3.64778	52.9171
Sde-CTum_008	118735	143.399	6.61984	5057388	2470269	3.23344	48.8448
Sde-CTum_009	189670	141.362	8.90734	5057388	2898080	5.10425	57.3039
Sde-CTum_010	164981	142.225	7.97603	5057388	2830635	4.46421	55.9703
Sde-CTum_011	155541	142.398	7.62876	5057388	2790893	4.20989	55.1845
Sde-CTum_012	131275	143.986	7.27503	5057388	2494133	3.5878	49.3166
Sde-CTum_013	294480	142.799	11.565	5057388	3495986	7.99446	69.1263
Sde-CTum_014	291867	141.346	11.5312	5057388	3445583	7.85617	68.1297
Sde-CTum_015	517399	144.914	17.5075	5057388	4107347	14.2187	81.2148
Sde-CTum_016	146671	143.499	7.359	5057388	2747791	3.99831	54.3322
Sde-CTum_017	158322	141.414	7.63301	5057388	2824617	4.26314	55.8513
Sde-CTum_018	169363	141.466	7.99691	5057388	2884166	4.56054	57.0288
Sde-CTum_019	354834	142.654	13.2511	5057388	3673681	9.62558	72.6399
Sde-CTum_020	169705	143.594	8.02637	5057388	2917788	4.6307	57.6936
Sde-CTum_021	431827	140.402	15.182	5057388	3851810	11.5629	76.162
Sde-CTum_022	299907	143.273	11.612	5057388	3556073	8.16491	70.3144
Sde-CTum_023	2726	140.676	2.28114	5057388	160740	0.0725019	3.17832
Sde-CTum_024	96885	143.482	5.97761	5057388	2233658	2.64009	44.1662
Sde-CTum_025	195882	142.74	8.8887	5057388	3024722	5.31615	59.808
Sde-CTum_026	148444	143.713	7.34667	5057388	2790085	4.05305	55.1685
Sde-CTum_027	220474	142.72	9.37799	5057388	3227374	5.98457	63.815
Sde-CTum_028	194443	143.158	8.66702	5057388	3086587	5.28959	61.0312
Sde-CTum_029	130823	142.948	6.79575	5057388	2644990	3.55415	52.2995
Sde-CTum_030	195901	143.865	8.74025	5057388	3098183	5.35432	61.2605
Sde-CTum_031	208812	143.678	9.2683	5057388	3110435	5.70026	61.5028
Sde-CTum_032	190943	143.58	8.77156	5057388	3003530	5.20934	59.389
Sde-CTum_033	176976	141.665	8.0992	5057388	2979225	4.77111	58.9084
Sde-CTum_034	112858	144.394	6.26161	5057388	2497738	3.09248	49.3879
Sde-CTum_035	237780	141.357	10.0308	5057388	3227794	6.40199	63.8233
Sde-CTum_036	162768	143.408	7.86469	5057388	2852842	4.43642	56.4094
Sde-CTum_037	235689	142.763	9.78214	5057388	3307857	6.39815	65.4064
Sde-CTum_038	157798	142.231	7.87857	5057388	2739356	4.26746	54.1654
Sde-CTum_039	363867	142.683	13.3711	5057388	3733564	9.87108	73.824
Sde-CTum_040	164158	144.203	8.71477	5057388	2606648	4.49171	51.5414
Sde-CTum_041	181658	141.851	8.56515	5057388	2894309	4.90178	57.2293
Sde-CTum_042	156422	142.36	7.73339	5057388	2768850	4.23392	54.7486
Sde-CTum_043	189507	143.053	8.58824	5057388	3035300	5.15442	60.0171
Sde-CTum_044	143044	142.845	7.65165	5057388	2565811	3.88198	50.7339
Sde-CTum_045	222092	142.759	9.49544	5057388	3212222	6.03107	63.5154
Sde-CTum_046	258434	143.623	10.4835	5057388	3400738	7.04942	67.243
Sde-CTum_047	168792	142.761	7.97308	5057388	2904950	4.57972	57.4397
Sde-CTum_048	223570	143.524	9.72877	5057388	3169681	6.09744	62.6743
Sde-CTum_049	109542	141.645	6.36028	5057388	2346716	2.95128	46.4017
Sde-CTum_050	62632	142.48	4.91263	5057388	1746190	1.69621	34.5275
Sde-CTum_051	150526	143.147	7.4729	5057388	2771488	4.09521	54.8008
Sde-CTum_052	127658	143.407	6.86284	5057388	2563771	3.47902	50.6936
Sde-CTum_053	215589	143.688	10.3707	5057388	2868722	5.88261	56.7234
Sde-CTum_054	194826	142.954	8.76508	5057388	3053161	5.29151	60.3703
Sde-CTum_055	168230	143.666	8.05398	5057388	2881649	4.58908	56.979
Sde-CTum_056	68068	142.573	5.10439	5057388	1827556	1.84454	36.1364
Sde-CTum_057	130977	142.326	6.92368	5057388	2590425	3.54635	51.2206
Sde-CTum_058	187357	143.209	8.72401	5057388	2955173	5.09768	58.4328
Sde-CTum_059	215252	143.702	9.36141	5057388	3173447	5.87417	62.7487
Sde-CTum_060	128077	142.6	6.98238	5057388	2515216	3.47258	49.7335
Sde-CTum_061	136206	143.852	7.2584	5057388	2594532	3.72369	51.3018
Sde-CTum_062	198568	144.166	8.67193	5057388	3171120	5.43754	62.7027
Sde-CTum_063	123665	144.285	6.78322	5057388	2525240	3.38698	49.9317
Sde-CTum_064	113614	145.031	7.94392	5057388	1988265	3.12308	39.3141
