"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0204765459982409,0.00889422969879573,9.21265600125759e-06,0.148786480595282,0.685099567052407,-20687.1465417806
"Std.",6.15842956174997e-05,9.85199928943495e-05,9.34552788862771e-06,0.00610391157469966,0.00247917471235878,1.70472838386302
"Acceptance ratio",0.1356,0.1405,0.1984,0.27594,0.20882,0.65722
"0%",0.0202335615456834,0.00851723094078848,3.74700163163098e-09,0.127236583416577,0.67492194701281,-20698.3768669514
"2.5%",0.0203552464575423,0.00870128075175619,2.38701463146425e-07,0.137045590198188,0.680212357295496,-20691.3837186573
"5%",0.0203763822653684,0.00873275357466319,4.72191163310013e-07,0.138878727455397,0.680949643502015,-20690.3598435095
"7.5%",0.0203885599264252,0.00875506453117058,6.76836481202907e-07,0.140090883284876,0.68148527641284,-20689.7791389648
"10%",0.0203978225250502,0.00877091667390938,9.73758078233609e-07,0.141055553090185,0.681898554246478,-20689.3927059738
"12.5%",0.0204063987114529,0.00878468449420768,1.22309411065351e-06,0.141830074849229,0.682222437882555,-20689.0852451509
"15%",0.0204125053362294,0.00879454040795173,1.55570975001985e-06,0.142405972284306,0.682509314946554,-20688.8364671519
"17.5%",0.0204190971509175,0.00880553439298029,1.80035833625745e-06,0.143010500719132,0.682758350633888,-20688.6215041482
"20%",0.0204243605319748,0.00881261586702536,2.10125973507835e-06,0.143610291106549,0.682981089351223,-20688.4207545525
"22.5%",0.0204304022358706,0.00882065906589147,2.35243984675904e-06,0.144092947894468,0.68321684972317,-20688.2338274563
"25%",0.0204356447384689,0.00882822352115722,2.6756135413092e-06,0.144610236755686,0.683433761146022,-20688.0622474045
"27.5%",0.0204398900706965,0.00883499878526569,2.93808309662706e-06,0.145097612921023,0.683626142024935,-20687.903037311
"30%",0.0204442443079558,0.00884106329234314,3.22325765172474e-06,0.145527209088153,0.683804881031607,-20687.7528434172
"32.5%",0.0204487973290761,0.00884804276934813,3.56574496319732e-06,0.145938145157017,0.684018106605343,-20687.6174980709
"35%",0.020452275157805,0.00885478990813394,3.90551491222873e-06,0.146313795680471,0.684191415593608,-20687.4862572241
"37.5%",0.0204559604200999,0.00886033706297957,4.2814834708821e-06,0.146691009876312,0.684374500151847,-20687.3606627201
"40%",0.0204595021664857,0.00886657741558992,4.65048522536859e-06,0.147115873912779,0.684517504892544,-20687.2356872734
"42.5%",0.02046355719536,0.00887366336922998,5.09202956449665e-06,0.147502720629394,0.684675096406996,-20687.1292228145
"45%",0.0204684525195832,0.00887918392029813,5.4761766097578e-06,0.147918543966888,0.684828739313365,-20687.0224113475
"47.5%",0.0204724672013814,0.00888585246774402,5.94814817537813e-06,0.148272456243618,0.684972993876619,-20686.9181424843
"50%",0.0204765147583733,0.00889089402449356,6.38483382360836e-06,0.148646035717769,0.685128247654776,-20686.8158546518
"52.5%",0.0204807156108413,0.00889764360852108,6.83552268412421e-06,0.148994482361141,0.68527853192086,-20686.7175199563
"55%",0.0204844034376708,0.00890485786063039,7.2926555523691e-06,0.149448065809217,0.685434326542688,-20686.6214549742
"57.5%",0.0204885090846027,0.0089105610942077,7.83228561632178e-06,0.149820873522254,0.685586439321209,-20686.5294153978
"60%",0.0204922316701893,0.00891645141400225,8.44588031883843e-06,0.150270728734435,0.685756650979641,-20686.4340618895
"62.5%",0.0204962540572432,0.00892216498685579,9.00018609671522e-06,0.150675080729625,0.685923892612652,-20686.3463419578
"65%",0.0204998973901715,0.00893069727762743,9.56789727137691e-06,0.151065694745494,0.686094142714549,-20686.2520719617
"67.5%",0.0205038923733484,0.00893702040163479,1.01443232051222e-05,0.151426930322686,0.686255220431267,-20686.1637750524
"70%",0.020507914474554,0.00894407911799719,1.09068983623499e-05,0.151893022080789,0.686413742264233,-20686.0708849951
"72.5%",0.0205126058582403,0.00895261085348076,1.17310492396007e-05,0.152342705963157,0.686606960846888,-20685.9856563093
"75%",0.0205180265406084,0.0089609900188614,1.268063938569e-05,0.15282618457661,0.686781135077002,-20685.9030768719
"77.5%",0.0205228165150262,0.00896943342084089,1.36466242301552e-05,0.153287346444878,0.686962807801052,-20685.8149696587
"80%",0.0205290723505781,0.00897644412109641,1.4637460034229e-05,0.153881670961736,0.687165349419236,-20685.7249800313
"82.5%",0.0205346538949753,0.00898580660405605,1.59827174485449e-05,0.154464578207705,0.687404096495082,-20685.6263168469
"85%",0.020540425148505,0.00899707185668459,1.75199835738366e-05,0.155200434434808,0.687627682178818,-20685.523127703
"87.5%",0.0205484267845885,0.00900884799634592,1.92143098794118e-05,0.155972715087023,0.687923861468627,-20685.407340713
"90%",0.0205570035666127,0.00902110332462677,2.13516075854131e-05,0.156754765201446,0.68824412780461,-20685.2866002559
"92.5%",0.0205664249015704,0.00903816242653521,2.39389785090049e-05,0.157685538547186,0.688624882399652,-20685.1567341234
"95%",0.0205793231789526,0.00906125496842468,2.75203466629187e-05,0.159009439829751,0.68914549792304,-20685.0113698595
"97.5%",0.020598051124054,0.00909089378082586,3.43406569785958e-05,0.161071527868372,0.689955992354988,-20684.8097160419
"100%",0.0206964443431211,0.00924603338559396,9.2332487570903e-05,0.174770831840317,0.694409537567304,-20684.2056715172
