pos	5pC>T
1	0.00448578494263773
2	0.00823377966225195
3	0.00531737452124818
4	0.00654739746425209
5	0.00720274604693039
6	0.0100365340352274
7	0.0114910897070175
8	0.00941078057196633
9	0.00951611801767831
10	0.0109077035230315
11	0.00870147255689424
12	0.00864306434375477
13	0.00941069809610154
14	0.00974420713128521
15	0.00948329474418754
16	0.00993265794020877
17	0.00967506938716533
18	0.0096881152212206
19	0.0101024845664933
20	0.00963040083289953
21	0.0112582203953007
22	0.0097599941238041
23	0.0112650773443725
24	0.0101101718487344
25	0.00988854462780236
