Sample	Passed Filter	Low Quality	Too Many N	Too short
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_fastp	26605348.0	1028526.0	1204.0	148594.0
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_fastp	39962008.0	1727972.0	1774.0	191208.0
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_fastp	26791020.0	1251658.0	1228.0	135626.0
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_fastp	51512458.0	1953002.0	2296.0	291186.0
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_fastp	22722120.0	1023616.0	954.0	144702.0
SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_fastp	35060680.0	1224130.0	1666.0	157628.0
SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_fastp	5452248.0	1117486.0	202.0	173570.0
SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_fastp	15099140.0	1190134.0	584.0	200160.0
SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_fastp	41870428.0	1321318.0	1836.0	216860.0
SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_fastp	21611302.0	761388.0	1038.0	115650.0
SdA01012_CKDL210020579-1a-AK7758-AK8488_HKGLMDSX2_L2_fastp	46012228.0	1234694.0	2274.0	163166.0
SdA01013_CKDL210020579-1a-AK7758-GC06_HKGLMDSX2_L2_fastp	45401980.0	1608470.0	2100.0	227524.0
SdA01014_CKDL210020579-1a-AK7758-AK4236_HKGLMDSX2_L2_fastp	39239570.0	1253132.0	1716.0	175214.0
SdA01015_CKDL210020579-1a-AK7758-AK10343_HKGLMDSX2_L2_fastp	35331678.0	1314122.0	1628.0	195688.0
SdA01016_CKDL210020579-1a-AK7758-AK4234_HKGLMDSX2_L2_fastp	30797576.0	1457104.0	1382.0	233304.0
SdA01017_CKDL210020579-1a-AK7758-GD06_HKGLMDSX2_L2_fastp	25579076.0	1624056.0	1124.0	325546.0
SdA01018_CKDL210020579-1a-AK7078-AK533_HKGLMDSX2_L2_fastp	43153954.0	1210874.0	1972.0	180228.0
SdA01019_CKDL210020579-1a-AK7078-AK7557_HKGLMDSX2_L2_fastp	36881646.0	1222840.0	1636.0	215936.0
SdA01020_CKDL210020579-1a-AK7078-AK8488_HKGLMDSX2_L2_fastp	32923246.0	860344.0	1582.0	105514.0
SdA01021_CKDL210020579-1a-AK7078-GC06_HKGLMDSX2_L2_fastp	41570802.0	1218204.0	1818.0	232944.0
SdA01022_CKDL210020579-1a-AK7078-AK4236_HKGLMDSX2_L2_fastp	30761470.0	1126062.0	1426.0	146774.0
SdA01023_CKDL210020579-1a-AK7078-AK10343_HKGLMDSX2_L2_fastp	36707684.0	1178954.0	1648.0	183090.0
SdA01024_CKDL210020579-1a-AK7078-AK4234_HKGLMDSX2_L2_fastp	13170682.0	927352.0	558.0	125190.0
SdA01025_CKDL210020579-1a-AK7078-GD06_HKGLMDSX2_L2_fastp	43001408.0	1037222.0	2034.0	176606.0
SdA01026_CKDL210020579-1a-AK9143-AK533_HKGLMDSX2_L2_fastp	22481322.0	912442.0	982.0	123492.0
SdA01027_CKDL210020579-1a-AK9143-AK7557_HKGLMDSX2_L2_fastp	24960200.0	1376176.0	1184.0	157012.0
SdA01028_CKDL210020579-1a-AK9143-AK8488_HKGLMDSX2_L2_fastp	8628994.0	348260.0	446.0	53518.0
SdA01029_CKDL210020579-1a-AK9143-GC06_HKGLMDSX2_L2_fastp	38378320.0	1541746.0	1690.0	214820.0
SdA01030_CKDL210020579-1a-AK9143-AK4236_HKGLMDSX2_L2_fastp	29980672.0	1106478.0	1370.0	162196.0
SdA01031_CKDL210020579-1a-AK9143-AK10343_HKGLMDSX2_L2_fastp	25802394.0	739432.0	1222.0	89130.0
SdA01032_CKDL210020579-1a-AK9143-AK4234_HKGLMDSX2_L2_fastp	13485752.0	577978.0	604.0	96678.0
SdA01033_CKDL210020579-1a-AK9143-GD06_HKGLMDSX2_L2_fastp	32740554.0	1052706.0	1408.0	161892.0
SdA01034_CKDL210020579-1a-5UDI225-AK533_HKGLMDSX2_L2_fastp	41844316.0	1248462.0	1846.0	214752.0
SdA01035_CKDL210020579-1a-5UDI225-AK7557_HKGLMDSX2_L2_fastp	28273090.0	1492470.0	1324.0	196990.0
SdA01036_CKDL210020579-1a-5UDI225-AK8488_HKGLMDSX2_L2_fastp	31836644.0	677394.0	1504.0	93968.0
SdA01037_CKDL210020579-1a-5UDI225-GC06_HKGLMDSX2_L2_fastp	27609386.0	1018408.0	1344.0	140366.0
SdA01038_CKDL210020579-1a-5UDI225-AK4236_HKGLMDSX2_L2_fastp	10705824.0	646636.0	482.0	110626.0
SdA01039_CKDL210020579-1a-5UDI225-AK10343_HKGLMDSX2_L2_fastp	32507534.0	1182700.0	1564.0	206484.0
SdA01040_CKDL210020579-1a-5UDI225-AK4234_HKGLMDSX2_L2_fastp	13621052.0	376532.0	668.0	61118.0
