Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sgr-AJol_001-Ex1-cssl.1	Sgr-AJol_001-Ex1-cssl.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27260590.0	0.0	150.0	45.0	31.76824609328735	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_001-Ex1-cssl.2	Sgr-AJol_001-Ex1-cssl.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27260590.0	0.0	150.0	45.0	33.51435389694857	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_002-Ex1-cssl.1	Sgr-AJol_002-Ex1-cssl.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11426958.0	0.0	150.0	45.0	35.38726608701055	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	fail	fail
Sgr-AJol_002-Ex1-cssl.2	Sgr-AJol_002-Ex1-cssl.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11426958.0	0.0	150.0	46.0	36.65104820436325	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_003-Ex1-cssl.1	Sgr-AJol_003-Ex1-cssl.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30213971.0	0.0	150.0	45.0	31.85505524362368	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	fail	fail
Sgr-AJol_003-Ex1-cssl.2	Sgr-AJol_003-Ex1-cssl.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30213971.0	0.0	150.0	45.0	33.51151409743164	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_004-Ex1-cssl.1	Sgr-AJol_004-Ex1-cssl.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24356783.0	0.0	150.0	45.0	35.1459209984286	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_004-Ex1-cssl.2	Sgr-AJol_004-Ex1-cssl.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24356783.0	0.0	150.0	45.0	36.34099240800077	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_005-Ex1-cssl.1	Sgr-AJol_005-Ex1-cssl.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15386179.0	0.0	150.0	45.0	32.20219242253198	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
Sgr-AJol_005-Ex1-cssl.2	Sgr-AJol_005-Ex1-cssl.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15386179.0	0.0	150.0	45.0	33.058343202235775	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
