pos	3pG>A
1	0.0229714176098216
2	0.0348049802527986
3	0.0218125891913075
4	0.0244678421520991
5	0.0225468350251712
6	0.0336149954325065
7	0.0367379139826924
8	0.0300741427247451
9	0.0321417820590006
10	0.0335673816438058
11	0.0260419370869523
12	0.0266291499267553
13	0.0294240853942346
14	0.0297939085581403
15	0.0279595571131718
16	0.0297334698951549
17	0.029141463872087
18	0.0285374085288923
19	0.028177344563263
20	0.0300171191382585
21	0.030751341541024
22	0.028655539991928
23	0.0302267002518892
24	0.0306727836091562
25	0.030304961093368
