"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0501171727100386,0.0400281738168777,0.000101105432996294,0.197075368840033,0.612703116605156,-16646.5469990932
"Std.",0.000138744540723506,0.000379844642346728,0.000100035078237828,0.0089389527453025,0.00211669299439625,1.74920531751618
"Acceptance ratio",0.16882,0.19618,0.1409,0.28152,0.19556,0.66658
"0%",0.0496043459376904,0.0385334733746882,7.79514331907563e-09,0.164336817527215,0.604041427267923,-16660.3734824376
"2.5%",0.049841608429663,0.0393212308258667,2.9682107894838e-06,0.179348736020628,0.608505909620456,-16650.786363396
"5%",0.0498872662899789,0.0394321838160377,5.75198260125726e-06,0.182346477160752,0.609185079216025,-16649.8677780837
"7.5%",0.0499123616560065,0.0394979927634406,8.44476689026577e-06,0.18419052905523,0.609623934596023,-16649.2997712467
"10%",0.0499395147153873,0.0395537914848449,1.145625477006e-05,0.185772453072376,0.609980530198534,-16648.8696214286
"12.5%",0.0499582140357676,0.0396023246019199,1.3858767436554e-05,0.186822964659405,0.610297203456938,-16648.5490392048
"15%",0.0499733371788605,0.0396411896570246,1.6826971413536e-05,0.187751090786176,0.610545872344647,-16648.2760031118
"17.5%",0.0499889469859153,0.0396743682435974,1.91829926240324e-05,0.188609564190168,0.610750914204124,-16648.0333187272
"20%",0.0500027742369676,0.039708202327656,2.21743319041712e-05,0.189519890538788,0.610952863003897,-16647.8284904472
"22.5%",0.0500144008884897,0.039739348135274,2.51312094408591e-05,0.190412026332864,0.611146885566746,-16647.6433177873
"25%",0.0500257932637583,0.0397693340040948,2.80421250166754e-05,0.191145169211402,0.611328449735019,-16647.4665184364
"27.5%",0.0500369883745427,0.0397941354077231,3.1464023265747e-05,0.191813732047466,0.611464766545822,-16647.3050396197
"30%",0.0500479813855895,0.0398199513196787,3.54867119849339e-05,0.192457328360053,0.61163034405509,-16647.1581281764
"32.5%",0.0500576869430791,0.0398491225278472,3.89638985983261e-05,0.193093354172365,0.611765498402223,-16647.0176212414
"35%",0.0500677397965269,0.0398737948834223,4.3859777663638e-05,0.193671259103714,0.611885407694755,-16646.8908192977
"37.5%",0.050076705982541,0.0398997689674101,4.74889053925798e-05,0.194247568780295,0.612005651609759,-16646.7675599343
"40%",0.0500859416073097,0.0399241521794807,5.17288258701462e-05,0.194861199470411,0.612139114913502,-16646.6476166687
"42.5%",0.0500930977174516,0.0399445658823578,5.61195725917128e-05,0.195419202433136,0.612298077149737,-16646.5368571378
"45%",0.0501015076023027,0.0399696145557484,5.98771833825307e-05,0.195917362712946,0.612434932738708,-16646.4316968455
"47.5%",0.0501104690407157,0.0399959039520592,6.39975021996922e-05,0.19657714039642,0.612570049426125,-16646.3262870438
"50%",0.0501187680119647,0.0400170550786596,6.79818693167671e-05,0.19723120117832,0.612712528773398,-16646.222711959
"52.5%",0.0501256493176841,0.0400430009957865,7.38499946534962e-05,0.197868942570231,0.612826711522567,-16646.1254201344
"55%",0.0501348804786556,0.040064438125168,7.90919518753156e-05,0.198378055512015,0.612961538939231,-16646.0214734476
"57.5%",0.05014313066316,0.040084559508838,8.57906351198782e-05,0.198932808878018,0.613108762780519,-16645.9197513636
"60%",0.0501511698175331,0.0401108174370206,9.32826622541605e-05,0.199445808150507,0.613222276870772,-16645.8271472249
"62.5%",0.0501614648784445,0.0401364160937582,9.95598462647284e-05,0.199983733520014,0.613336072053423,-16645.7286843569
"65%",0.0501705734210947,0.0401630710996403,0.000108154217435959,0.200556811728744,0.613474855522319,-16645.634114534
"67.5%",0.0501795713536763,0.0401857061121521,0.000114589277144069,0.201090164738146,0.613619799251658,-16645.5407215061
"70%",0.0501885652003296,0.0402137633381473,0.000121451173224621,0.201720720436294,0.613771575999588,-16645.4396473051
"72.5%",0.050199684582205,0.0402417887439958,0.000131852249259468,0.202401476049192,0.61392352775249,-16645.3493786041
"75%",0.0502096333171485,0.0402746847127535,0.000142040467601706,0.203003701968056,0.614106811935899,-16645.2568847091
"77.5%",0.0502202957435548,0.0403092867881507,0.000153194296362326,0.203707673902631,0.614291611296199,-16645.1591176622
"80%",0.0502298929547555,0.040344739549612,0.000165024933386022,0.204456773585905,0.614479675474228,-16645.0696165288
"82.5%",0.0502422107747549,0.0403787538557912,0.000178140300453581,0.205269618479857,0.614685397558864,-16644.9661150768
"85%",0.0502544565245304,0.0404131168254574,0.000192714986791692,0.206158699704748,0.614900536554409,-16644.8567162031
"87.5%",0.0502712496021224,0.0404534289939799,0.000211590544145254,0.207073487340304,0.615118872511819,-16644.7472138069
"90%",0.0502933803806185,0.0405085528397219,0.000235106213688198,0.208227836775237,0.615423997015378,-16644.6347961348
"92.5%",0.0503154862747046,0.0405718940730879,0.000264297800168759,0.209803765302621,0.61579306438237,-16644.5111759276
"95%",0.050347719526042,0.0406658957253026,0.00030685162843999,0.211807490734111,0.616190723630696,-16644.3693047018
"97.5%",0.0503945448123053,0.040807826927982,0.00036841901663983,0.214841047113772,0.616911881658131,-16644.1800423928
"100%",0.0506481733510667,0.0417174114001558,0.000917375328077025,0.231760720224843,0.620717087964684,-16643.6431965741
