"","Position","C.T","G.A"
"1",1,0.586312054461089,0.453136820343204
"2",2,0.61014932239368,0.493691815516508
"3",3,0.619214189409182,0.534511961506855
"4",4,0.623587254132739,0.566197823318005
"5",5,0.63096795695923,0.583933366201482
"6",6,0.640974101008827,0.591930935018444
"7",7,0.650495449651835,0.595738841001628
"8",8,0.655240625402953,0.60207387253297
"9",9,0.656965156466647,0.609549125058726
"10",10,0.655559557966554,0.618701712827537
"11",11,0.652771190473593,0.627603253934072
"12",12,0.650517952122632,0.634437931225447
"13",-12,0.646268727852589,0.638827353213702
"14",-11,0.63847874884543,0.64227338506203
"15",-10,0.629003306638826,0.64584490789038
"16",-9,0.619760297709494,0.647517971992319
"17",-8,0.612214126398715,0.645930841206134
"18",-7,0.605716966028752,0.641311847211963
"19",-6,0.600818103693397,0.632564823351847
"20",-5,0.591904655065164,0.623258463653081
"21",-4,0.574197799087637,0.615863823369059
"22",-3,0.544101324740922,0.610405815460028
"23",-2,0.505283595236291,0.60015627721735
"24",-1,0.465850936224853,0.575530078248885
