pos	5pC>T
1	0.0247320102364037
2	0.0378076916405017
3	0.0230198001439201
4	0.0241943158028294
5	0.0228196830138578
6	0.0342271752653731
7	0.0380623403837339
8	0.0300844965799003
9	0.0328147935172435
10	0.0340515002764328
11	0.0266679481871414
12	0.0268480659984803
13	0.029345565179597
14	0.029391815509835
15	0.0284071563438264
16	0.0294625487331338
17	0.0295564191381723
18	0.0289842506030175
19	0.0280292822076704
20	0.0298388545629233
21	0.0310615979240002
22	0.0294523590443253
23	0.030639171999684
24	0.0308862380914258
25	0.0310297315163631
