Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Ssp-AAtu_005-Ex1-cssl.1	66.4019499417651	46.0	150.0	18.181818181818183	851934.0
Ssp-AAtu_005-Ex1-cssl.2	65.5780419471479	46.0	150.0	18.181818181818183	851934.0
Ssp-AAtu_006-Ex1-cssl.1	72.31014535501959	48.0	150.0	18.181818181818183	579915.0
Ssp-AAtu_006-Ex1-cssl.2	71.79657974104084	48.0	150.0	27.27272727272727	579915.0
Ssp-AAtu_007-Ex1-cssl.1	70.84654441702763	53.0	150.0	27.27272727272727	633814.0
Ssp-AAtu_007-Ex1-cssl.2	70.12973893970664	53.0	150.0	27.27272727272727	633814.0
Ssp-AAtu_008-Ex1-cssl.1	59.898821860203576	43.0	150.0	18.181818181818183	800810.0
Ssp-AAtu_008-Ex1-cssl.2	59.75463894636102	43.0	150.0	18.181818181818183	800810.0
Ssp-AAtu_009-Ex1-cssl.1	66.01256494848968	44.0	150.0	18.181818181818183	1255803.0
Ssp-AAtu_009-Ex1-cssl.2	65.91818381886462	44.0	150.0	18.181818181818183	1255803.0
Ssp-AAtu_011-Ex1-cssl.1	71.91051538487218	55.0	150.0	27.27272727272727	543564.0
Ssp-AAtu_011-Ex1-cssl.2	71.08949878587427	55.0	150.0	27.27272727272727	543564.0
Ssp-AAtu_012-Ex1-cssl.1	72.60897203863689	55.0	150.0	27.27272727272727	639223.0
Ssp-AAtu_012-Ex1-cssl.2	71.84229033337098	55.0	150.0	27.27272727272727	639223.0
Ssp-AAtu_013-Ex1-cssl.1	64.2930278600914	46.0	150.0	27.27272727272727	1028741.0
Ssp-AAtu_013-Ex1-cssl.2	63.653784257631244	45.0	150.0	27.27272727272727	1028741.0
Ssp-AAtu_014-Ex1-cssl.1	74.88335347696392	53.0	150.0	27.27272727272727	738559.0
Ssp-AAtu_014-Ex1-cssl.2	74.1600609331216	52.0	150.0	27.27272727272727	738559.0
Ssp-AAtu_015-Ex1-cssl.1	69.2215961980252	50.0	150.0	18.181818181818183	414872.0
Ssp-AAtu_015-Ex1-cssl.2	68.58370941981403	50.0	150.0	18.181818181818183	414872.0
Ssp-AAtu_016-Ex1-cssl.1	71.2353609824809	52.0	150.0	27.27272727272727	345737.0
Ssp-AAtu_016-Ex1-cssl.2	70.93181225914591	52.0	150.0	27.27272727272727	345737.0
Ssp-AAtu_017-Ex1-cssl.1	71.42062607052709	56.0	150.0	27.27272727272727	540622.0
Ssp-AAtu_017-Ex1-cssl.2	70.44274123805278	56.0	150.0	27.27272727272727	540622.0
Ssp-AAtu_018-Ex1-cssl.1	72.21234387202017	53.0	150.0	27.27272727272727	543720.0
Ssp-AAtu_018-Ex1-cssl.2	71.51973655501308	53.0	150.0	27.27272727272727	543720.0
Ssp-AAtu_019-Ex1-cssl.1	63.714976273730194	43.0	150.0	18.181818181818183	867497.0
Ssp-AAtu_019-Ex1-cssl.2	63.547810194741075	43.0	150.0	18.181818181818183	867497.0
