"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0160165651640397,0.0031829393674268,9.68843220615104e-06,0.242769625371484,0.582538552862771,-33585.613229822
"Std.",3.71087254646969e-05,4.3018949057728e-05,9.1851017160293e-06,0.013655371601161,0.00166722997390753,1.72616809030919
"Acceptance ratio",0.16292,0.12826,0.10692,0.17588,0.2809,0.61106
"0%",0.0158757581807005,0.00300181517152494,1.32317551681596e-08,0.188107656591681,0.576235311693818,-33597.5497682344
"2.5%",0.0159449266923421,0.00310213227221029,3.97060653362503e-07,0.215480291590827,0.579284981316284,-33589.8551514688
"5%",0.0159559869126426,0.00311659287449046,6.44949483652215e-07,0.220071347013741,0.579826374988872,-33588.9096491815
"7.5%",0.0159626865659846,0.00312407320720087,9.7751320440647e-07,0.223114789351507,0.580189735159991,-33588.3451710653
"10%",0.0159689554050444,0.00312985258013197,1.30661586793295e-06,0.225296553980103,0.580422311578645,-33587.8864971605
"12.5%",0.0159736635700721,0.00313461064350508,1.56701337439849e-06,0.227242326314632,0.580622555341351,-33587.5585355444
"15%",0.015978327597808,0.0031396875881339,1.81340398708981e-06,0.228894854080618,0.580803841855486,-33587.2857951042
"17.5%",0.0159817675110891,0.0031430370804172,2.09063935959467e-06,0.230306930036923,0.580979670527225,-33587.0691238651
"20%",0.0159850762033893,0.00314627870825022,2.40825055020887e-06,0.231342370109997,0.581143255557144,-33586.852101363
"22.5%",0.0159886846686137,0.00314959190053335,2.68467622962348e-06,0.232472386920866,0.581284850840789,-33586.6682594337
"25%",0.0159913663518228,0.00315294549725735,3.04824870207258e-06,0.233563651220789,0.581408136936448,-33586.504534755
"27.5%",0.0159941004832271,0.00315570255645731,3.35042214232824e-06,0.234671195093365,0.581545856083415,-33586.3378719239
"30%",0.0159966482374447,0.00315922961949125,3.72183056288826e-06,0.235644074458338,0.581671313418115,-33586.1951799966
"32.5%",0.0159991176776519,0.0031625884201844,4.14395620698066e-06,0.236643703104802,0.581792333129841,-33586.0610521752
"35%",0.0160020768553055,0.00316560869261822,4.46752526532078e-06,0.237616970361797,0.581888870134365,-33585.9268307972
"37.5%",0.0160045653292754,0.00316840142439246,4.71895039863045e-06,0.238459317594103,0.581990492107699,-33585.8027953252
"40%",0.016006862159117,0.00317099623629499,5.08973077921753e-06,0.239325125352001,0.58210720064222,-33585.6989226111
"42.5%",0.0160093483528311,0.0031738148668477,5.57426408336896e-06,0.24025441322113,0.582224011774258,-33585.5880112879
"45%",0.0160114857951815,0.00317608432545571,6.09203545531935e-06,0.240951188158779,0.582322301394854,-33585.4845990454
"47.5%",0.016014089792036,0.00317857451096514,6.53428458567204e-06,0.241709341595231,0.582418343854549,-33585.3863742225
"50%",0.0160166903299522,0.00318143690641888,7.05028414762067e-06,0.242654801457337,0.582531590827383,-33585.2909985638
"52.5%",0.0160194437571814,0.00318400784175735,7.57943498909071e-06,0.243546806186752,0.582642880082109,-33585.1955108286
"55%",0.0160214740191649,0.00318649805227185,8.06709841034968e-06,0.24440629763965,0.582745946838864,-33585.1014045055
"57.5%",0.01602402472844,0.0031894055604523,8.63155735995251e-06,0.245255025495764,0.582862460889592,-33585.0080848633
"60%",0.0160259508885581,0.00319247153258229,9.12476727890367e-06,0.246082187115451,0.582963326434133,-33584.919481379
"62.5%",0.0160287719667909,0.00319569634981878,9.68880167715055e-06,0.247161468398371,0.583076600596203,-33584.8308946959
"65%",0.0160312497234614,0.00319881752973442,1.03822064079011e-05,0.248089508729831,0.583175297929905,-33584.7367181332
"67.5%",0.0160334088156822,0.00320155100558057,1.1076027189215e-05,0.248997159541798,0.583288369494982,-33584.6428517049
"70%",0.0160359578814325,0.0032044908437038,1.19681213295383e-05,0.249909825982679,0.583413954506689,-33584.5555744322
"72.5%",0.0160385463315704,0.00320820092769491,1.27027662640651e-05,0.250877392407299,0.583528014657975,-33584.4557606945
"75%",0.0160413697206663,0.00321125821449,1.35513802084292e-05,0.251923076146366,0.583657347764643,-33584.3675118096
"77.5%",0.0160440883430263,0.00321497086121496,1.46099449385679e-05,0.252917032360253,0.58379537893483,-33584.2709256904
"80%",0.0160468868657735,0.0032188860668243,1.57960814643223e-05,0.254132413890916,0.583942653039518,-33584.1709068807
"82.5%",0.0160504545637505,0.00322281717460581,1.67185537343885e-05,0.255308139680619,0.584119137451131,-33584.0766170806
"85%",0.0160541896635746,0.00322734261102054,1.7856410066427e-05,0.256576524558287,0.584276645518707,-33583.9662202229
"87.5%",0.0160584915444792,0.00323313835712898,1.96572632239618e-05,0.258021086212078,0.584477886179514,-33583.8471061415
"90%",0.0160633833874857,0.00323949612953644,2.17321613611275e-05,0.260040210929158,0.584682936547564,-33583.7286767964
"92.5%",0.0160697263002831,0.00324621588177272,2.38616373289588e-05,0.26236641949033,0.584948082534125,-33583.591405677
"95%",0.0160780045262668,0.00325535742206062,2.7413106505139e-05,0.265136956061493,0.585271434845348,-33583.4423297446
"97.5%",0.0160897746108526,0.00327198351830867,3.34535887396695e-05,0.26991210936718,0.585830939586298,-33583.2443268728
"100%",0.0161849539432233,0.0033434777471694,0.000102322885733326,0.296779933721811,0.588675496173849,-33582.709769264
