Sequence_Name	Extraction_ID
SsC0100801A	Ssp-CGub_008-Ex1-cssl
SsC0103601B	Ssp-CGub_036-Ex1-cssl
SsC0103201C	Ssp-CGub_032-Ex1-cssl
SsC0107001D	Ssp-CGub_070-Ex1-cssl
SsC0106601E	Ssp-CGub_066-Ex1-cssl
SsC0100601F	Ssp-CGub_006-Ex1-cssl
SsC0100401G	Ssp-CGub_004-Ex1-cssl
SsC0101602A	Ssp-CGub_016-Ex1-cssl
SsC0101302B	Ssp-CGub_013-Ex1-cssl
SsC0101102D	Ssp-CGub_011-Ex1-cssl
SsC0100902F	Ssp-CGub_009-Ex1-cssl
SsC0102102G	Ssp-CGub_021-Ex1-cssl
SsC0103102H	Ssp-CGub_031-Ex1-cssl
SsC0103003A	Ssp-CGub_030-Ex1-cssl
SsC0103803B	Ssp-CGub_038-Ex1-cssl
SsC0103503C	Ssp-CGub_035-Ex1-cssl
SsC0103303D	Ssp-CGub_033-Ex1-cssl
SsC0104303E	Ssp-CGub_043-Ex1-cssl
SsC0104203F	Ssp-CGub_042-Ex1-cssl
SsC0104103G	Ssp-CGub_041-Ex1-cssl
SsC0105503H	Ssp-CGub_055-Ex1-cssl
SsC0105404A	Ssp-CGub_054-Ex1-cssl
SsC0105304B	Ssp-CGub_053-Ex1-cssl
SsC0105104C	Ssp-CGub_051-Ex1-cssl
SsC0105004D	Ssp-CGub_050-Ex1-cssl
SsC0105804F	Ssp-CGub_058-Ex1-cssl
SsC0105704G	Ssp-CGub_057-Ex1-cssl
SsC0108004H	Ssp-CGub_080-Ex1-cssl
SsC0107805A	Ssp-CGub_078-Ex1-cssl
SsC0107705B	Ssp-CGub_077-Ex1-cssl
SsC0107605C	Ssp-CGub_076-Ex1-cssl
SsC0107305D	Ssp-CGub_073-Ex1-cssl
SsC0109105G	Ssp-CGub_091-Ex1-cssl
SsC0109005H	Ssp-CGub_090-Ex1-cssl
SsC0108906A	Ssp-CGub_089-Ex1-cssl
SsC0103906B	Ssp-CGub_039-Ex1-cssl
SsC0106506D	Ssp-CGub_065-Ex1-cssl
SsC0102206F	Ssp-CGub_022-Ex1-cssl
SsC0101506G	Ssp-CGub_015-Ex1-cssl
SsC0101406H	Ssp-CGub_014-Ex1-cssl
SsC0102407A	Ssp-CGub_024-Ex1-cssl
SsC0102707B	Ssp-CGub_027-Ex1-cssl
SsC0104007C	Ssp-CGub_040-Ex1-cssl
SsC0105607E	Ssp-CGub_056-Ex1-cssl
SsC0105207F	Ssp-CGub_052-Ex1-cssl
SsC0104907G	Ssp-CGub_049-Ex1-cssl
SsC0106107H	Ssp-CGub_061-Ex1-cssl
SsC0105908A	Ssp-CGub_059-Ex1-cssl
SsC0106708B	Ssp-CGub_067-Ex1-cssl
SsC0108508C	Ssp-CGub_085-Ex1-cssl
SsC0108208D	Ssp-CGub_082-Ex1-cssl
SsC0109608E	Ssp-CGub_096-Ex1-cssl
SsC0109508F	Ssp-CGub_095-Ex1-cssl
SsC0109408G	Ssp-CGub_094-Ex1-cssl
SsC0109208H	Ssp-CGub_092-Ex1-cssl
SsA0100504E	Ssp-AAtu_005-Ex1-cssl
SsA0100601A	Ssp-AAtu_006-Ex1-cssl
SsA0100701B	Ssp-AAtu_007-Ex1-cssl
SsA0100804G	Ssp-AAtu_008-Ex1-cssl
SsA0100904E	Ssp-AAtu_009-Ex1-cssl
SsA0101101C	Ssp-AAtu_011-Ex1-cssl
SsA0101201D	Ssp-AAtu_012-Ex1-cssl
SsA0101306F	Ssp-AAtu_013-Ex1-cssl
SsA0101401E	Ssp-AAtu_014-Ex1-cssl
SsA0101504F	Ssp-AAtu_015-Ex1-cssl
SsA0101601F	Ssp-AAtu_016-Ex1-cssl
SsA0101701G	Ssp-AAtu_017-Ex1-cssl
SsA0101801H	Ssp-AAtu_018-Ex1-cssl
SsA0101904H	Ssp-AAtu_019-Ex1-cssl
SsA0102004B	Ssp-AAtu_020-Ex1-cssl
SsA0102104C	Ssp-AAtu_021-Ex1-cssl
SsA0102202A	Ssp-AAtu_022-Ex1-cssl
SsA0102305D	Ssp-AAtu_023-Ex1-cssl
SsA0102405C	Ssp-AAtu_024-Ex1-cssl
SsA0102502B	Ssp-AAtu_025-Ex1-cssl
