pos	3pG>A
1	0.00697942193630898
2	0.00727522730940386
3	0.00544509317216451
4	0.00628107772405199
5	0.0076753898787044
6	0.00990510586752368
7	0.00981308114223248
8	0.00890651267449852
9	0.00925737065631608
10	0.00947566987316443
11	0.00921531730909579
12	0.00913439680562968
13	0.00928128786988364
14	0.00941785873015249
15	0.00934286029894827
16	0.00918610775474796
17	0.00911521827760146
18	0.00960160789620314
19	0.00932545542115184
20	0.00924172067052347
21	0.0103509629562192
22	0.00935474781628628
23	0.0119924776643108
24	0.00964286203274661
25	0.00929543710898262
