"","Position","C.T","G.A"
"1",1,0.367272627188618,0.364173734562438
"2",2,0.395493737435363,0.384685424954729
"3",3,0.413130345040381,0.405710596165274
"4",4,0.432996049905675,0.416908108009976
"5",5,0.456713556817066,0.417706382656974
"6",6,0.474837737017343,0.419089079744011
"7",7,0.485810595558461,0.424635467924105
"8",8,0.491427080795558,0.433407757221892
"9",9,0.495235393977641,0.441735718408542
"10",10,0.495757286249308,0.451749650424206
"11",11,0.492100686937527,0.464495155201413
"12",12,0.485388496915836,0.478484802999687
"13",-12,0.487756650343781,0.476111115491284
"14",-11,0.477784223946693,0.479057292061549
"15",-10,0.470118748737361,0.478292352145752
"16",-9,0.463717343688918,0.474753215989339
"17",-8,0.455119615449723,0.471359918129759
"18",-7,0.441253784225948,0.470342072102066
"19",-6,0.42749717722288,0.466299004122308
"20",-5,0.421047410624987,0.452656563244257
"21",-4,0.419481196329048,0.430102987921997
"22",-3,0.408547901162805,0.410185793968736
"23",-2,0.387107830547255,0.392862769207572
"24",-1,0.36380710733679,0.367521921965096
