file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_005-Ex1-cssl.1.fq.gz	851934	824340	313430	309970	257181	248036	3.23898	61.9781	1.10391	17.0304	3.55586	70.8855
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_005-Ex1-cssl.2.fq.gz	851934	824340	313430	309970	257089	248036	3.23898	61.9781	1.10391	17.06	3.52135	70.8855
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_006-Ex1-cssl.1.fq.gz	579915	568502	186480	184542	142873	138601	1.96805	67.198	1.03925	22.5797	2.99007	76.0998
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_006-Ex1-cssl.2.fq.gz	579915	568502	186480	184542	142872	138601	1.96805	67.198	1.03925	22.5802	2.98939	76.0998
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_007-Ex1-cssl.1.fq.gz	633814	619139	217391	214836	104080	98767	2.31535	64.8882	1.1753	51.5537	5.10473	84.417
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_007-Ex1-cssl.2.fq.gz	633814	619139	217391	214836	104515	98767	2.31535	64.8882	1.1753	51.3513	5.49969	84.417
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_008-Ex1-cssl.1.fq.gz	800810	786786	334231	331650	269947	262046	1.75123	57.5195	0.77222	18.6049	2.92687	67.2774
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_008-Ex1-cssl.2.fq.gz	800810	786786	334231	331650	269908	262046	1.75123	57.5195	0.77222	18.6166	2.91284	67.2774
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_009-Ex1-cssl.1.fq.gz	1255803	1225312	462882	458029	364505	351984	2.42801	62.2233	1.04843	20.4188	3.43507	71.9714
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_009-Ex1-cssl.2.fq.gz	1255803	1225312	462882	458029	364612	351984	2.42801	62.2233	1.04843	20.3954	3.46341	71.9714
