file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_005-Ex1-cssl.1.fq.gz	851934	824340	313430	309970	257181	248036	96.761	38.0219	98.8961	82.9696	96.4441	29.1145
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_005-Ex1-cssl.2.fq.gz	851934	824340	313430	309970	257089	248036	96.761	38.0219	98.8961	82.94	96.4787	29.1145
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_006-Ex1-cssl.1.fq.gz	579915	568502	186480	184542	142873	138601	98.032	32.802	98.9607	77.4203	97.0099	23.9002
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_006-Ex1-cssl.2.fq.gz	579915	568502	186480	184542	142872	138601	98.032	32.802	98.9607	77.4198	97.0106	23.9002
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_007-Ex1-cssl.1.fq.gz	633814	619139	217391	214836	104080	98767	97.6847	35.1118	98.8247	48.4463	94.8953	15.583
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_007-Ex1-cssl.2.fq.gz	633814	619139	217391	214836	104515	98767	97.6847	35.1118	98.8247	48.6487	94.5003	15.583
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_008-Ex1-cssl.1.fq.gz	800810	786786	334231	331650	269947	262046	98.2488	42.4805	99.2278	81.3951	97.0731	32.7226
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_008-Ex1-cssl.2.fq.gz	800810	786786	334231	331650	269908	262046	98.2488	42.4805	99.2278	81.3834	97.0872	32.7226
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_009-Ex1-cssl.1.fq.gz	1255803	1225312	462882	458029	364505	351984	97.572	37.7767	98.9516	79.5812	96.5649	28.0286
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/siganus_spinus/raw_fq_capture/Ssp-AAtu_009-Ex1-cssl.2.fq.gz	1255803	1225312	462882	458029	364612	351984	97.572	37.7767	98.9516	79.6046	96.5366	28.0286
