"","Position","C.T","G.A"
"1",1,0.600099071080592,0.402731841468928
"2",2,0.575465461286188,0.422859685198755
"3",3,0.547804349795848,0.444444535423916
"4",4,0.524867971653155,0.456175997976909
"5",5,0.511790048426601,0.455081755898047
"6",6,0.506283298757591,0.445936634161219
"7",7,0.503537375919545,0.434718161979359
"8",8,0.497793525432801,0.428711011470303
"9",9,0.490147070251437,0.426414959528922
"10",10,0.481265610956382,0.426722556984306
"11",11,0.473560657857689,0.426498926401049
"12",12,0.467598525574696,0.425081161813335
"13",-12,0.422507967562323,0.469730923348274
"14",-11,0.424885979365081,0.474852878760036
"15",-10,0.426164640103782,0.481654740402066
"16",-9,0.426937263658691,0.489657967133881
"17",-8,0.429592733905112,0.49702924607752
"18",-7,0.43469351287578,0.503475130706875
"19",-6,0.442594322635544,0.508832238821712
"20",-5,0.44782138162228,0.517400058845055
"21",-4,0.446400520020934,0.531998948985042
"22",-3,0.435833932612388,0.553235328060784
"23",-2,0.419524853650149,0.577099928978223
"24",-1,0.406360748105322,0.598278663381798
