"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0185175818028197,0.00588371006899893,0.0129412200380967,0.114763476477898,0.593843433511877,-7542893.01235495
"Std.",3.11397203844583e-06,3.50065318092013e-05,2.26201724752555e-05,0.0021991715207082,0.000122289032141912,1.5351687299716
"Acceptance ratio",0.11328,0.12142,0.15038,0.13588,0.1735,0.52518
"0%",0.0185061777609807,0.00578268187223549,0.0128723944321321,0.108419203505238,0.593387378715995,-7542903.51193974
"2.5%",0.01851159451421,0.005807995572065,0.0128979846044902,0.110092196135272,0.593597129044145,-7542896.78482781
"5%",0.0185125570421001,0.005819086506156,0.0129052707512694,0.110846401246674,0.593640470892733,-7542895.92373198
"7.5%",0.0185131666453565,0.00582753083562773,0.0129092153716471,0.111327438155835,0.593671865337818,-7542895.41414016
"10%",0.0185135620715031,0.00583513169410513,0.0129122267043312,0.111688037408254,0.593688218716461,-7542895.0785124
"12.5%",0.0185139537434999,0.00584210049575312,0.0129151166704099,0.112123431080217,0.593705349433777,-7542894.7924152
"15%",0.0185142649144884,0.00584799058533786,0.0129178099648338,0.112487253875032,0.593717052937221,-7542894.54871487
"17.5%",0.0185145838899156,0.00585364931736926,0.0129200768169808,0.112843103051927,0.593728566984625,-7542894.32363922
"20%",0.018514888615528,0.00585851407479893,0.012922119952959,0.11307144501386,0.593740188706949,-7542894.13517695
"22.5%",0.0185151844074562,0.00586220718809036,0.0129240143074263,0.113275684881093,0.593750213589823,-7542893.97731953
"25%",0.0185154331407668,0.0058652038050185,0.0129258375508409,0.113498372028135,0.593761362104136,-7542893.82246193
"27.5%",0.0185156857605886,0.00586728988443626,0.0129276635376615,0.113672968047718,0.593770741432465,-7542893.68374692
"30%",0.0185159175637113,0.00586929985053034,0.0129292956497553,0.113825358110716,0.593777654434213,-7542893.54979181
"32.5%",0.0185161560898443,0.00587096258828225,0.0129308657721722,0.113950751181313,0.593786681186311,-7542893.43223411
"35%",0.018516379321399,0.00587307962409687,0.0129323568939192,0.114068820536752,0.593795192502148,-7542893.32363448
"37.5%",0.0185165668565205,0.00587475975965077,0.0129337534829253,0.114181490818038,0.593802514586911,-7542893.21484675
"40%",0.0185167653499184,0.00587630052922758,0.0129350673656756,0.114293100855653,0.59381071355065,-7542893.11234212
"42.5%",0.0185169387517899,0.00587785389252136,0.0129364500642124,0.114410190235802,0.593818361877003,-7542893.00925899
"45%",0.0185171390448258,0.00587987309053249,0.0129379226684179,0.114511783490029,0.593827127646264,-7542892.92108515
"47.5%",0.0185173380343309,0.00588158778129025,0.0129393184290184,0.11463999604374,0.593836953414947,-7542892.82375533
"50%",0.018517567030789,0.00588328621112419,0.012940791374912,0.114750569427068,0.593844516998881,-7542892.73546867
"52.5%",0.0185177424908864,0.00588526123994143,0.0129420835658619,0.114880991650478,0.593853513231411,-7542892.64248552
"55%",0.0185179801126589,0.00588756721234247,0.0129432561249781,0.115008324469232,0.59386072983387,-7542892.55363446
"57.5%",0.0185181670836276,0.00588995831638524,0.0129446778498464,0.115128125492657,0.593867547198073,-7542892.47115313
"60%",0.0185183658680846,0.00589210828192053,0.0129461598909572,0.115268806128368,0.593873769803806,-7542892.38442179
"62.5%",0.0185185892192109,0.00589415270197646,0.0129476832093679,0.115420043268117,0.593880769401801,-7542892.3027079
"65%",0.0185188100209885,0.00589690818881244,0.0129492753815047,0.115546611824953,0.593888979694128,-7542892.21451716
"67.5%",0.0185190898572547,0.00589893383229121,0.0129509722442118,0.115688706551036,0.593897915399684,-7542892.13247374
"70%",0.018519284185514,0.00590116275374807,0.0129523616448311,0.115837028947488,0.593907223310858,-7542892.03798077
"72.5%",0.0185195261461577,0.00590427548240494,0.0129538570289897,0.116013304526863,0.593916860070359,-7542891.9598761
"75%",0.0185197707626474,0.00590704703859344,0.0129554880446492,0.1161864504112,0.593927696471435,-7542891.87699124
"77.5%",0.0185200020575071,0.00591100505455027,0.0129576602993487,0.116371331653999,0.593935977440886,-7542891.79041776
"80%",0.0185202929455925,0.00591400210297607,0.0129595478267479,0.116579797390355,0.593947024669806,-7542891.6997292
"82.5%",0.0185205567500827,0.005917326671553,0.0129617050109327,0.116833540100839,0.59395740033855,-7542891.61822815
"85%",0.0185208929420091,0.00592106326298885,0.0129645183367442,0.117090290220846,0.593970466778218,-7542891.52629152
"87.5%",0.0185211551677157,0.00592530704532877,0.0129673599309611,0.117374653399605,0.593985951355921,-7542891.43099252
"90%",0.0185215740265335,0.00592918510175952,0.0129715360562488,0.117723054962235,0.594003455049422,-7542891.32867823
"92.5%",0.0185220478200712,0.0059332674838622,0.0129748428880042,0.118029182662887,0.594022868791144,-7542891.20920873
"95%",0.0185226401636722,0.00594010603120661,0.0129803689596149,0.118433623955286,0.594048219513616,-7542891.07011265
"97.5%",0.018523709815004,0.00594887193953673,0.0129879220007121,0.118946859059389,0.594079457605243,-7542890.89944269
"100%",0.0185297236883462,0.00598170028512056,0.0130255152559058,0.12162409674116,0.594297316573212,-7542890.51525266
