Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	nt	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-APal_044-Ex1-cssl.clmp.fp2_r2_screen	63714.0	6343.0	8918.0	3085.0	1163.0	1298.0	559.0	240.0	18.0	nan	0.0	0.0	4652744.0	4021543.0
Sgr-APal_045-Ex1-cssl.clmp.fp2_r1_screen	93167.0	6490.0	7764.0	4214.0	1747.0	2114.0	745.0	310.0	81.0	nan	0.0	0.0	4868936.0	4426490.0
Sgr-APal_045-Ex1-cssl.clmp.fp2_r2_screen	96015.0	6441.0	7568.0	4110.0	1696.0	2119.0	732.0	342.0	26.0	nan	0.0	0.0	4858989.0	4434020.0
Sgr-APal_047-Ex1-cssl.clmp.fp2_r1_screen	86185.0	18226.0	9263.0	4054.0	1435.0	1819.0	684.0	393.0	92.0	nan	0.0	0.0	7021234.0	4792094.0
Sgr-APal_047-Ex1-cssl.clmp.fp2_r2_screen	90118.0	18307.0	9311.0	3930.0	1378.0	1844.0	715.0	303.0	17.0	nan	0.0	0.0	7009107.0	4800449.0
Sgr-CJol_001-Ex1-cssl.clmp.fp2_r1_screen	22443.0	1701.0	1054.0	1250.0	490.0	489.0	188.0	98.0	12.0	nan	0.0	0.0	549926.0	651131.0
Sgr-CJol_001-Ex1-cssl.clmp.fp2_r2_screen	22159.0	1869.0	991.0	1117.0	553.0	529.0	301.0	120.0	3.0	nan	0.0	0.0	549763.0	651377.0
Sgr-CJol_002-Ex1-cssl.clmp.fp2_r1_screen	21810.0	1258.0	11571.0	913.0	378.0	280.0	102.0	244.0	9.0	nan	0.0	0.0	514988.0	602322.0
Sgr-CJol_002-Ex1-cssl.clmp.fp2_r2_screen	21908.0	1122.0	11591.0	1303.0	407.0	346.0	238.0	144.0	6.0	nan	0.0	0.0	516680.0	600130.0
Sgr-CJol_003-Ex1-cssl.clmp.fp2_r1_screen	20869.0	1250.0	4498.0	942.0	404.0	358.0	228.0	73.0	2.0	nan	0.0	0.0	347926.0	654810.0
Sgr-CJol_003-Ex1-cssl.clmp.fp2_r2_screen	20384.0	1184.0	4562.0	1074.0	540.0	282.0	212.0	69.0	0.0	nan	0.0	0.0	351337.0	651716.0
Sgr-CJol_004-Ex1-cssl.clmp.fp2_r1_screen	15504.0	925.0	1661.0	828.0	324.0	180.0	150.0	55.0	5.0	nan	0.0	0.0	326848.0	420068.0
Sgr-CJol_004-Ex1-cssl.clmp.fp2_r2_screen	15207.0	959.0	1605.0	804.0	244.0	201.0	82.0	81.0	17.0	nan	0.0	0.0	329120.0	418228.0
Sgr-CJol_006-Ex1-cssl.clmp.fp2_r1_screen	22642.0	1443.0	10131.0	1024.0	693.0	422.0	203.0	115.0	3.0	nan	0.0	0.0	484617.0	730611.0
Sgr-CJol_006-Ex1-cssl.clmp.fp2_r2_screen	22341.0	1550.0	9560.0	1141.0	515.0	422.0	177.0	104.0	4.0	nan	0.0	0.0	484728.0	731362.0
Sgr-CJol_007-Ex1-cssl.clmp.fp2_r1_screen	35490.0	2615.0	1441.0	1901.0	1168.0	523.0	534.0	140.0	35.0	nan	0.0	0.0	627915.0	1282737.0
Sgr-CJol_007-Ex1-cssl.clmp.fp2_r2_screen	37155.0	2555.0	1291.0	1877.0	1057.0	653.0	431.0	237.0	3.0	nan	0.0	0.0	627089.0	1282151.0
Sgr-CJol_008-Ex1-cssl.clmp.fp2_r1_screen	30460.0	1883.0	1029.0	1757.0	629.0	436.0	172.0	164.0	7.0	nan	0.0	0.0	547714.0	984629.0
Sgr-CJol_008-Ex1-cssl.clmp.fp2_r2_screen	30993.0	2019.0	985.0	1903.0	597.0	504.0	296.0	76.0	2.0	nan	0.0	0.0	548602.0	982903.0
Sgr-CJol_009-Ex1-cssl.clmp.fp2_r1_screen	34385.0	2324.0	2076.0	1716.0	896.0	572.0	322.0	174.0	2.0	nan	0.0	0.0	728160.0	1013643.0
Sgr-CJol_009-Ex1-cssl.clmp.fp2_r2_screen	35000.0	2266.0	2094.0	1537.0	798.0	490.0	354.0	124.0	8.0	nan	0.0	0.0	731346.0	1010253.0
Sgr-CJol_010-Ex1-cssl.clmp.fp2_r1_screen	26834.0	1884.0	2813.0	1413.0	754.0	368.0	234.0	98.0	2.0	nan	0.0	0.0	647240.0	780479.0
Sgr-CJol_010-Ex1-cssl.clmp.fp2_r2_screen	28151.0	1868.0	2876.0	1224.0	615.0	418.0	159.0	125.0	4.0	nan	0.0	0.0	649271.0	777408.0
Sgr-CJol_012-Ex1-cssl.clmp.fp2_r1_screen	17759.0	1055.0	645.0	940.0	430.0	394.0	241.0	73.0	0.0	nan	0.0	0.0	426703.0	608431.0
Sgr-CJol_012-Ex1-cssl.clmp.fp2_r2_screen	18312.0	1257.0	706.0	870.0	517.0	223.0	135.0	85.0	1.0	nan	0.0	0.0	426451.0	608114.0
Sgr-CJol_017-Ex1-cssl.clmp.fp2_r1_screen	29920.0	2079.0	1185.0	1648.0	748.0	765.0	336.0	140.0	17.0	nan	0.0	0.0	574203.0	914652.0
Sgr-CJol_017-Ex1-cssl.clmp.fp2_r2_screen	31168.0	1973.0	1033.0	1604.0	588.0	416.0	334.0	66.0	4.0	nan	0.0	0.0	578279.0	910228.0
Sgr-CJol_020-Ex1-cssl.clmp.fp2_r1_screen	36366.0	2611.0	16534.0	1852.0	860.0	515.0	339.0	174.0	21.0	nan	0.0	0.0	887360.0	1125224.0
Sgr-CJol_020-Ex1-cssl.clmp.fp2_r2_screen	35998.0	2462.0	16207.0	1841.0	1073.0	556.0	286.0	195.0	5.0	nan	0.0	0.0	882207.0	1131026.0
Sgr-CJol_021-Ex1-cssl.clmp.fp2_r1_screen	17405.0	1361.0	8215.0	985.0	489.0	279.0	110.0	92.0	0.0	nan	0.0	0.0	343790.0	499758.0
Sgr-CJol_021-Ex1-cssl.clmp.fp2_r2_screen	18404.0	981.0	8040.0	784.0	605.0	217.0	210.0	90.0	0.0	nan	0.0	0.0	347059.0	496094.0
Sgr-CJol_023-Ex1-cssl.clmp.fp2_r1_screen	36615.0	2272.0	5000.0	1779.0	1144.0	611.0	279.0	130.0	4.0	nan	0.0	0.0	912508.0	1077302.0
Sgr-CJol_023-Ex1-cssl.clmp.fp2_r2_screen	37204.0	2413.0	5103.0	1912.0	935.0	658.0	481.0	125.0	7.0	nan	0.0	0.0	905391.0	1083415.0
Sgr-CJol_024-Ex1-cssl.clmp.fp2_r1_screen	18607.0	1282.0	2675.0	989.0	658.0	289.0	158.0	82.0	7.0	nan	0.0	0.0	440398.0	594168.0
Sgr-CJol_024-Ex1-cssl.clmp.fp2_r2_screen	19883.0	1471.0	2880.0	905.0	461.0	239.0	176.0	145.0	6.0	nan	0.0	0.0	438979.0	594168.0
Sgr-CJol_025-Ex1-cssl.clmp.fp2_r1_screen	46959.0	3372.0	1853.0	2316.0	1093.0	729.0	565.0	171.0	19.0	nan	0.0	0.0	1041324.0	1512486.0
Sgr-CJol_025-Ex1-cssl.clmp.fp2_r2_screen	48003.0	3352.0	1912.0	2314.0	1211.0	834.0	598.0	193.0	33.0	nan	0.0	0.0	1044650.0	1507787.0
Sgr-CJol_028-Ex1-cssl.clmp.fp2_r1_screen	19052.0	1200.0	1279.0	1108.0	851.0	403.0	173.0	98.0	6.0	nan	0.0	0.0	522991.0	676091.0
Sgr-CJol_028-Ex1-cssl.clmp.fp2_r2_screen	20835.0	1306.0	1212.0	1027.0	514.0	362.0	213.0	65.0	1.0	nan	0.0	0.0	523828.0	673889.0
Sgr-CJol_032-Ex1-cssl.clmp.fp2_r1_screen	21881.0	1282.0	444.0	1035.0	514.0	403.0	257.0	123.0	5.0	nan	0.0	0.0	415531.0	653723.0
Sgr-CJol_032-Ex1-cssl.clmp.fp2_r2_screen	22332.0	1443.0	465.0	1210.0	431.0	337.0	243.0	55.0	8.0	nan	0.0	0.0	414075.0	654599.0
Sgr-CJol_034-Ex1-cssl.clmp.fp2_r1_screen	41744.0	2844.0	61401.0	1868.0	1183.0	530.0	274.0	289.0	5.0	nan	0.0	0.0	961413.0	1082320.0
Sgr-CJol_034-Ex1-cssl.clmp.fp2_r2_screen	44318.0	2294.0	60979.0	1653.0	836.0	545.0	251.0	203.0	49.0	nan	0.0	0.0	961285.0	1081458.0
Sgr-CJol_035-Ex1-cssl.clmp.fp2_r1_screen	30882.0	1919.0	1650.0	1621.0	988.0	401.0	362.0	212.0	4.0	nan	0.0	0.0	691219.0	937617.0
Sgr-CJol_035-Ex1-cssl.clmp.fp2_r2_screen	32302.0	2219.0	1671.0	1455.0	818.0	526.0	308.0	146.0	5.0	nan	0.0	0.0	691975.0	935450.0
Sgr-CJol_036-Ex1-cssl.clmp.fp2_r1_screen	32840.0	2242.0	2002.0	1956.0	865.0	511.0	273.0	139.0	3.0	nan	0.0	0.0	549615.0	867805.0
Sgr-CJol_036-Ex1-cssl.clmp.fp2_r2_screen	34154.0	1985.0	1910.0	1958.0	1178.0	560.0	236.0	149.0	0.0	nan	0.0	0.0	551962.0	864159.0
Sgr-CJol_037-Ex1-cssl.clmp.fp2_r1_screen	43626.0	2415.0	12216.0	2116.0	917.0	540.0	300.0	152.0	25.0	nan	0.0	0.0	920566.0	971148.0
Sgr-CJol_037-Ex1-cssl.clmp.fp2_r2_screen	42881.0	2647.0	11926.0	2014.0	1033.0	500.0	212.0	180.0	14.0	nan	0.0	0.0	920098.0	972516.0
Sgr-CJol_041-Ex1-cssl.clmp.fp2_r1_screen	46664.0	3146.0	1302.0	2230.0	1179.0	851.0	335.0	138.0	4.0	nan	0.0	0.0	1111434.0	1080085.0
Sgr-CJol_041-Ex1-cssl.clmp.fp2_r2_screen	49398.0	3172.0	1399.0	2382.0	805.0	780.0	479.0	220.0	6.0	nan	0.0	0.0	1110440.0	1078287.0
Sgr-CJol_042-Ex1-cssl.clmp.fp2_r1_screen	24373.0	1657.0	66732.0	1465.0	438.0	340.0	162.0	1062.0	11.0	nan	0.0	0.0	489790.0	716257.0
Sgr-CJol_042-Ex1-cssl.clmp.fp2_r2_screen	26209.0	1652.0	66418.0	1105.0	504.0	330.0	167.0	881.0	7.0	nan	0.0	0.0	489147.0	715867.0
Sgr-CJol_044-Ex1-cssl.clmp.fp2_r1_screen	16141.0	667.0	107242.0	377.0	116.0	66.0	14.0	274.0	6.0	nan	0.0	0.0	384658.0	304433.0
Sgr-CJol_044-Ex1-cssl.clmp.fp2_r2_screen	17026.0	717.0	103566.0	484.0	124.0	100.0	25.0	127.0	1.0	nan	0.0	0.0	382914.0	308910.0
Sgr-CJol_046-Ex1-cssl.clmp.fp2_r1_screen	5955.0	397.0	25476.0	218.0	91.0	77.0	10.0	59.0	1.0	nan	0.0	0.0	114887.0	143049.0
Sgr-CJol_046-Ex1-cssl.clmp.fp2_r2_screen	6487.0	290.0	25547.0	225.0	72.0	100.0	70.0	73.0	1.0	nan	0.0	0.0	114509.0	142846.0
Sgr-CJol_048-Ex1-cssl.clmp.fp2_r1_screen	19997.0	1303.0	39987.0	1086.0	770.0	386.0	224.0	101.0	7.0	nan	0.0	0.0	362806.0	634164.0
Sgr-CJol_048-Ex1-cssl.clmp.fp2_r2_screen	19802.0	1324.0	39301.0	1058.0	385.0	209.0	239.0	101.0	2.0	nan	0.0	0.0	362761.0	635649.0
Sgr-CJol_049-Ex1-cssl.clmp.fp2_r1_screen	20235.0	1276.0	1535.0	1007.0	400.0	360.0	267.0	80.0	5.0	nan	0.0	0.0	376468.0	675418.0
Sgr-CJol_049-Ex1-cssl.clmp.fp2_r2_screen	20748.0	1275.0	1435.0	1035.0	641.0	240.0	189.0	93.0	0.0	nan	0.0	0.0	378669.0	672726.0
Sgr-CJol_051-Ex1-cssl.clmp.fp2_r1_screen	37725.0	2441.0	727.0	1845.0	778.0	557.0	228.0	103.0	52.0	nan	0.0	0.0	895969.0	688580.0
Sgr-CJol_051-Ex1-cssl.clmp.fp2_r2_screen	39857.0	2429.0	870.0	1433.0	513.0	568.0	244.0	119.0	2.0	nan	0.0	0.0	892924.0	690046.0
Sgr-CJol_053-Ex1-cssl.clmp.fp2_r1_screen	27361.0	1531.0	1218.0	1555.0	752.0	503.0	262.0	147.0	14.0	nan	0.0	0.0	699613.0	846009.0
Sgr-CJol_053-Ex1-cssl.clmp.fp2_r2_screen	27608.0	1908.0	1223.0	1529.0	468.0	561.0	311.0	117.0	3.0	nan	0.0	0.0	703018.0	842219.0
Sgr-CJol_054-Ex1-cssl.clmp.fp2_r1_screen	22704.0	2011.0	1700.0	1227.0	798.0	436.0	310.0	150.0	6.0	nan	0.0	0.0	511939.0	691986.0
Sgr-CJol_054-Ex1-cssl.clmp.fp2_r2_screen	22346.0	1594.0	1811.0	1127.0	698.0	393.0	343.0	139.0	4.0	nan	0.0	0.0	511593.0	693219.0
Sgr-CJol_056-Ex1-cssl.clmp.fp2_r1_screen	19697.0	1386.0	582.0	977.0	502.0	290.0	185.0	42.0	17.0	nan	0.0	0.0	416708.0	644575.0
Sgr-CJol_056-Ex1-cssl.clmp.fp2_r2_screen	21427.0	1602.0	634.0	1073.0	558.0	338.0	318.0	79.0	6.0	nan	0.0	0.0	418908.0	640018.0
Sgr-CJol_057-Ex1-cssl.clmp.fp2_r1_screen	30762.0	2002.0	3303.0	1525.0	802.0	629.0	448.0	148.0	28.0	nan	0.0	0.0	759772.0	990592.0
Sgr-CJol_057-Ex1-cssl.clmp.fp2_r2_screen	32852.0	2201.0	3221.0	1957.0	926.0	536.0	386.0	119.0	6.0	nan	0.0	0.0	758468.0	989339.0
Sgr-CJol_058-Ex1-cssl.clmp.fp2_r1_screen	81876.0	4488.0	4099.0	3329.0	804.0	577.0	298.0	127.0	4.0	nan	0.0	0.0	989492.0	784790.0
Sgr-CJol_058-Ex1-cssl.clmp.fp2_r2_screen	82083.0	3902.0	4312.0	3476.0	816.0	456.0	197.0	88.0	11.0	nan	0.0	0.0	986574.0	787969.0
Sgr-CJol_059-Ex1-cssl.clmp.fp2_r1_screen	26035.0	1800.0	3375.0	1160.0	656.0	386.0	211.0	104.0	2.0	nan	0.0	0.0	601784.0	775483.0
Sgr-CJol_059-Ex1-cssl.clmp.fp2_r2_screen	26203.0	1541.0	3500.0	1292.0	683.0	433.0	241.0	65.0	6.0	nan	0.0	0.0	600420.0	776612.0
Sgr-CJol_061-Ex1-cssl.clmp.fp2_r1_screen	21810.0	1531.0	15605.0	1284.0	821.0	367.0	467.0	125.0	1.0	nan	0.0	0.0	602984.0	654611.0
Sgr-CJol_061-Ex1-cssl.clmp.fp2_r2_screen	21273.0	1431.0	15545.0	1222.0	466.0	340.0	189.0	129.0	7.0	nan	0.0	0.0	604003.0	655001.0
Sgr-CJol_064-Ex1-cssl.clmp.fp2_r1_screen	38305.0	2640.0	3226.0	1799.0	962.0	822.0	342.0	174.0	15.0	nan	0.0	0.0	837623.0	1117049.0
Sgr-CJol_064-Ex1-cssl.clmp.fp2_r2_screen	42809.0	2644.0	3132.0	2043.0	1058.0	609.0	334.0	146.0	2.0	nan	0.0	0.0	832330.0	1117850.0
Sgr-CJol_066-Ex1-cssl.clmp.fp2_r1_screen	17587.0	1024.0	1235.0	1054.0	477.0	254.0	263.0	78.0	17.0	nan	0.0	0.0	335621.0	527782.0
Sgr-CJol_066-Ex1-cssl.clmp.fp2_r2_screen	18028.0	1132.0	1268.0	1061.0	457.0	261.0	320.0	58.0	2.0	nan	0.0	0.0	337148.0	525657.0
Sgr-CJol_068-Ex1-cssl.clmp.fp2_r1_screen	22369.0	1643.0	700.0	1135.0	588.0	453.0	319.0	120.0	5.0	nan	0.0	0.0	468958.0	766212.0
Sgr-CJol_068-Ex1-cssl.clmp.fp2_r2_screen	22973.0	1696.0	782.0	1219.0	647.0	365.0	340.0	112.0	9.0	nan	0.0	0.0	467642.0	766717.0
Sgr-CJol_070-Ex1-cssl.clmp.fp2_r1_screen	38927.0	3042.0	3681.0	1818.0	1380.0	638.0	211.0	130.0	1.0	nan	0.0	0.0	850780.0	1157452.0
Sgr-CJol_070-Ex1-cssl.clmp.fp2_r2_screen	39484.0	2686.0	3460.0	2060.0	1432.0	657.0	211.0	221.0	5.0	nan	0.0	0.0	851009.0	1156835.0
Sgr-CJol_072-Ex1-cssl.clmp.fp2_r1_screen	28974.0	2058.0	1268.0	1574.0	662.0	404.0	424.0	104.0	63.0	nan	0.0	0.0	389959.0	927849.0
Sgr-CJol_072-Ex1-cssl.clmp.fp2_r2_screen	29980.0	1819.0	1214.0	1729.0	837.0	448.0	222.0	86.0	5.0	nan	0.0	0.0	391586.0	925413.0
Sgr-CJol_073-Ex1-cssl.clmp.fp2_r1_screen	21686.0	1771.0	5607.0	1084.0	596.0	387.0	181.0	119.0	3.0	nan	0.0	0.0	436981.0	586334.0
Sgr-CJol_073-Ex1-cssl.clmp.fp2_r2_screen	21839.0	1321.0	5359.0	1281.0	557.0	337.0	99.0	94.0	17.0	nan	0.0	0.0	442362.0	581483.0
Sgr-CJol_075-Ex1-cssl.clmp.fp2_r1_screen	20150.0	1326.0	1536.0	1197.0	367.0	317.0	180.0	98.0	5.0	nan	0.0	0.0	287500.0	580682.0
Sgr-CJol_075-Ex1-cssl.clmp.fp2_r2_screen	20637.0	1443.0	1464.0	1130.0	339.0	346.0	90.0	43.0	3.0	nan	0.0	0.0	287538.0	580325.0
Sgr-CJol_076-Ex1-cssl.clmp.fp2_r1_screen	24715.0	1976.0	5199.0	1312.0	668.0	472.0	326.0	134.0	1.0	nan	0.0	0.0	482524.0	859641.0
Sgr-CJol_076-Ex1-cssl.clmp.fp2_r2_screen	26959.0	1961.0	5099.0	1134.0	613.0	391.0	246.0	91.0	8.0	nan	0.0	0.0	483029.0	857437.0
Sgr-CJol_078-Ex1-cssl.clmp.fp2_r1_screen	18472.0	1406.0	10807.0	903.0	437.0	425.0	233.0	156.0	1.0	nan	0.0	0.0	482952.0	561692.0
Sgr-CJol_078-Ex1-cssl.clmp.fp2_r2_screen	19765.0	1670.0	10506.0	914.0	444.0	254.0	105.0	74.0	2.0	nan	0.0	0.0	481627.0	562123.0
Sgr-CJol_079-Ex1-cssl.clmp.fp2_r1_screen	21444.0	1401.0	6108.0	1170.0	510.0	232.0	193.0	66.0	0.0	nan	0.0	0.0	318076.0	689775.0
Sgr-CJol_079-Ex1-cssl.clmp.fp2_r2_screen	22622.0	1614.0	5572.0	1281.0	392.0	527.0	347.0	118.0	2.0	nan	0.0	0.0	315270.0	691230.0
Sgr-CJol_080-Ex1-cssl.clmp.fp2_r1_screen	27442.0	2032.0	3267.0	1605.0	879.0	546.0	313.0	169.0	2.0	nan	0.0	0.0	570461.0	801956.0
Sgr-CJol_080-Ex1-cssl.clmp.fp2_r2_screen	28701.0	1780.0	3327.0	1413.0	806.0	422.0	271.0	158.0	4.0	nan	0.0	0.0	575468.0	796322.0
Sgr-CJol_081-Ex1-cssl.clmp.fp2_r1_screen	13311.0	710.0	6111.0	740.0	383.0	257.0	73.0	97.0	4.0	nan	0.0	0.0	297021.0	436880.0
Sgr-CJol_081-Ex1-cssl.clmp.fp2_r2_screen	12480.0	766.0	6150.0	531.0	248.0	286.0	94.0	51.0	2.0	nan	0.0	0.0	300668.0	434311.0
Sgr-CJol_082-Ex1-cssl.clmp.fp2_r1_screen	7358.0	555.0	317.0	319.0	198.0	230.0	62.0	42.0	1.0	nan	0.0	0.0	156376.0	235262.0
Sgr-CJol_082-Ex1-cssl.clmp.fp2_r2_screen	7850.0	438.0	305.0	319.0	156.0	87.0	37.0	17.0	1.0	nan	0.0	0.0	156408.0	235102.0
Sgr-CJol_084-Ex1-cssl.clmp.fp2_r1_screen	18490.0	1147.0	1632.0	1021.0	462.0	327.0	144.0	54.0	6.0	nan	0.0	0.0	309289.0	537806.0
Sgr-CJol_084-Ex1-cssl.clmp.fp2_r2_screen	17375.0	982.0	1408.0	1198.0	399.0	300.0	128.0	59.0	3.0	nan	0.0	0.0	310546.0	537980.0
Sgr-CJol_085-Ex1-cssl.clmp.fp2_r1_screen	12797.0	946.0	2549.0	834.0	370.0	372.0	234.0	60.0	0.0	nan	0.0	0.0	320680.0	490433.0
Sgr-CJol_085-Ex1-cssl.clmp.fp2_r2_screen	14309.0	1157.0	2501.0	703.0	371.0	256.0	131.0	50.0	0.0	nan	0.0	0.0	321189.0	488608.0
Sgr-CJol_086-Ex1-cssl.clmp.fp2_r1_screen	34609.0	2507.0	3097.0	1876.0	916.0	512.0	361.0	179.0	1.0	nan	0.0	0.0	539438.0	1171907.0
Sgr-CJol_086-Ex1-cssl.clmp.fp2_r2_screen	34570.0	2291.0	3209.0	1889.0	904.0	753.0	300.0	154.0	9.0	nan	0.0	0.0	548546.0	1162778.0
Sgr-CJol_087-Ex1-cssl.clmp.fp2_r1_screen	21910.0	1566.0	1922.0	984.0	368.0	362.0	146.0	124.0	2.0	nan	0.0	0.0	644917.0	671494.0
Sgr-CJol_087-Ex1-cssl.clmp.fp2_r2_screen	22285.0	1790.0	1931.0	1301.0	587.0	344.0	215.0	137.0	5.0	nan	0.0	0.0	645991.0	669209.0
Sgr-CJol_088-Ex1-cssl.clmp.fp2_r1_screen	33364.0	2138.0	967.0	1698.0	860.0	677.0	388.0	181.0	1.0	nan	0.0	0.0	552012.0	1087004.0
Sgr-CJol_088-Ex1-cssl.clmp.fp2_r2_screen	34099.0	1951.0	962.0	1985.0	908.0	584.0	336.0	153.0	1.0	nan	0.0	0.0	556009.0	1082302.0
Sgr-CJol_089-Ex1-cssl.clmp.fp2_r1_screen	21872.0	1486.0	634.0	1059.0	652.0	352.0	275.0	116.0	2.0	nan	0.0	0.0	461403.0	745029.0
Sgr-CJol_089-Ex1-cssl.clmp.fp2_r2_screen	22576.0	1692.0	614.0	1094.0	581.0	329.0	333.0	95.0	2.0	nan	0.0	0.0	464110.0	741454.0
Sgr-CJol_090-Ex1-cssl.clmp.fp2_r1_screen	19730.0	1456.0	620.0	1060.0	460.0	539.0	236.0	71.0	11.0	nan	0.0	0.0	413837.0	623587.0
Sgr-CJol_090-Ex1-cssl.clmp.fp2_r2_screen	20313.0	1262.0	584.0	912.0	606.0	400.0	155.0	78.0	1.0	nan	0.0	0.0	417424.0	619872.0
Sgr-CJol_091-Ex1-cssl.clmp.fp2_r1_screen	32134.0	2362.0	11038.0	1578.0	931.0	502.0	377.0	230.0	4.0	nan	0.0	0.0	705559.0	1114315.0
Sgr-CJol_091-Ex1-cssl.clmp.fp2_r2_screen	32845.0	2179.0	10829.0	1834.0	708.0	599.0	487.0	161.0	45.0	nan	0.0	0.0	705215.0	1114128.0
Sgr-CJol_092-Ex1-cssl.clmp.fp2_r1_screen	27486.0	1904.0	932.0	1403.0	808.0	541.0	299.0	100.0	12.0	nan	0.0	0.0	581211.0	897842.0
Sgr-CJol_092-Ex1-cssl.clmp.fp2_r2_screen	27658.0	1764.0	937.0	1410.0	559.0	484.0	273.0	95.0	3.0	nan	0.0	0.0	581059.0	898296.0
Sgr-CJol_093-Ex1-cssl.clmp.fp2_r1_screen	26006.0	1487.0	1823.0	1140.0	503.0	361.0	266.0	85.0	1.0	nan	0.0	0.0	503903.0	786831.0
Sgr-CJol_093-Ex1-cssl.clmp.fp2_r2_screen	24715.0	2019.0	1728.0	1369.0	772.0	412.0	306.0	172.0	4.0	nan	0.0	0.0	504739.0	786170.0
Sgr-CJol_094-Ex1-cssl.clmp.fp2_r1_screen	25131.0	2045.0	7659.0	1382.0	1036.0	568.0	312.0	144.0	2.0	nan	0.0	0.0	624721.0	804787.0
Sgr-CJol_094-Ex1-cssl.clmp.fp2_r2_screen	25893.0	2173.0	7665.0	1373.0	959.0	419.0	342.0	164.0	2.0	nan	0.0	0.0	626652.0	802145.0
Sgr-CJol_096-Ex1-cssl.clmp.fp2_r1_screen	29083.0	2178.0	17482.0	1561.0	738.0	463.0	198.0	139.0	4.0	nan	0.0	0.0	615602.0	922470.0
Sgr-CJol_096-Ex1-cssl.clmp.fp2_r2_screen	29678.0	2015.0	17574.0	1463.0	838.0	435.0	254.0	120.0	2.0	nan	0.0	0.0	617295.0	920244.0
Sgr-CMas_001-Ex1-cssl.clmp.fp2_r1_screen	84076.0	5586.0	1218.0	4349.0	2036.0	1573.0	886.0	341.0	91.0	nan	0.0	0.0	1524387.0	2840939.0
Sgr-CMas_001-Ex1-cssl.clmp.fp2_r2_screen	84283.0	6098.0	1256.0	4202.0	2367.0	1366.0	733.0	431.0	16.0	nan	0.0	0.0	1528703.0	2836027.0
Sgr-CMas_002-Ex1-cssl.clmp.fp2_r1_screen	32256.0	2268.0	550.0	1634.0	853.0	459.0	261.0	111.0	5.0	nan	0.0	0.0	643023.0	937153.0
Sgr-CMas_002-Ex1-cssl.clmp.fp2_r2_screen	32229.0	2283.0	655.0	1701.0	720.0	471.0	364.0	96.0	18.0	nan	0.0	0.0	639969.0	940067.0
Sgr-CMas_003-Ex1-cssl.clmp.fp2_r1_screen	26691.0	2376.0	428.0	1333.0	802.0	620.0	205.0	68.0	6.0	nan	0.0	0.0	505539.0	723521.0
Sgr-CMas_003-Ex1-cssl.clmp.fp2_r2_screen	25847.0	1929.0	397.0	1292.0	561.0	465.0	211.0	109.0	2.0	nan	0.0	0.0	509021.0	721755.0
Sgr-CMas_004-Ex1-cssl.clmp.fp2_r1_screen	41335.0	2784.0	399.0	2069.0	1035.0	885.0	480.0	172.0	15.0	nan	0.0	0.0	923451.0	1196960.0
Sgr-CMas_004-Ex1-cssl.clmp.fp2_r2_screen	42362.0	2813.0	655.0	2053.0	1119.0	731.0	502.0	225.0	6.0	nan	0.0	0.0	918905.0	1200214.0
Sgr-CMas_005-Ex1-cssl.clmp.fp2_r1_screen	24457.0	1951.0	313.0	1219.0	1010.0	374.0	315.0	192.0	5.0	nan	0.0	0.0	531544.0	757340.0
Sgr-CMas_005-Ex1-cssl.clmp.fp2_r2_screen	26028.0	1646.0	328.0	1338.0	806.0	521.0	405.0	160.0	5.0	nan	0.0	0.0	537132.0	750351.0
Sgr-CMas_006-Ex1-cssl.clmp.fp2_r1_screen	28356.0	1741.0	310.0	1708.0	741.0	667.0	377.0	106.0	2.0	nan	0.0	0.0	550969.0	856918.0
Sgr-CMas_006-Ex1-cssl.clmp.fp2_r2_screen	28771.0	1986.0	398.0	1586.0	459.0	525.0	344.0	137.0	3.0	nan	0.0	0.0	555094.0	852592.0
Sgr-CMas_007-Ex1-cssl.clmp.fp2_r1_screen	17889.0	1310.0	211.0	865.0	547.0	267.0	154.0	47.0	21.0	nan	0.0	0.0	318807.0	490248.0
Sgr-CMas_007-Ex1-cssl.clmp.fp2_r2_screen	18084.0	1106.0	219.0	919.0	307.0	273.0	134.0	80.0	3.0	nan	0.0	0.0	316336.0	492905.0
Sgr-CMas_008-Ex1-cssl.clmp.fp2_r1_screen	30775.0	1933.0	538.0	1401.0	572.0	557.0	456.0	109.0	3.0	nan	0.0	0.0	706775.0	852926.0
Sgr-CMas_008-Ex1-cssl.clmp.fp2_r2_screen	29814.0	2025.0	514.0	1669.0	711.0	629.0	177.0	143.0	0.0	nan	0.0	0.0	707277.0	853086.0
Sgr-CMas_009-Ex1-cssl.clmp.fp2_r1_screen	41655.0	2712.0	582.0	1981.0	1172.0	868.0	339.0	189.0	20.0	nan	0.0	0.0	765307.0	1245413.0
Sgr-CMas_009-Ex1-cssl.clmp.fp2_r2_screen	43384.0	2794.0	462.0	2493.0	1072.0	651.0	362.0	146.0	21.0	nan	0.0	0.0	774977.0	1233876.0
Sgr-CMas_010-Ex1-cssl.clmp.fp2_r1_screen	23442.0	1366.0	251.0	1199.0	535.0	439.0	340.0	172.0	40.0	nan	0.0	0.0	520282.0	702369.0
