Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage	nt counts	nt percentage
Sgr-APal_032-Ex1-cssl.clmp.fp2_r1_screen	889811	413840.0	46.510000000000005	1.0	0.0	0.0	0.0	18.0	0.0	240533.0	27.04	386067.0	43.39	423081.0	47.55	388243.0	43.63	412944.0	46.4	393790.0	44.25	395984.0	44.5	399986.0	44.95	463591	52.1		
Sgr-APal_032-Ex1-cssl.clmp.fp2_r2_screen	889811	412700.0	46.39	0.0	0.0	0.0	0.0	0.0	0.0	238596.0	26.810000000000002	384278.0	43.18	422278.0	47.45	386464.0	43.43	411758.0	46.279999999999994	391942.0	44.050000000000004	394397.0	44.32	398598.0	44.79	464481	52.2		
Sgr-APal_033-Ex1-cssl.clmp.fp2_r1_screen	1421739	1149978.0	80.89	18.0	0.0	0.0	0.0	11.0	0.0	971483.0	68.34	1119708.0	78.75	1157110.0	81.39	1126240.0	79.22	1147731.0	80.72	1128590.0	79.36999999999999	1133848.0	79.75	1138767.0	80.1	258614	18.19		
Sgr-APal_033-Ex1-cssl.clmp.fp2_r2_screen	1421739	1148096.0	80.75	20.0	0.0	0.0	0.0	4.0	0.0	963459.0	67.76	1114753.0	78.41	1155762.0	81.29	1122779.0	78.97	1145601.0	80.57	1124865.0	79.11999999999999	1130768.0	79.52999999999999	1136167.0	79.92	260036	18.29		
Sgr-APal_034-Ex1-cssl.clmp.fp2_r1_screen	1533308	1169869.0	76.3	16.0	0.0	0.0	0.0	8.0	0.0	995616.0	64.93	1136246.0	74.1	1179246.0	76.91	1142960.0	74.53999999999999	1167115.0	76.11	1145827.0	74.72999999999999	1151596.0	75.11	1156826.0	75.45	347447	22.66		
Sgr-APal_034-Ex1-cssl.clmp.fp2_r2_screen	1533308	1167245.0	76.13	17.0	0.0	0.0	0.0	0.0	0.0	984261.0	64.19	1130065.0	73.7	1177441.0	76.79	1138163.0	74.22999999999999	1164551.0	75.95	1140870.0	74.39999999999999	1147430.0	74.83999999999999	1153368.0	75.23	349287	22.78		
Sgr-APal_035-Ex1-cssl.clmp.fp2_r1_screen	1343258	1163405.0	86.61	34.0	0.0	0.0	0.0	7.0	0.0	1022946.0	76.15	1139109.0	84.81	1167638.0	86.92999999999999	1144110.0	85.17	1160425.0	86.39	1145534.0	85.28	1150042.0	85.61999999999999	1154276.0	85.94	168713	12.56		
Sgr-APal_035-Ex1-cssl.clmp.fp2_r2_screen	1343258	1160796.0	86.42	35.0	0.0	0.0	0.0	1.0	0.0	1011767.0	75.32000000000001	1132600.0	84.32	1165769.0	86.78	1139553.0	84.83000000000001	1157593.0	86.17	1140559.0	84.91000000000001	1146100.0	85.31	1150645.0	85.66	170593	12.7		
Sgr-APal_037-Ex1-cssl.clmp.fp2_r1_screen	15033949	4747600.0	31.580000000000002	22.0	0.0	0.0	0.0	287.0	0.0	2271675.0	15.11	4400427.0	29.27	4911404.0	32.66	4408007.0	29.32	4738985.0	31.51	4482964.0	29.82	4538517.0	30.19	4546935.0	30.24	10068235	66.97		
Sgr-APal_037-Ex1-cssl.clmp.fp2_r2_screen	15033949	4738847.0	31.52	24.0	0.0	0.0	0.0	21.0	0.0	2258810.0	15.02	4385683.0	29.18	4907808.0	32.65	4393851.0	29.22	4731100.0	31.47	4469208.0	29.73	4526385.0	30.1	4536340.0	30.16	10072745	67.0		
Sgr-APal_038-Ex1-cssl.clmp.fp2_r1_screen	14216012	5254313.0	36.95	41.0	0.0	0.0	0.0	272.0	0.0	2507963.0	17.64	4942047.0	34.77	5389409.0	37.9	4948342.0	34.809999999999995	5241746.0	36.879999999999995	5014971.0	35.269999999999996	5071365.0	35.67	5069060.0	35.65	8776965	61.74		
Sgr-APal_038-Ex1-cssl.clmp.fp2_r2_screen	14216012	5244881.0	36.89	34.0	0.0	0.0	0.0	29.0	0.0	2494007.0	17.55	4924460.0	34.64	5385417.0	37.879999999999995	4931924.0	34.69	5233496.0	36.82	4999715.0	35.169999999999995	5057839.0	35.57	5057385.0	35.57	8781230	61.77		
Sgr-APal_039-Ex1-cssl.clmp.fp2_r1_screen	6265546	3643709.0	58.15	19.0	0.0	0.0	0.0	81.0	0.0	1659098.0	26.48	3439692.0	54.9	3718111.0	59.34	3450025.0	55.06	3641762.0	58.13	3492069.0	55.739999999999995	3522648.0	56.22	3543463.0	56.54	2521882	40.25		
Sgr-APal_039-Ex1-cssl.clmp.fp2_r2_screen	6265546	3635620.0	58.019999999999996	20.0	0.0	0.0	0.0	7.0	0.0	1646073.0	26.27	3424773.0	54.66	3712978.0	59.260000000000005	3436420.0	54.839999999999996	3633600.0	58.0	3478701.0	55.52	3509792.0	56.01	3532584.0	56.379999999999995	2527521	40.34		
Sgr-APal_044-Ex1-cssl.clmp.fp2_r1_screen	8759625	4630056.0	52.86	26.0	0.0	0.0	0.0	171.0	0.0	3125792.0	35.68	4378453.0	49.980000000000004	4712854.0	53.8	4406973.0	50.3	4619215.0	52.74	4448432.0	50.769999999999996	4477531.0	51.11	4513005.0	51.52	4012784	45.81		
Sgr-APal_044-Ex1-cssl.clmp.fp2_r2_screen	8759625	4618611.0	52.72	27.0	0.0	0.0	0.0	15.0	0.0	3093415.0	35.32	4354658.0	49.71	4705003.0	53.71	4387664.0	50.08	4607811.0	52.61	4428577.0	50.550000000000004	4460261.0	50.91	4498624.0	51.35	4021543	45.91		
Sgr-APal_045-Ex1-cssl.clmp.fp2_r1_screen	9412058	4821355.0	51.21	21.0	0.0	0.0	0.0	171.0	0.0	3349029.0	35.580000000000005	4442517.0	47.19	4945528.0	52.54	4512836.0	47.94	4801970.0	51.02	4557636.0	48.43	4615095.0	49.03	4674508.0	49.66	4426490	47.03		
Sgr-APal_045-Ex1-cssl.clmp.fp2_r2_screen	9412058	4810882.0	51.11	19.0	0.0	0.0	0.0	10.0	0.0	3323424.0	35.309999999999995	4425223.0	47.01	4939211.0	52.480000000000004	4498512.0	47.79	4791653.0	50.92	4541684.0	48.25	4601148.0	48.89	4661895.0	49.53	4434020	47.11		
Sgr-APal_047-Ex1-cssl.clmp.fp2_r1_screen	11935479	6978921.0	58.47	35.0	0.0	0.0	0.0	228.0	0.0	3808154.0	31.91	6533577.0	54.74	7088388.0	59.38	6576814.0	55.099999999999994	6952186.0	58.26	6658244.0	55.779999999999994	6707207.0	56.199999999999996	6761144.0	56.64	4792094	40.15		
Sgr-APal_047-Ex1-cssl.clmp.fp2_r2_screen	11935479	6965431.0	58.35	26.0	0.0	0.0	0.0	17.0	0.0	3774584.0	31.619999999999997	6505909.0	54.51	7081077.0	59.32	6553603.0	54.9	6938592.0	58.14	6634934.0	55.59	6684654.0	56.0	6743689.0	56.49	4800449	40.22		
Sgr-CJol_001-Ex1-cssl.clmp.fp2_r1_screen	1228782	540193.0	43.96	55.0	0.0	0.0	0.0	19.0	0.0	351794.0	28.63	486483.0	39.589999999999996	569032.0	46.3	493339.0	40.15	536898.0	43.69	496942.0	40.44	503796.0	41.0	512439.0	41.7	651131	52.99		
Sgr-CJol_001-Ex1-cssl.clmp.fp2_r2_screen	1228782	539071.0	43.87	58.0	0.0	0.0	0.0	1.0	0.0	351029.0	28.569999999999997	482899.0	39.3	568899.0	46.290000000000006	489879.0	39.870000000000005	535880.0	43.61	492754.0	40.11	500412.0	40.73	509334.0	41.46	651377	53.01		
Sgr-CJol_002-Ex1-cssl.clmp.fp2_r1_screen	1153875	503492.0	43.64	1294.0	0.11	0.0	0.0	35.0	0.0	314763.0	27.27	466563.0	40.43	533540.0	46.24	459700.0	39.85	501896.0	43.5	463460.0	40.17	459222.0	39.79	478778.0	41.5	602322	52.2		
Sgr-CJol_002-Ex1-cssl.clmp.fp2_r2_screen	1153875	504113.0	43.699999999999996	1212.0	0.1	0.0	0.0	0.0	0.0	313660.0	27.18	465520.0	40.349999999999994	535924.0	46.44	458293.0	39.720000000000006	503395.0	43.620000000000005	462205.0	40.059999999999995	458949.0	39.77	479118.0	41.52	600130	52.01		
Sgr-CJol_003-Ex1-cssl.clmp.fp2_r1_screen	1031360	337611.0	32.739999999999995	616.0	0.06	0.0	0.0	17.0	0.0	203148.0	19.7	305162.0	29.59	366282.0	35.510000000000005	303367.0	29.419999999999998	336678.0	32.64	306383.0	29.709999999999997	316280.0	30.67	315421.0	30.580000000000002	654810	63.49		
Sgr-CJol_003-Ex1-cssl.clmp.fp2_r2_screen	1031360	341089.0	33.07	548.0	0.05	0.0	0.0	0.0	0.0	202711.0	19.659999999999997	306002.0	29.68	368745.0	35.76	305151.0	29.59	339761.0	32.940000000000005	307047.0	29.77	319425.0	30.97	318453.0	30.880000000000003	651716	63.19		
Sgr-CJol_004-Ex1-cssl.clmp.fp2_r1_screen	766548	320656.0	41.830000000000005	119.0	0.01	0.0	0.0	12.0	0.0	207584.0	27.080000000000002	288742.0	37.660000000000004	340101.0	44.36	289537.0	37.769999999999996	319398.0	41.67	292371.0	38.14	299008.0	39.01	302764.0	39.5	420068	54.8		
Sgr-CJol_004-Ex1-cssl.clmp.fp2_r2_screen	766548	322776.0	42.120000000000005	147.0	0.02	0.0	0.0	0.0	0.0	206539.0	26.939999999999998	290065.0	37.84	342437.0	44.669999999999995	290483.0	37.89	321237.0	41.9	293969.0	38.35	300282.0	39.17	303671.0	39.61	418228	54.56		
Sgr-CJol_006-Ex1-cssl.clmp.fp2_r1_screen	1251904	473159.0	37.800000000000004	786.0	0.06	0.0	0.0	63.0	0.0	302702.0	24.18	433284.0	34.61	504044.0	40.260000000000005	430514.0	34.39	471404.0	37.65	432291.0	34.540000000000006	444787.0	35.54	447572.0	35.76	730611	58.36		
Sgr-CJol_006-Ex1-cssl.clmp.fp2_r2_screen	1251904	473189.0	37.81	790.0	0.06	0.0	0.0	0.0	0.0	303241.0	24.22	432440.0	34.54	503815.0	40.25	430400.0	34.38	471092.0	37.63	431914.0	34.51	444711.0	35.519999999999996	446647.0	35.67	731362	58.42		
Sgr-CJol_007-Ex1-cssl.clmp.fp2_r1_screen	1954499	611722.0	31.3	71.0	0.0	0.0	0.0	38.0	0.0	350996.0	17.959999999999997	533954.0	27.32	658455.0	33.69	541076.0	27.669999999999998	608042.0	31.11	548502.0	28.07	566918.0	29.0	567967.0	29.07	1282737	65.63		
Sgr-CJol_007-Ex1-cssl.clmp.fp2_r2_screen	1954499	610681.0	31.24	64.0	0.0	0.0	0.0	3.0	0.0	350141.0	17.91	532867.0	27.259999999999998	659975.0	33.77	540468.0	27.66	608038.0	31.11	546677.0	27.96	566001.0	28.96	567319.0	29.03	1282151	65.6		
Sgr-CJol_008-Ex1-cssl.clmp.fp2_r1_screen	1568880	534699.0	34.080000000000005	20.0	0.0	0.0	0.0	27.0	0.0	329267.0	20.99	471267.0	30.040000000000003	574516.0	36.62	477873.0	30.45	532233.0	33.92	483300.0	30.8	497776.0	31.73	500638.0	31.92	984629	62.76		
Sgr-CJol_008-Ex1-cssl.clmp.fp2_r2_screen	1568880	535550.0	34.14	33.0	0.0	0.0	0.0	0.0	0.0	328589.0	20.939999999999998	470365.0	29.98	576135.0	36.71	477945.0	30.46	532148.0	33.910000000000004	483517.0	30.82	498588.0	31.779999999999998	501153.0	31.95	982903	62.65		
Sgr-CJol_009-Ex1-cssl.clmp.fp2_r1_screen	1784270	713271.0	39.98	121.0	0.01	0.0	0.0	36.0	0.0	440457.0	24.689999999999998	636964.0	35.69	757623.0	42.46	642967.0	36.03	709540.0	39.769999999999996	651029.0	36.48	652973.0	36.6	673667.0	37.76	1013643	56.81		
Sgr-CJol_009-Ex1-cssl.clmp.fp2_r2_screen	1784270	716209.0	40.15	129.0	0.01	0.0	0.0	1.0	0.0	438497.0	24.58	636420.0	35.67	762533.0	42.730000000000004	642709.0	36.019999999999996	713037.0	39.97	650737.0	36.48	653315.0	36.61	675354.0	37.85	1010253	56.62		
Sgr-CJol_010-Ex1-cssl.clmp.fp2_r1_screen	1462119	633218.0	43.31	96.0	0.01	0.0	0.0	9.0	0.0	393292.0	26.900000000000002	571845.0	39.120000000000005	670343.0	45.85	572786.0	39.17	630198.0	43.11	578705.0	39.57	573089.0	39.190000000000005	598523.0	40.940000000000005	780479	53.38		
Sgr-CJol_010-Ex1-cssl.clmp.fp2_r2_screen	1462119	634667.0	43.41	92.0	0.01	0.0	0.0	0.0	0.0	390057.0	26.68	568215.0	38.86	673009.0	46.040000000000006	571762.0	39.11	632408.0	43.25	577322.0	39.480000000000004	572105.0	39.13	599394.0	40.98	777408	53.17		
Sgr-CJol_012-Ex1-cssl.clmp.fp2_r1_screen	1056671	418569.0	39.62	33.0	0.0	0.0	0.0	42.0	0.0	283428.0	26.82	378933.0	35.87	442123.0	41.84	383717.0	36.31	417038.0	39.470000000000006	386306.0	36.56	395144.0	37.400000000000006	398142.0	37.669999999999995	608431	57.58		
Sgr-CJol_012-Ex1-cssl.clmp.fp2_r2_screen	1056671	418608.0	39.620000000000005	46.0	0.0	0.0	0.0	15.0	0.0	282057.0	26.69	376920.0	35.68	442526.0	41.87	382220.0	36.17	417050.0	39.46	385298.0	36.46	395123.0	37.38999999999999	396559.0	37.519999999999996	608114	57.55		
Sgr-CJol_017-Ex1-cssl.clmp.fp2_r1_screen	1525693	560990.0	36.760000000000005	49.0	0.0	0.0	0.0	74.0	0.0	356407.0	23.36	497943.0	32.64	599800.0	39.31	503069.0	32.980000000000004	558727.0	36.62	508373.0	33.32	522883.0	34.279999999999994	526403.0	34.51	914652	59.95		
Sgr-CJol_017-Ex1-cssl.clmp.fp2_r2_screen	1525693	564461.0	37.0	47.0	0.0	0.0	0.0	2.0	0.0	353638.0	23.18	497326.0	32.589999999999996	605906.0	39.71	503821.0	33.02	561814.0	36.82	509445.0	33.39	526215.0	34.480000000000004	527548.0	34.59	910228	59.66		
Sgr-CJol_020-Ex1-cssl.clmp.fp2_r1_screen	2071856	865504.0	41.78	2631.0	0.13	0.0	0.0	73.0	0.0	577689.0	27.88	800579.0	38.65	918291.0	44.32	793425.0	38.3	862595.0	41.63	796711.0	38.46	805745.0	38.9	822067.0	39.68	1125224	54.31		
Sgr-CJol_020-Ex1-cssl.clmp.fp2_r2_screen	2071856	861479.0	41.58	2476.0	0.12	0.0	0.0	1.0	0.0	574561.0	27.74	795782.0	38.4	913016.0	44.07	789775.0	38.12	858996.0	41.46	793243.0	38.3	801261.0	38.68	817298.0	39.46	1131026	54.59		
Sgr-CJol_021-Ex1-cssl.clmp.fp2_r1_screen	872484	335575.0	38.46	532.0	0.06	0.0	0.0	7.0	0.0	182299.0	20.89	304332.0	34.88	358789.0	41.120000000000005	298962.0	34.26	333349.0	38.21	302386.0	34.66	299297.0	34.31	312995.0	35.87	499758	57.28		
Sgr-CJol_021-Ex1-cssl.clmp.fp2_r2_screen	872484	337211.0	38.65	465.0	0.05	0.0	0.0	0.0	0.0	181306.0	20.779999999999998	305417.0	35.0	363100.0	41.61	299337.0	34.31	335900.0	38.5	303228.0	34.76	300463.0	34.44	314853.0	36.080000000000005	496094	56.86		
Sgr-CJol_023-Ex1-cssl.clmp.fp2_r1_screen	2037644	895156.0	43.93	272.0	0.01	0.0	0.0	30.0	0.0	612398.0	30.049999999999997	810018.0	39.75	943613.0	46.32	819706.0	40.24	888041.0	43.58	822762.0	40.38	839630.0	41.2	846898.0	41.57	1077302	52.87		
Sgr-CJol_023-Ex1-cssl.clmp.fp2_r2_screen	2037644	888114.0	43.57	267.0	0.01	0.0	0.0	1.0	0.0	608480.0	29.869999999999997	804970.0	39.51	937503.0	46.01	813951.0	39.94	882209.0	43.29	816465.0	40.08	833738.0	40.92	841889.0	41.33	1083415	53.17		
Sgr-CJol_024-Ex1-cssl.clmp.fp2_r1_screen	1059313	431608.0	40.75	163.0	0.02	0.0	0.0	9.0	0.0	289222.0	27.3	391692.0	36.980000000000004	456243.0	43.07	393570.0	37.160000000000004	429570.0	40.559999999999995	396601.0	37.45	407749.0	38.49	409346.0	38.629999999999995	594168	56.09		
Sgr-CJol_024-Ex1-cssl.clmp.fp2_r2_screen	1059313	430089.0	40.6	162.0	0.01	0.0	0.0	0.0	0.0	285498.0	26.95	389124.0	36.730000000000004	456254.0	43.07	392266.0	37.029999999999994	427707.0	40.37	394334.0	37.23	405670.0	38.3	407374.0	38.45	594168	56.09		
Sgr-CJol_025-Ex1-cssl.clmp.fp2_r1_screen	2610887	1020782.0	39.1	130.0	0.0	0.0	0.0	204.0	0.01	664155.0	25.439999999999998	914213.0	35.01	1080847.0	41.4	928372.0	35.550000000000004	1014824.0	38.870000000000005	935617.0	35.83	953838.0	36.54	965538.0	36.970000000000006	1512486	57.93		
Sgr-CJol_025-Ex1-cssl.clmp.fp2_r2_screen	2610887	1024372.0	39.239999999999995	134.0	0.01	0.0	0.0	1.0	0.0	664505.0	25.45	915331.0	35.06	1085474.0	41.58	929599.0	35.61	1018733.0	39.01	936836.0	35.88	955786.0	36.61	968238.0	37.08	1507787	57.75		
Sgr-CJol_028-Ex1-cssl.clmp.fp2_r1_screen	1223252	513478.0	41.97	48.0	0.0	0.0	0.0	12.0	0.0	353808.0	28.92	464564.0	37.98	538950.0	44.06	473196.0	38.69	511783.0	41.83	475242.0	38.86	484127.0	39.58	489082.0	39.980000000000004	676091	55.27		
Sgr-CJol_028-Ex1-cssl.clmp.fp2_r2_screen	1223252	514582.0	42.07	34.0	0.0	0.0	0.0	0.0	0.0	354178.0	28.95	464985.0	38.0	541924.0	44.3	471732.0	38.559999999999995	512383.0	41.89	475206.0	38.85	486303.0	39.75	490115.0	40.06	673889	55.09		
Sgr-CJol_032-Ex1-cssl.clmp.fp2_r1_screen	1095198	407485.0	37.2	7.0	0.0	0.0	0.0	17.0	0.0	267317.0	24.41	361722.0	33.03	434331.0	39.660000000000004	367375.0	33.54	404565.0	36.94	369876.0	33.769999999999996	380235.0	34.71	383234.0	35.0	653723	59.69		
Sgr-CJol_032-Ex1-cssl.clmp.fp2_r2_screen	1095198	406033.0	37.07	9.0	0.0	0.0	0.0	2.0	0.0	266379.0	24.32	359766.0	32.85	434340.0	39.66	366520.0	33.46	402611.0	36.76	368556.0	33.65	379567.0	34.660000000000004	381770.0	34.86	654599	59.77		
Sgr-CJol_034-Ex1-cssl.clmp.fp2_r1_screen	2153871	928930.0	43.13	6174.0	0.29000000000000004	0.0	0.0	54.0	0.0	532562.0	24.72	909893.0	42.24	997821.0	46.33	844928.0	39.23	929226.0	43.14	847480.0	39.36000000000001	813779.0	37.769999999999996	875583.0	40.65	1082320	50.25		
Sgr-CJol_034-Ex1-cssl.clmp.fp2_r2_screen	2153871	928484.0	43.11	5855.0	0.27	0.0	0.0	1.0	0.0	534589.0	24.82	907053.0	42.12	1000807.0	46.47	843344.0	39.160000000000004	929709.0	43.160000000000004	845601.0	39.260000000000005	814008.0	37.790000000000006	875168.0	40.64	1081458	50.21		
Sgr-CJol_035-Ex1-cssl.clmp.fp2_r1_screen	1666875	676197.0	40.56	51.0	0.0	0.0	0.0	43.0	0.0	410756.0	24.64	604820.0	36.28	718144.0	43.08	610196.0	36.61	672396.0	40.33	615500.0	36.919999999999995	612969.0	36.77	637942.0	38.269999999999996	937617	56.25		
Sgr-CJol_035-Ex1-cssl.clmp.fp2_r2_screen	1666875	677584.0	40.650000000000006	44.0	0.0	0.0	0.0	0.0	0.0	408752.0	24.52	604419.0	36.26	720101.0	43.199999999999996	609710.0	36.58	673253.0	40.4	614528.0	36.87	612545.0	36.75	637262.0	38.24	935450	56.12		
Sgr-CJol_036-Ex1-cssl.clmp.fp2_r1_screen	1458251	534493.0	36.650000000000006	112.0	0.01	0.0	0.0	36.0	0.0	293839.0	20.15	466908.0	32.02	578321.0	39.67	468220.0	32.11	527700.0	36.2	470491.0	32.27	481824.0	33.04	489441.0	33.56	867805	59.51		
Sgr-CJol_036-Ex1-cssl.clmp.fp2_r2_screen	1458251	536576.0	36.790000000000006	106.0	0.01	0.0	0.0	3.0	0.0	294426.0	20.189999999999998	466590.0	32.0	581656.0	39.89	469874.0	32.22	530841.0	36.4	471804.0	32.36	484011.0	33.19	491084.0	33.68	864159	59.26		
Sgr-CJol_037-Ex1-cssl.clmp.fp2_r1_screen	1954021	898027.0	45.96	1534.0	0.07	0.0	0.0	24.0	0.0	563921.0	28.860000000000003	822497.0	42.08	958628.0	49.050000000000004	809610.0	41.44	896992.0	45.900000000000006	816870.0	41.81	814610.0	41.68	844782.0	43.22	971148	49.7		
Sgr-CJol_037-Ex1-cssl.clmp.fp2_r2_screen	1954021	897669.0	45.95	1521.0	0.07	0.0	0.0	0.0	0.0	559758.0	28.650000000000002	819025.0	41.92	958375.0	49.04	808253.0	41.36	896647.0	45.9	815251.0	41.72	813840.0	41.65	845113.0	43.26	972516	49.77		
Sgr-CJol_041-Ex1-cssl.clmp.fp2_r1_screen	2247368	1090491.0	48.519999999999996	61.0	0.0	0.0	0.0	45.0	0.0	695985.0	30.96	974536.0	43.370000000000005	1151459.0	51.24	987825.0	43.949999999999996	1082874.0	48.18	997011.0	44.36	1013523.0	45.1	1030594.0	45.86000000000001	1080085	48.06		
Sgr-CJol_041-Ex1-cssl.clmp.fp2_r2_screen	2247368	1088432.0	48.43	57.0	0.0	0.0	0.0	2.0	0.0	699634.0	31.13	973822.0	43.33	1153486.0	51.31999999999999	986672.0	43.9	1083778.0	48.22	995617.0	44.300000000000004	1013821.0	45.1	1031497.0	45.91	1078287	47.98		
Sgr-CJol_042-Ex1-cssl.clmp.fp2_r1_screen	1302287	469462.0	36.05	5551.0	0.42	0.0	0.0	12.0	0.0	259519.0	19.93	489849.0	37.61	510754.0	39.220000000000006	424590.0	32.62	471282.0	36.190000000000005	423136.0	32.5	421765.0	32.38	440275.0	33.800000000000004	716257	55.0		
Sgr-CJol_042-Ex1-cssl.clmp.fp2_r2_screen	1302287	469084.0	36.01	5340.0	0.41000000000000003	0.0	0.0	0.0	0.0	258991.0	19.89	488422.0	37.5	512121.0	39.32	424131.0	32.559999999999995	470150.0	36.099999999999994	423358.0	32.5	419774.0	32.230000000000004	439630.0	33.76	715867	54.97		
Sgr-CJol_044-Ex1-cssl.clmp.fp2_r1_screen	813994	338097.0	41.53	504.0	0.06	0.0	0.0	30.0	0.0	198297.0	24.36	465595.0	57.199999999999996	399753.0	49.1	315861.0	38.800000000000004	337773.0	41.5	317433.0	38.99	273229.0	33.56999999999999	325634.0	40.0	304433	37.4		
Sgr-CJol_044-Ex1-cssl.clmp.fp2_r2_screen	813994	336373.0	41.33	374.0	0.04	0.0	0.0	2.0	0.0	196911.0	24.19	457851.0	56.25	398683.0	48.989999999999995	313334.0	38.49	336985.0	41.39	314902.0	38.68000000000001	272821.0	33.519999999999996	324542.0	39.86	308910	37.95		
Sgr-CJol_046-Ex1-cssl.clmp.fp2_r1_screen	290220	102717.0	35.39	93.0	0.03	0.0	0.0	11.0	0.0	66064.0	22.759999999999998	127936.0	44.080000000000005	120068.0	41.370000000000005	93668.0	32.28	101687.0	35.05	93741.0	32.29	93503.0	32.22	96929.0	33.41	143049	49.29		
Sgr-CJol_046-Ex1-cssl.clmp.fp2_r2_screen	290220	102514.0	35.33	65.0	0.02	0.0	0.0	5.0	0.0	66686.0	22.98	127678.0	43.99	120217.0	41.42	93845.0	32.33	101997.0	35.14	93543.0	32.24	94143.0	32.43	97387.0	33.550000000000004	142846	49.22		
Sgr-CJol_048-Ex1-cssl.clmp.fp2_r1_screen	1060831	350158.0	33.01	2609.0	0.24000000000000002	0.0	0.0	12.0	0.0	203332.0	19.17	351930.0	33.17	379986.0	35.82	315256.0	29.720000000000002	349377.0	32.94	316107.0	29.8	321534.0	30.32	327139.0	30.84	634164	59.78		
Sgr-CJol_048-Ex1-cssl.clmp.fp2_r2_screen	1060831	349507.0	32.94	2556.0	0.24000000000000002	0.0	0.0	0.0	0.0	204643.0	19.29	352315.0	33.21	380186.0	35.83	315409.0	29.74	349062.0	32.910000000000004	316005.0	29.790000000000003	321810.0	30.34	326832.0	30.810000000000002	635649	59.92		
Sgr-CJol_049-Ex1-cssl.clmp.fp2_r1_screen	1077051	365460.0	33.94	139.0	0.01	0.0	0.0	3.0	0.0	214863.0	19.95	324890.0	30.16	393627.0	36.55	328639.0	30.509999999999998	365707.0	33.95	330785.0	30.709999999999997	341708.0	31.72	342023.0	31.75	675418	62.71		
Sgr-CJol_049-Ex1-cssl.clmp.fp2_r2_screen	1077051	367936.0	34.169999999999995	130.0	0.01	0.0	0.0	0.0	0.0	216087.0	20.06	324646.0	30.14	396662.0	36.830000000000005	328881.0	30.540000000000003	367223.0	34.09	331021.0	30.74	342385.0	31.790000000000003	342528.0	31.810000000000002	672726	62.46		
Sgr-CJol_051-Ex1-cssl.clmp.fp2_r1_screen	1629005	879438.0	53.989999999999995	55.0	0.0	0.0	0.0	21.0	0.0	529675.0	32.51	796923.0	48.92	928392.0	56.99	797001.0	48.92	877643.0	53.87	806120.0	49.48	827517.0	50.79	832753.0	51.12	688580	42.27		
Sgr-CJol_051-Ex1-cssl.clmp.fp2_r2_screen	1629005	876224.0	53.79	53.0	0.0	0.0	0.0	1.0	0.0	526077.0	32.29	794420.0	48.76	927688.0	56.940000000000005	794451.0	48.76	874687.0	53.699999999999996	803592.0	49.34	824706.0	50.62	831719.0	51.06	690046	42.36		
Sgr-CJol_053-Ex1-cssl.clmp.fp2_r1_screen	1578965	686270.0	43.47	185.0	0.01	0.0	0.0	46.0	0.0	466955.0	29.57	623414.0	39.48	723032.0	45.79	630585.0	39.94	683908.0	43.31	636206.0	40.29	640031.0	40.54	653935.0	41.43	846009	53.58		
Sgr-CJol_053-Ex1-cssl.clmp.fp2_r2_screen	1578965	689753.0	43.68	155.0	0.01	0.0	0.0	0.0	0.0	468054.0	29.64	626717.0	39.7	726952.0	46.040000000000006	634349.0	40.160000000000004	687988.0	43.57	639550.0	40.51	644233.0	40.800000000000004	657466.0	41.64	842219	53.34		
Sgr-CJol_054-Ex1-cssl.clmp.fp2_r1_screen	1233267	501221.0	40.629999999999995	212.0	0.02	0.0	0.0	27.0	0.0	331515.0	26.88	448359.0	36.36	530554.0	43.02	455841.0	36.970000000000006	498179.0	40.400000000000006	457773.0	37.11	469104.0	38.04	472790.0	38.339999999999996	691986	56.11		
Sgr-CJol_054-Ex1-cssl.clmp.fp2_r2_screen	1233267	501525.0	40.67	153.0	0.01	0.0	0.0	1.0	0.0	333636.0	27.05	451829.0	36.629999999999995	530283.0	43.0	457645.0	37.11	498431.0	40.41	460047.0	37.300000000000004	470945.0	38.18	473061.0	38.370000000000005	693219	56.21		
Sgr-CJol_056-Ex1-cssl.clmp.fp2_r1_screen	1084961	407822.0	37.589999999999996	17.0	0.0	0.0	0.0	19.0	0.0	258938.0	23.87	361545.0	33.33	433978.0	40.0	367265.0	33.85	406230.0	37.44	371249.0	34.22	379378.0	34.97	383818.0	35.37	644575	59.41		
Sgr-CJol_056-Ex1-cssl.clmp.fp2_r2_screen	1084961	410241.0	37.82	20.0	0.0	0.0	0.0	0.0	0.0	258787.0	23.85	362961.0	33.45	437258.0	40.31	368998.0	34.0	408259.0	37.63	373222.0	34.4	382400.0	35.25	387019.0	35.67	640018	58.99		
