Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_1	2.1184800968669375	4.588641518092723
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_2	1.3806809391089214	2.907306400076491
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_1	1.1869404924858469	2.885749579102498
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_2	0.8670488527264143	2.0937754863571976
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_1	2.012047289890505	3.1733767107288213
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_2	0.7059771600661416	1.712885355154313
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_1	1.1013529565470532	3.3540162077133644
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_2	0.7823794502512532	2.162663658671058
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_1	1.6772002237848405	3.7304628868144185
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_2	0.9871273600689062	2.372192812457245
SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_1	1.0925776238103777	2.998154334541275
SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_2	0.7688409764471082	1.8101044540131002
SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_1	9.156230416939726	16.32872701217636
SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_2	3.2722022328457148	11.153750127687772
SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_1	4.397334618806578	11.186290597194661
SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_2	2.8840527729508687	7.437954645939417
SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_1	1.832737979355547	3.4466969298044843
SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_2	1.138048036802564	2.5657486063826878
SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_1	1.2194931348730544	3.071319990203206
