"","Position","C.T","G.A"
"1",1,0.377312404787603,0.364981879007507
"2",2,0.40145011215229,0.389233549293522
"3",3,0.415721263918541,0.413439573362927
"4",4,0.433939671353711,0.426316076664177
"5",5,0.458254506979175,0.426846174584541
"6",6,0.479060809851632,0.425419633602468
"7",7,0.492569857246368,0.428002816456624
"8",8,0.498440838545558,0.436604795030923
"9",9,0.50140359058531,0.446110668160985
"10",10,0.501489613265884,0.456799916480725
"11",11,0.499090962121693,0.468343412154652
"12",12,0.495838910642529,0.479062803602072
"13",-12,0.497930611096086,0.476885026806317
"14",-11,0.48763760155447,0.480268768193375
"15",-10,0.478415853714857,0.480994405388959
"16",-9,0.469445708686745,0.479775605053829
"17",-8,0.458639362725922,0.478273627593586
"18",-7,0.444599310881176,0.477225456997849
"19",-6,0.431817923040317,0.472227907782714
"20",-5,0.425429394481689,0.458498183772177
"21",-4,0.423330391317759,0.43647722278635
"22",-3,0.411031811380716,0.417938966969827
"23",-2,0.388550606988866,0.40168949447284
"24",-1,0.366306329435331,0.375675923879224
