pos	3pG>A
1	0.00719722716338622
2	0.00736371885251623
3	0.00522667142064171
4	0.00578310131530856
5	0.00760569681604653
6	0.00947017664089309
7	0.00946576763485477
8	0.00842636673255566
9	0.00890707751564757
10	0.00876177645373384
11	0.00947813178029005
12	0.00872364397231611
13	0.00885931095290355
14	0.00864417244760832
15	0.00912434954243675
16	0.00888693396289929
17	0.00899969679428871
18	0.00942117267722522
19	0.00941956124314442
20	0.0088433291135191
21	0.0102678224630893
22	0.00929837034558711
23	0.0121064702203072
24	0.00942901332272098
25	0.00846393421070527
