"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0507437810554031,0.0329049716367481,3.16257211772985e-05,0.180182005076205,0.576236183015499,-20911.0917777327
"Std.",0.000127176093809001,0.000269593649805932,3.1522291008612e-05,0.0064425422487013,0.00180139485692644,1.7108815564206
"Acceptance ratio",0.15242,0.1671,0.17118,0.2464,0.16608,0.63188
"0%",0.050268110068737,0.0318127883116427,4.00405210727775e-09,0.15712397458069,0.569665152560386,-20922.9664712209
"2.5%",0.0504953018537976,0.0323806814779445,7.33675493154995e-07,0.167791252095726,0.572688270389705,-20915.2624400164
"5%",0.0505402457450909,0.0324629710180297,1.55055326694118e-06,0.169707252032374,0.573256391054329,-20914.3707795311
"7.5%",0.0505635176560728,0.032521632203869,2.28448663528997e-06,0.170981191082645,0.573605405204382,-20913.8222263826
"10%",0.0505815934702267,0.0325646959200519,3.20062665268984e-06,0.172023902410782,0.57389553396796,-20913.4243148353
"12.5%",0.0505974467619734,0.0325988230667538,4.17574414159962e-06,0.172863174848353,0.57413064830309,-20913.0837780937
"15%",0.0506108389165738,0.0326269821763819,4.93754140825685e-06,0.173609947060287,0.574344544344917,-20912.8037297204
"17.5%",0.0506234895553864,0.0326516705066489,5.85041637191466e-06,0.174303229156142,0.574540766877188,-20912.5687523987
"20%",0.0506360013468438,0.0326799159621256,6.89526361465567e-06,0.174940758676697,0.574711840684536,-20912.361948679
"22.5%",0.0506467420139319,0.0327017106957906,7.85503828192181e-06,0.175497197548682,0.574870525633271,-20912.1764949578
"25%",0.0506570466301042,0.0327232114606817,9.02686535604085e-06,0.175941841322257,0.575036637203657,-20911.9970793199
"27.5%",0.0506670993436764,0.0327418588298466,9.9886756382143e-06,0.176431086061039,0.575152347012681,-20911.8444840524
"30%",0.0506762997583947,0.0327639081947839,1.11747883677434e-05,0.176862869711028,0.575285997921595,-20911.7017834727
"32.5%",0.0506853706856853,0.0327811292978761,1.22787049510469e-05,0.177229033947894,0.575410620409309,-20911.5660933729
"35%",0.050691609343308,0.0327990734724307,1.33762412484399e-05,0.177697049518836,0.575535279871405,-20911.4316806468
"37.5%",0.0507000645769833,0.0328209586277817,1.47743270573775e-05,0.178144621729354,0.575690543228135,-20911.313250043
"40%",0.0507088043920785,0.0328401306926827,1.62385725983038e-05,0.178572228430077,0.575795492818107,-20911.1965132924
"42.5%",0.0507172323413343,0.0328564148308777,1.76675469208765e-05,0.178949799723902,0.575905396238015,-20911.0789597127
"45%",0.0507256198198246,0.0328721609671942,1.91140671343594e-05,0.179272392710458,0.576013332991185,-20910.9758844903
"47.5%",0.0507340934622937,0.0328866066130939,2.06580435411003e-05,0.179676486634257,0.5761405763253,-20910.8650930726
"50%",0.0507427415096559,0.0329036436356957,2.22378006056948e-05,0.180045085423032,0.576236884253969,-20910.7654528526
"52.5%",0.050750827005319,0.0329202783124971,2.40172977783819e-05,0.180445585455289,0.57635424709673,-20910.6712378933
"55%",0.0507595662052699,0.0329392435212324,2.57150516688203e-05,0.180812244400724,0.576462940957573,-20910.5725347157
"57.5%",0.0507659736788921,0.0329566346828728,2.73434312688215e-05,0.181242851603404,0.57657196374937,-20910.4810171073
"60%",0.0507756292706658,0.0329714239722417,2.89833977003499e-05,0.181649679089462,0.576689585944601,-20910.3943632811
"62.5%",0.0507834369913102,0.032988095319609,3.11010050567509e-05,0.182081191521774,0.57680118694591,-20910.2998689521
"65%",0.0507923701467625,0.0330060028184071,3.32458912258492e-05,0.182600079772071,0.576930883947427,-20910.2026691003
"67.5%",0.050801085936723,0.0330222301756511,3.55975869961546e-05,0.183077187530668,0.577076434446628,-20910.1082709687
"70%",0.0508106566311281,0.0330416465743933,3.82924099906692e-05,0.183553952484749,0.577204712976999,-20910.0094562694
"72.5%",0.0508203800264283,0.0330621249617266,4.09410532330977e-05,0.183995317846041,0.577359068269063,-20909.9192870751
"75%",0.0508315543228574,0.0330816751806102,4.36992818615992e-05,0.184452501015755,0.577478593775469,-20909.8338732805
"77.5%",0.0508414334179586,0.0331025830571078,4.72996812688342e-05,0.185007689051805,0.577625293835142,-20909.7331521262
"80%",0.0508531850656,0.0331250122951178,5.11449748509453e-05,0.185541164874272,0.577774182516657,-20909.6399298045
"82.5%",0.0508647993312567,0.0331525919623411,5.52536742628508e-05,0.186159414107491,0.577924188083092,-20909.5419331056
"85%",0.0508777248679331,0.0331788625986302,6.00477880988064e-05,0.186788417968081,0.578079293488218,-20909.4344213637
"87.5%",0.0508914699019404,0.0332071172091863,6.5738653006823e-05,0.187541415630237,0.578277012154028,-20909.3303094792
"90%",0.0509068343849072,0.0332430803074822,7.28753183115529e-05,0.188384805567722,0.578525326926169,-20909.2153610934
"92.5%",0.0509278930181538,0.03328521913383,8.15957326679941e-05,0.189583123953716,0.578811387394256,-20909.0843755423
"95%",0.0509550612157082,0.0333461134214417,9.46520809801479e-05,0.190944384332887,0.579238988296617,-20908.9362019225
"97.5%",0.0509961993398279,0.0334485574712837,0.000116607236508845,0.193158283070774,0.579743115161266,-20908.7352794663
"100%",0.0511954121385118,0.0339560374900678,0.000324907191529009,0.206707319530489,0.582517247791671,-20908.1257492626
