Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Leq-ABas_001_Ex1_L3_clmp.fp2_r1_screen	5912431	350588.0	5.92	901.0	0.01	0.0	0.0	197.0	0.0	100127.0	1.69	1173439.0	19.85	736644.0	12.46	184058.0	3.12	282525.0	4.79	193618.0	3.27	220732.0	3.7399999999999998	203145.0	3.42	4440826	75.11
Leq-ABas_001_Ex1_L3_clmp.fp2_r2_screen	5912431	352043.0	5.960000000000001	887.0	0.01	0.0	0.0	87.0	0.0	99553.0	1.68	1175569.0	19.89	740612.0	12.530000000000001	184362.0	3.13	284642.0	4.82	194465.0	3.28	221541.0	3.75	204025.0	3.45	4438461	75.07
Leq-ABas_002_Ex1_L3_clmp.fp2_r1_screen	4314555	1804156.0	41.81	488.0	0.01	0.0	0.0	145.0	0.0	110973.0	2.5799999999999996	688504.0	15.96	805519.0	18.67	207476.0	4.8	341152.0	7.9	188672.0	4.37	216506.0	5.010000000000001	192890.0	4.4799999999999995	1995913	46.26
Leq-ABas_002_Ex1_L3_clmp.fp2_r2_screen	4314555	1802936.0	41.79	496.0	0.01	0.0	0.0	57.0	0.0	110429.0	2.5599999999999996	688564.0	15.96	806595.0	18.7	206931.0	4.8	341359.0	7.91	188961.0	4.38	217139.0	5.03	193362.0	4.49	1995913	46.26
Leq-ABas_003_Ex1_L3_clmp.fp2_r1_screen	8461181	612935.0	7.24	720.0	0.01	0.0	0.0	440.0	0.01	175610.0	2.0799999999999996	712851.0	8.43	727306.0	8.6	313346.0	3.71	463957.0	5.4799999999999995	331612.0	3.91	373743.0	4.42	346931.0	4.1	7285076	86.1
Leq-ABas_003_Ex1_L3_clmp.fp2_r2_screen	8461181	615024.0	7.2700000000000005	708.0	0.01	0.0	0.0	184.0	0.0	174232.0	2.0599999999999996	714467.0	8.450000000000001	730125.0	8.64	313217.0	3.7	466410.0	5.5	332851.0	3.93	375250.0	4.44	348127.0	4.109999999999999	7281692	86.06
Leq-ABas_004_Ex1_L3_clmp.fp2_r1_screen	8095497	814135.0	10.06	1456.0	0.01	0.0	0.0	211.0	0.0	106528.0	1.31	1431648.0	17.68	989654.0	12.22	219040.0	2.71	367726.0	4.55	230819.0	2.85	267731.0	3.3000000000000003	239278.0	2.9600000000000004	5929142	73.24
Leq-ABas_004_Ex1_L3_clmp.fp2_r2_screen	8095497	814434.0	10.059999999999999	1495.0	0.02	0.0	0.0	57.0	0.0	106238.0	1.31	1433816.0	17.71	994977.0	12.29	219032.0	2.71	369821.0	4.57	231681.0	2.85	268770.0	3.32	240311.0	2.9600000000000004	5925903	73.2
Leq-ABas_005_Ex1_L3_clmp.fp2_r1_screen	6138139	568577.0	9.25	1231.0	0.02	0.0	0.0	200.0	0.0	68509.0	1.12	813822.0	13.25	567573.0	9.25	142713.0	2.33	244831.0	3.99	146080.0	2.38	166597.0	2.71	147198.0	2.4	4787134	77.99
Leq-ABas_005_Ex1_L3_clmp.fp2_r2_screen	6138139	568932.0	9.27	1325.0	0.02	0.0	0.0	68.0	0.0	67725.0	1.1	816162.0	13.3	571483.0	9.31	142346.0	2.32	247674.0	4.04	147084.0	2.4	166517.0	2.7	147218.0	2.4	4783451	77.93
