pos	3pG>A
1	0.0190122051990626
2	0.0287494622181669
3	0.0174703339599823
4	0.0202625152098309
5	0.0203060450023406
6	0.0302841654614935
7	0.032290294541968
8	0.0270673876694903
9	0.0283847921243732
10	0.0298459504617814
11	0.024428344752088
12	0.0253227248202163
13	0.0266402099468732
14	0.0270050639841237
15	0.0265608141974837
16	0.0272393140866655
17	0.0262280248190279
18	0.0263879502201866
19	0.0270922329257536
20	0.0275210075022198
21	0.0281420166153079
22	0.0275944863223735
23	0.0279723013831932
24	0.0287689630304574
25	0.0282542666422983
