pos	5pC>T
1	0.0204553480407508
2	0.0312538598208093
3	0.0183722029562364
4	0.0206511973461419
5	0.0199623593041953
6	0.0299074270915873
7	0.032813708038909
8	0.027785935923793
9	0.0286475571233462
10	0.0301787809760475
11	0.0245046796138706
12	0.0255224323262767
13	0.0271912768636453
14	0.0271858582323644
15	0.0270494030535129
16	0.0275977696531188
17	0.0266398116707336
18	0.0262900943294779
19	0.0269574992433741
20	0.0274376758068326
21	0.0286969755428375
22	0.028234057250101
23	0.0282691031197532
24	0.0285318679416728
25	0.0288646428788947
