"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0208788171986157,0.00893114570400966,8.14246156303472e-06,0.148509284874724,0.657209867527777,-21887.9563607188
"Std.",5.91613562292909e-05,9.41416245225959e-05,8.04449580440241e-06,0.00563230469268855,0.0022542640072303,1.728916381091
"Acceptance ratio",0.13054,0.1312,0.1733,0.25588,0.19416,0.62328
"0%",0.020647275263777,0.00859585446215094,1.29607142601112e-10,0.127559705888154,0.649026483501413,-21900.5652278163
"2.5%",0.020768021387723,0.00874622394012546,2.22629251265087e-07,0.137793945086027,0.652791902213649,-21892.1037799697
"5%",0.0207830904461771,0.00877466195539636,4.27857576980265e-07,0.139458440216525,0.653452678002889,-21891.2525023981
"7.5%",0.0207941126410963,0.00879496719685963,6.1756338809109e-07,0.140554945375366,0.653911146792242,-21890.7060915561
"10%",0.0208035665032885,0.00880948992212806,8.21995141636422e-07,0.141337874290561,0.654263463910168,-21890.2653121698
"12.5%",0.0208117549533089,0.00882138450600647,1.09546561847606e-06,0.142032214240862,0.654565761739267,-21889.9634417789
"15%",0.0208174683986715,0.00883324843177458,1.33051097051189e-06,0.142679303481394,0.65482939200219,-21889.708210156
"17.5%",0.0208234962644537,0.00884487162439482,1.56747773436022e-06,0.143164987442156,0.655061838676185,-21889.469745717
"20%",0.0208276717905296,0.00885357090251108,1.79639076153348e-06,0.143651631048786,0.655274071109265,-21889.2646708305
"22.5%",0.0208329034932339,0.00886014440137165,2.07825583752987e-06,0.14416072226783,0.655476679293741,-21889.0675491567
"25%",0.0208377184976413,0.00886683724214944,2.37326826825713e-06,0.144586884623785,0.65567248938029,-21888.8978364101
"27.5%",0.0208417349904675,0.00887343702136927,2.66593200125176e-06,0.144981510910706,0.655818655237484,-21888.7358991009
"30%",0.0208462059777419,0.00888139560961726,2.95545417098827e-06,0.145463804735778,0.656001754381708,-21888.5828505722
"32.5%",0.0208506933882903,0.00888733463194796,3.23331173500551e-06,0.145863257574885,0.656160876649297,-21888.4431878165
"35%",0.0208552035072523,0.00889418072862295,3.56530316322383e-06,0.146267187342019,0.656293760252428,-21888.3027463347
"37.5%",0.0208584246976081,0.00890051925461238,3.8523387809322e-06,0.146633105696416,0.656474480055197,-21888.1724812715
"40%",0.0208620465589285,0.00890758969595963,4.15688529584928e-06,0.147034774712998,0.656623695606621,-21888.0495693454
"42.5%",0.0208657836827387,0.00891427644494544,4.48834800666459e-06,0.147391638372811,0.656787836607196,-21887.9408089736
"45%",0.0208698683796749,0.00891978705451652,4.85454158338531e-06,0.147755035302481,0.656945860765332,-21887.8360224406
"47.5%",0.0208737079013279,0.0089256765577175,5.27300681574804e-06,0.148077266895245,0.657115185751376,-21887.7323960788
"50%",0.0208773985638788,0.00893194276926989,5.7133302887132e-06,0.148447906725477,0.657261868085067,-21887.6269869701
"52.5%",0.0208815526721411,0.00893840031461109,6.13270634902722e-06,0.148783309251821,0.657413904911888,-21887.5319692767
"55%",0.0208861602747821,0.00894476456675217,6.60975091973293e-06,0.149106322754289,0.657553815640285,-21887.4297839993
"57.5%",0.0208899268255236,0.00895043107445369,7.10543698875169e-06,0.149478246043242,0.65769323605173,-21887.3360208746
"60%",0.0208936590723005,0.00895542070020631,7.63825484393862e-06,0.149881956315983,0.65782261456613,-21887.2394440716
"62.5%",0.0208983454039927,0.00896159293988883,8.20895430378847e-06,0.150212543226862,0.657988516034459,-21887.141735919
"65%",0.0209023204856757,0.00896725487088825,8.76673023065482e-06,0.150620126767431,0.658151282500804,-21887.0518013114
"67.5%",0.0209060269025808,0.00897335731388457,9.32925566632863e-06,0.151032637316412,0.658299088768455,-21886.9604025259
"70%",0.0209102183626883,0.00898119324171238,9.98693644099035e-06,0.151438504436993,0.658448943799171,-21886.8693546211
"72.5%",0.0209151498489633,0.00898715764040079,1.05847498465619e-05,0.151804545698556,0.658593862586437,-21886.7734740919
"75%",0.0209202177755601,0.00899653875881674,1.12491131327448e-05,0.1522578650383,0.658753096056977,-21886.6828924806
"77.5%",0.0209250053763406,0.00900345498530693,1.21252221184483e-05,0.152744129043394,0.65892967293617,-21886.5865811026
"80%",0.0209295362611061,0.00901091305623257,1.29582001831408e-05,0.153234347825122,0.65910658792064,-21886.496979061
"82.5%",0.0209352414671066,0.00901893035459264,1.40278106467026e-05,0.153753044191982,0.659309414277652,-21886.399966169
"85%",0.0209410613043128,0.00902684888408731,1.530541510899e-05,0.154350693841849,0.659546786487826,-21886.296371329
"87.5%",0.0209479706420419,0.00903674052129042,1.68092380237732e-05,0.154991744073647,0.659809481545513,-21886.1836622091
"90%",0.0209560275611807,0.00905018706028483,1.86533683629355e-05,0.155716583851584,0.660073251851328,-21886.0605477589
"92.5%",0.0209658596345057,0.00906445702404984,2.10898800285118e-05,0.156630039498035,0.6603948721475,-21885.9247419299
"95%",0.0209771114564955,0.00908300095702995,2.41383141937035e-05,0.157934460020073,0.660849935255675,-21885.759734996
"97.5%",0.0209941328670113,0.00911862774168589,2.97507652378138e-05,0.159846976449259,0.661529604789064,-21885.5499966804
"100%",0.0210809747973928,0.00927721533930317,7.43545002893656e-05,0.169047687633509,0.665936545206078,-21884.9675588519
