Sample	Passed Filter	Low Quality	Too Many N	Too short
Sgr-CJol_001-Ex1-cssl	14369472.0	311320.0	4224.0	29540.0
Sgr-CJol_002-Ex1-cssl	13312362.0	302538.0	4206.0	31166.0
Sgr-CJol_003-Ex1-cssl	12864100.0	235572.0	4116.0	17952.0
Sgr-CJol_004-Ex1-cssl	8645724.0	240534.0	2648.0	19050.0
Sgr-CJol_006-Ex1-cssl	15357782.0	315242.0	4880.0	31274.0
Sgr-CJol_007-Ex1-cssl	27370520.0	512308.0	8292.0	37510.0
Sgr-CJol_008-Ex1-cssl	19938528.0	420834.0	6126.0	34276.0
Sgr-CJol_009-Ex1-cssl	21575216.0	453540.0	6704.0	39236.0
Sgr-CJol_010-Ex1-cssl	14857850.0	357230.0	4506.0	25956.0
Sgr-CJol_012-Ex1-cssl	12630778.0	308064.0	3936.0	27568.0
Sgr-CJol_017-Ex1-cssl	18293292.0	451566.0	5940.0	34210.0
Sgr-CJol_020-Ex1-cssl	26013512.0	493064.0	7982.0	39160.0
Sgr-CJol_021-Ex1-cssl	9993496.0	264436.0	3028.0	20114.0
Sgr-CJol_023-Ex1-cssl	24145906.0	470678.0	7524.0	39502.0
Sgr-CJol_024-Ex1-cssl	12284578.0	337342.0	3778.0	28588.0
Sgr-CJol_025-Ex1-cssl	33081652.0	619556.0	10382.0	41888.0
Sgr-CJol_028-Ex1-cssl	13772620.0	276624.0	4310.0	21746.0
Sgr-CJol_032-Ex1-cssl	14073426.0	314894.0	4412.0	29022.0
Sgr-CJol_034-Ex1-cssl	24412768.0	750212.0	7454.0	58582.0
Sgr-CJol_035-Ex1-cssl	19496480.0	493008.0	5914.0	44396.0
Sgr-CJol_036-Ex1-cssl	16747752.0	394736.0	5194.0	28230.0
Sgr-CJol_037-Ex1-cssl	21362170.0	544714.0	6346.0	43002.0
Sgr-CJol_041-Ex1-cssl	21710872.0	651780.0	6606.0	51542.0
Sgr-CJol_042-Ex1-cssl	17431848.0	308968.0	5392.0	22118.0
Sgr-CJol_044-Ex1-cssl	10636744.0	606868.0	3196.0	54662.0
Sgr-CJol_046-Ex1-cssl	3635370.0	123426.0	1152.0	7704.0
Sgr-CJol_048-Ex1-cssl	14820892.0	243278.0	4898.0	18662.0
Sgr-CJol_049-Ex1-cssl	12637004.0	228146.0	4158.0	17298.0
Sgr-CJol_051-Ex1-cssl	13676856.0	450522.0	4196.0	30876.0
Sgr-CJol_053-Ex1-cssl	19005244.0	427008.0	6024.0	33342.0
Sgr-CJol_054-Ex1-cssl	15275872.0	301314.0	4732.0	24802.0
Sgr-CJol_056-Ex1-cssl	14322532.0	299714.0	4466.0	25124.0
Sgr-CJol_057-Ex1-cssl	19894738.0	468716.0	6404.0	35062.0
Sgr-CJol_058-Ex1-cssl	15533062.0	955352.0	4728.0	62660.0
Sgr-CJol_059-Ex1-cssl	16557604.0	376244.0	4972.0	30782.0
Sgr-CJol_061-Ex1-cssl	14624160.0	352362.0	4394.0	38950.0
Sgr-CJol_064-Ex1-cssl	23100888.0	605020.0	7056.0	53238.0
Sgr-CJol_066-Ex1-cssl	10719862.0	220432.0	3346.0	17540.0
Sgr-CJol_068-Ex1-cssl	14753186.0	352222.0	4674.0	30202.0
Sgr-CJol_070-Ex1-cssl	25464104.0	596002.0	7748.0	43616.0
Sgr-CJol_072-Ex1-cssl	20187088.0	387950.0	6240.0	31844.0
Sgr-CJol_073-Ex1-cssl	10316160.0	275310.0	3264.0	18554.0
Sgr-CJol_075-Ex1-cssl	11161932.0	237670.0	3474.0	18494.0
Sgr-CJol_076-Ex1-cssl	18718414.0	311858.0	5818.0	22520.0
Sgr-CJol_078-Ex1-cssl	12078122.0	297776.0	3654.0	27198.0
Sgr-CJol_079-Ex1-cssl	13917492.0	257942.0	4426.0	19496.0
Sgr-CJol_080-Ex1-cssl	14945676.0	334952.0	4794.0	26082.0
Sgr-CJol_081-Ex1-cssl	9822118.0	172596.0	3104.0	13978.0
Sgr-CJol_082-Ex1-cssl	4563942.0	97248.0	1558.0	7778.0
Sgr-CJol_084-Ex1-cssl	10484508.0	360782.0	3154.0	26274.0
Sgr-CJol_085-Ex1-cssl	10177468.0	179592.0	3132.0	14670.0
Sgr-CJol_086-Ex1-cssl	22574844.0	498192.0	6938.0	39322.0
Sgr-CJol_087-Ex1-cssl	15072970.0	345940.0	4686.0	29864.0
Sgr-CJol_088-Ex1-cssl	23364706.0	471742.0	7320.0	33292.0
Sgr-CJol_089-Ex1-cssl	14613684.0	340152.0	4502.0	29310.0
Sgr-CJol_090-Ex1-cssl	12176608.0	316428.0	3744.0	27542.0
