"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0522057397565876,0.0202701248449708,0.0801768634152723,0.698203631528439,0.559378652440203,-2411.99937666681
"Std.",0.000617328274262034,0.000758332028773809,0.148193578185054,0.258784463053584,0.00814429547385106,1.45809912209063
"Acceptance ratio",0.17686,0.14912,0.20956,0.27216,0.18512,0.6881
"0%",0.0498317207946941,0.013573010103553,6.49311889093403e-05,3.00626853248637e-05,0.531743159746566,-2422.14681133971
"2.5%",0.0509868295773468,0.0187894221018718,0.00818629273969727,0.0544236250558103,0.543692776664479,-2415.60776303091
"5%",0.0511988319844111,0.0191752866448074,0.0132674138680903,0.170153923248721,0.546288960658901,-2414.78062996246
"7.5%",0.0513214151294811,0.0193672146748892,0.0167727252073093,0.267115718064526,0.547915934880933,-2414.2442701279
"10%",0.0514174005762612,0.0194752804672654,0.0191145422953112,0.342433676601511,0.548882243664255,-2413.8963010322
"12.5%",0.0514930317692016,0.0195740730937878,0.0204688488092452,0.392324628513718,0.550028305886761,-2413.63224650922
"15%",0.0515609502141201,0.0196547458423946,0.0214231347228832,0.431284620416708,0.550994129704753,-2413.40300308702
"17.5%",0.0516253869493428,0.019730331986062,0.0222790205885949,0.461828241273025,0.551739010027658,-2413.20616529901
"20%",0.051684542832592,0.0197899056769772,0.0231994898839619,0.487072537639288,0.552513907417314,-2413.03006545928
"22.5%",0.0517416705601525,0.0198432332095353,0.0238186196997978,0.511157144321225,0.553142407628712,-2412.88431683202
"25%",0.0517861487915325,0.0198947031419001,0.0245933924420953,0.532739745091005,0.553780630495477,-2412.74902917781
"27.5%",0.0518353542283435,0.0199425632415409,0.0251943670703242,0.553867218548882,0.554406571707784,-2412.61833615005
"30%",0.0518751992503477,0.0199938660140979,0.0258007436032383,0.573210946421181,0.55503042681282,-2412.49837124606
"32.5%",0.0519072755933224,0.0200489991775037,0.0266467166209756,0.591581484754068,0.555567642864601,-2412.38930739431
"35%",0.0519494415155032,0.0200978906654183,0.0276185921973913,0.610716232386799,0.556126661578518,-2412.28722759141
"37.5%",0.0519893159163177,0.0201389413805018,0.0285229070773304,0.630574579778854,0.556715219326052,-2412.18938300824
"40%",0.0520300922596942,0.0201802500353188,0.0292701106314329,0.650302127831923,0.55719133159119,-2412.09604380413
"42.5%",0.0520719601656429,0.0202153081589326,0.0301944911099918,0.67128637229295,0.557685813546427,-2412.00958370918
"45%",0.0521194301122472,0.0202545516851155,0.0308805873413871,0.691584621773333,0.558196708205479,-2411.91701600925
"47.5%",0.0521594421939505,0.0202918429202773,0.0319058172340454,0.712263042046426,0.558745052429188,-2411.8316272443
"50%",0.0521976535676049,0.0203265548989359,0.0325789552021352,0.732163314598331,0.559217577262878,-2411.75228830517
"52.5%",0.0522492777796137,0.0203632805949021,0.0336178564259491,0.754860220879929,0.559717261986572,-2411.66762873888
"55%",0.0522861936350152,0.0203983234407205,0.0346018544339339,0.777747582003761,0.56035666473627,-2411.59081242728
"57.5%",0.0523261590726201,0.0204339370954036,0.0354425104808003,0.799868996728096,0.560826398202263,-2411.52017640228
"60%",0.0523731260637352,0.0204699968660637,0.0365695063528396,0.82086332975495,0.561354669395253,-2411.44062023122
"62.5%",0.0524117196946203,0.020501963393297,0.038186824236064,0.843805971699041,0.561898105437494,-2411.37039858556
"65%",0.0524523878615151,0.0205333866857373,0.0397584698777722,0.864612201549428,0.562478742413146,-2411.29633515382
"67.5%",0.0524941096676432,0.0205736617360935,0.0412874727965107,0.884075526205921,0.563025771699935,-2411.21305324698
"70%",0.0525373162523907,0.0206227857921481,0.0437391852106687,0.903939591501325,0.563681649922131,-2411.14052521422
"72.5%",0.0525817092117848,0.0206630767126619,0.0461835935487057,0.921246512415811,0.564208150164771,-2411.06742324126
"75%",0.052631457352114,0.0207083191729123,0.0491914615844589,0.938130269436666,0.564807091405242,-2410.99569274817
"77.5%",0.0526792018477504,0.0207551952359401,0.0536619488311577,0.950450498954679,0.565508669390814,-2410.91887761673
"80%",0.0527396274063361,0.0208079381083117,0.0603537820425467,0.96472330542711,0.566197607083714,-2410.834967537
"82.5%",0.0527955517342638,0.0208681562278474,0.0722181537713527,0.973498984109403,0.566963976883195,-2410.74765390825
"85%",0.0528482816240483,0.0209421742485414,0.0910084838496613,0.982824070730817,0.56775527612136,-2410.64471767505
"87.5%",0.0529326062675269,0.0210124762666194,0.123281960708214,0.988485312039172,0.568732686482659,-2410.51200027878
"90%",0.053000764331474,0.0210891744952189,0.175578119309129,0.992395243531517,0.569893777951479,-2410.37249255761
"92.5%",0.0530960384707985,0.0211742852957397,0.26329389540448,0.995164803463061,0.571251419437813,-2410.22010602954
"95%",0.0532072181397834,0.0213147981688666,0.402534543022633,0.99733403775664,0.573021500703376,-2410.04391445264
"97.5%",0.053407131426033,0.0214954197102719,0.623516399129548,0.998816201396035,0.575724651470775,-2409.82808591006
"100%",0.0545114620082726,0.0243864353513822,0.999446621306756,0.999997817465557,0.589966159991185,-2409.28307750065
