pos	5pC>T
1	0.0222269823844247
2	0.0342047069309095
3	0.019904419372321
4	0.0220901790571256
5	0.0212380388517298
6	0.0316293390695516
7	0.0354554358472086
8	0.0288931110748267
9	0.0298574917082771
10	0.0325202262417736
11	0.024815702993161
12	0.0254267412926654
13	0.0281096249181555
14	0.0279564979664597
15	0.0285160627050135
16	0.0287372656962915
17	0.0277986277963647
18	0.0283525536037539
19	0.0279607814941933
20	0.0281904605127783
21	0.0286168043942676
22	0.0292735058988187
23	0.0296237323476448
24	0.0284421091164224
25	0.0294796499005919
