pos	3pG>A
1	0.0206053361844239
2	0.0321330473717876
3	0.0190113400976021
4	0.0223234346557804
5	0.0215224475666384
6	0.0312277914802893
7	0.0348061203757248
8	0.0287546453235222
9	0.0298417296557647
10	0.0325159806814916
11	0.0242615281482221
12	0.0251413061727013
13	0.0278278630266121
14	0.0275558180037822
15	0.0283085659637404
16	0.0285795333664279
17	0.0276444297301771
18	0.0280444080307278
19	0.0276988663301183
20	0.0281944979233567
21	0.0285718589029129
22	0.0290636196967738
23	0.0288932624261966
24	0.0283769653415464
25	0.0290874943923599
