"","Position","C.T","G.A"
"1",1,0.713280972964813,0.416136202620675
"2",2,0.68404886881276,0.39935593785931
"3",3,0.659443664349777,0.404862181980333
"4",4,0.639323485033165,0.418963984051024
"5",5,0.620840618454796,0.439717708273219
"6",6,0.60250894065964,0.463704479916918
"7",7,0.58259295827421,0.489745119737515
"8",8,0.566436895725649,0.508456025563148
"9",9,0.565420114023942,0.507878505382608
"10",10,0.571201285871289,0.499250418505228
"11",11,0.583796252012533,0.480497755137127
"12",12,0.597722230860198,0.456966371159908
"13",-12,0.502026823479344,0.567465224009781
"14",-11,0.504787113456616,0.565676415151473
"15",-10,0.508145217068824,0.563593081212755
"16",-9,0.511331627039206,0.561949868464413
"17",-8,0.51422661799799,0.561121596724912
"18",-7,0.509899667604198,0.567052736201049
"19",-6,0.503032975669878,0.576372901252981
"20",-5,0.492456759786306,0.590468986060834
"21",-4,0.476579170268044,0.610899189031892
"22",-3,0.463035202830347,0.634772919459066
"23",-2,0.471909342418998,0.657182733027232
"24",-1,0.517439269168788,0.678115114868613
