filename	numreads	meanreadlength	meandepth_wcvg	numpos	numpos_wcvg	meandepth	pctpos_wcvg
./Sde-AMar_009-SdA02009-L2-clmp-fp2-repr.rad.sde-RG.bam	2533	111.622	4.55451	5057388	56055	0.0504812	1.10838
./Sde-AGui_023-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	29773	90.5193	7.34097	5057388	332980	0.483332	6.58403
./Sde-AMat_091-SdA01091-L2-clmp-fp2-repr.rad.sde-RG.bam	25212	120.311	6.68969	5057388	407959	0.53963	8.06659
./Sde-CHam_010-SdC02010-L2-clmp-fp2-repr.rad.sde-RG.bam	1328	146.303	1.56271	5057388	109025	0.0336882	2.15576
./Sde-ABul_011-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	63457	91.8797	12.1478	5057388	436437	1.04832	8.62969
./Sde-AGui_033-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	65408	96.9483	9.57735	5057388	603420	1.14272	11.9315
./Sde-CTum_023-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	6185	132.695	3.02143	5057388	240824	0.143875	4.76183
./Sde-CVal_057-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	27567	121.154	5.13796	5057388	581019	0.590276	11.4885
./Sde-AMar_058-SdA02058-L2-clmp-fp2-repr.rad.sde-RG.bam	100887	98.4797	24.7602	5057388	350477	1.71588	6.93
./Sde-CMat_026-SdC01026-L2-clmp-fp2-repr.rad.sde-RG.bam	63733	145.733	5.11639	5057388	1604510	1.62323	31.7261
./Sde-CJol_076-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	182650	139.484	8.67813	5057388	2599598	4.46073	51.402
./Sde-CHam_095-SdC02095-L2-clmp-fp2-repr.rad.sde-RG.bam	380909	145.891	20.0508	5057388	2449429	9.71114	48.4327
./Sde-ATum_025-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	482826	114.541	33.5616	5057388	1444749	9.58758	28.5671
./Sde-CVal_005-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	321443	139.751	11.3441	5057388	3501764	7.85472	69.2406
./Sde-CTum_039-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	816847	136.343	22.5961	5057388	4325403	19.3256	85.5264
./Sde-ATum_002-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	944578	113.891	46.3643	5057388	1994453	18.2844	39.4364
./Sde-AMat_090-SdA01090-L2-clmp-fp2-repr.rad.sde-RG.bam	942012	123.029	55.1861	5057388	1561484	17.0389	30.8753
./Sde-CJol_059-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	967354	136.385	27.4201	5057388	4228551	22.9263	83.6114
./Sde-ABul_055-Ex1-cssl.clmp.fp2_repr.rad.sde-RG.bam	1291422	104.192	44.2051	5057388	2579949	22.5506	51.0135
./Sde-CMat_023-SdC01023-L2-clmp-fp2-repr.rad.sde-RG.bam	1738344	145.836	65.4432	5057388	3374612	43.6679	66.7264
